PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Charles Barkley,23,68,62,40.3,8.2,13.8,0.594,0.3,1.5,0.20199999999999999,7.9,12.3,0.643,0.606,6.3,8.3,0.7609999999999999,5.7,8.9,14.6,4.9,1.8,1.5,4.7,3.7,23.0
Maurice Cheeks,30,68,68,38.6,6.1,11.6,0.527,0.1,0.3,0.235,6.0,11.3,0.5329999999999999,0.529,3.3,4.3,0.777,0.7,2.5,3.2,7.9,2.6,0.2,2.5,1.6,15.6
Tim McCormick,24,81,79,34.8,4.8,8.9,0.545,0.0,0.0,0.0,4.8,8.8,0.5479999999999999,0.545,3.1,4.3,0.7190000000000001,2.2,5.3,7.5,1.4,0.4,0.8,1.9,3.3,12.8
Roy Hinson,25,76,58,32.8,5.2,10.8,0.478,0.0,0.0,0.0,5.2,10.8,0.478,0.478,3.6,4.7,0.758,2.0,4.4,6.4,0.8,0.6,2.1,2.0,3.7,13.9
Julius Erving,36,60,60,32.0,6.7,14.2,0.47100000000000003,0.2,0.9,0.264,6.4,13.3,0.484,0.479,3.2,3.9,0.813,1.9,2.5,4.4,3.2,1.3,1.6,2.6,2.3,16.8
Cliff Robinson,26,55,30,28.8,6.1,13.3,0.46399999999999997,0.0,0.1,0.0,6.1,13.2,0.466,0.46399999999999997,2.5,3.3,0.755,1.6,4.0,5.6,1.6,1.6,0.5,2.2,2.7,14.8
Sedale Threatt,25,28,8,23.9,3.9,9.3,0.414,0.3,0.6,0.43799999999999994,3.6,8.8,0.41200000000000003,0.42700000000000005,1.5,1.9,0.792,0.6,1.4,2.0,2.9,1.1,0.1,1.7,2.7,9.5
Jeff Ruland,28,5,2,23.2,3.8,5.6,0.679,0.0,0.0,,3.8,5.6,0.679,0.679,1.8,2.4,0.75,2.4,3.2,5.6,2.0,0.0,0.8,2.0,2.6,9.4
David Wingate,23,77,9,20.9,3.4,7.8,0.43,0.2,0.7,0.25,3.2,7.1,0.447,0.441,1.9,2.6,0.741,0.9,1.1,2.0,2.0,1.2,0.2,1.7,2.2,8.8
Andrew Toney,29,52,12,20.3,3.8,8.4,0.451,0.4,1.3,0.32799999999999996,3.4,7.1,0.473,0.47600000000000003,2.6,3.2,0.7959999999999999,0.3,1.3,1.6,3.6,0.3,0.2,2.2,1.5,10.6
Steve Colter,24,43,13,19.7,2.8,5.9,0.47100000000000003,0.1,0.2,0.5,2.7,5.7,0.47,0.478,1.1,1.6,0.721,0.3,1.2,1.5,2.7,0.9,0.1,0.9,1.4,6.8
Jim Lampley,26,1,0,16.0,1.0,3.0,0.33299999999999996,0.0,0.0,,1.0,3.0,0.33299999999999996,0.33299999999999996,1.0,2.0,0.5,1.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,3.0
World B. Free,33,20,2,14.3,2.0,6.2,0.317,0.1,0.5,0.222,1.9,5.7,0.325,0.325,1.8,2.4,0.7659999999999999,0.3,0.7,1.0,1.5,0.3,0.2,0.9,1.3,5.8
Danny Vranes,28,58,6,14.1,1.0,2.4,0.428,0.0,0.1,0.2,1.0,2.3,0.436,0.431,0.4,0.8,0.467,0.9,1.6,2.5,0.5,0.6,0.4,0.4,2.2,2.4
Mark McNamara,27,11,1,10.3,1.3,2.7,0.467,0.0,0.0,,1.3,2.7,0.467,0.467,0.6,1.7,0.368,1.5,1.7,3.3,0.2,0.1,0.0,0.7,1.5,3.2
Kenny Green,22,19,0,9.1,1.3,3.7,0.35700000000000004,0.0,0.0,,1.3,3.7,0.35700000000000004,0.35700000000000004,0.7,1.0,0.737,0.3,1.2,1.5,0.4,0.2,0.1,0.8,0.4,3.4
