PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Chuck Person,22,82,78,36.0,7.7,16.6,0.46799999999999997,0.6,1.7,0.355,7.1,14.9,0.48,0.486,2.7,3.6,0.747,2.0,6.2,8.3,3.6,1.1,0.2,2.6,3.8,18.8
Steve Stipanovich,26,81,81,34.1,4.7,9.4,0.503,0.0,0.0,0.25,4.7,9.3,0.504,0.503,3.8,4.5,0.8370000000000001,2.3,6.0,8.3,2.2,1.3,1.2,1.6,3.8,13.2
Herb Williams,28,74,67,34.1,6.1,12.7,0.48,0.0,0.1,0.0,6.1,12.6,0.485,0.48,2.7,3.6,0.74,1.9,5.4,7.3,2.4,0.8,1.3,2.0,3.4,14.9
Vern Fleming,24,82,82,31.1,4.5,8.9,0.509,0.0,0.1,0.2,4.5,8.7,0.513,0.51,2.9,3.7,0.7879999999999999,1.3,2.7,4.1,5.8,1.3,0.2,2.0,2.7,12.0
John Long,30,80,68,28.3,6.1,14.6,0.419,0.2,0.8,0.284,5.9,13.8,0.42700000000000005,0.42700000000000005,2.7,3.1,0.89,0.9,1.8,2.7,3.2,1.2,0.1,1.9,2.1,15.2
Wayman Tisdale,22,81,15,26.7,5.7,11.0,0.513,0.0,0.0,0.0,5.7,11.0,0.515,0.513,3.2,4.5,0.7090000000000001,2.7,3.2,5.9,1.4,0.6,0.3,1.7,3.6,14.5
Clint Richardson,30,78,14,17.9,2.8,6.0,0.467,0.1,0.2,0.353,2.7,5.8,0.47100000000000003,0.473,0.8,0.9,0.797,0.7,1.2,1.8,3.1,0.6,0.1,1.1,1.4,6.4
Kyle Macy,29,76,0,16.4,2.2,4.5,0.48100000000000004,0.2,0.6,0.304,2.0,3.9,0.508,0.501,0.4,0.5,0.8290000000000001,0.3,1.2,1.5,2.6,0.8,0.1,0.8,1.8,4.9
Clark Kellogg,25,4,4,15.0,2.0,5.5,0.364,0.3,0.5,0.5,1.8,5.0,0.35,0.386,0.8,1.0,0.75,1.8,1.0,2.8,1.5,1.3,0.0,1.0,3.0,5.0
Michael Brooks,28,10,0,14.8,1.3,3.7,0.35100000000000003,0.0,0.0,,1.3,3.7,0.35100000000000003,0.35100000000000003,0.7,1.0,0.7,0.9,1.9,2.8,1.1,0.9,0.0,1.1,1.9,3.3
Ron Anderson,28,63,0,11.4,2.2,4.7,0.473,0.0,0.1,0.0,2.2,4.6,0.48100000000000004,0.473,1.3,1.7,0.787,1.2,1.2,2.4,0.9,0.5,0.0,0.9,1.0,5.8
Walker Russell,26,48,0,10.6,1.3,3.4,0.38799999999999996,0.0,0.3,0.125,1.3,3.1,0.41600000000000004,0.39399999999999996,0.6,0.8,0.73,0.4,0.8,1.1,2.7,0.4,0.1,1.3,1.3,3.3
Pete Verhoeven,27,5,0,8.8,1.0,2.8,0.35700000000000004,0.0,0.0,,1.0,2.8,0.35700000000000004,0.35700000000000004,0.0,0.0,,0.4,1.0,1.4,0.4,0.4,0.2,0.0,2.2,2.0
Stuart Gray,23,55,1,8.3,0.7,1.8,0.406,0.0,0.0,,0.7,1.8,0.406,0.406,0.5,0.7,0.718,0.7,1.6,2.3,0.5,0.2,0.5,0.7,1.7,2.0
Greg Dreiling,24,24,0,5.3,0.7,1.5,0.43200000000000005,0.0,0.0,,0.7,1.5,0.43200000000000005,0.43200000000000005,0.4,0.5,0.833,0.5,1.3,1.8,0.3,0.1,0.1,0.3,1.8,1.8
