Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2187,Lamar Odom,"November 6, 1979",961.0,684.0,2295.07,5.29,11.66,0.45,0.74,2.47,0.3,4.56,9.19,0.5,2.65,3.88,0.68,1.97,6.9,8.85,3.99,0.94,0.99,2.53,3.36,14.01
