Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
2009,7,DAL,Dallas Mavericks,Dirk Nowitzki,30,81,81,37.7,9.6,20.0,0.48,0.8,2.1,0.36,8.8,17.9,0.49,0.5,6.0,6.7,0.89,1.1,7.3,8.4,2.4,0.8,0.8,1.9,2.2,25.9
2009,7,DAL,Dallas Mavericks,Jason Kidd,35,81,81,35.6,3.2,7.6,0.42,1.6,4.0,0.41,1.6,3.6,0.43,0.52,1.1,1.3,0.82,1.0,5.1,6.2,8.7,2.0,0.5,2.3,2.1,9.0
2009,7,DAL,Dallas Mavericks,Jason Terry,31,74,11,33.7,7.3,15.8,0.46,2.3,6.2,0.37,5.1,9.6,0.52,0.54,2.7,3.0,0.88,0.5,1.9,2.4,3.4,1.3,0.3,1.6,1.9,19.6
2009,7,DAL,Dallas Mavericks,Josh Howard,28,52,51,32.0,6.8,15.1,0.45,1.1,3.2,0.34,5.7,11.8,0.48,0.49,3.3,4.2,0.78,1.1,3.9,5.1,1.6,1.1,0.6,1.7,2.6,18.0
2009,7,DAL,Dallas Mavericks,Antoine Wright,24,65,53,23.9,2.8,6.6,0.42,0.7,2.3,0.3,2.1,4.3,0.48,0.47,1.1,1.5,0.75,0.5,1.6,2.1,1.2,0.7,0.4,0.8,2.6,7.3
2009,7,DAL,Dallas Mavericks,Erick Dampier,33,80,80,23.0,2.3,3.5,0.65,0.0,0.0,,2.3,3.5,0.65,0.65,1.1,1.8,0.64,2.7,4.4,7.1,1.0,0.3,1.2,0.9,2.4,5.7
2009,7,DAL,Dallas Mavericks,J.J. Barea,24,79,15,20.3,3.1,7.1,0.44,0.7,1.9,0.36,2.4,5.1,0.47,0.49,0.9,1.2,0.75,0.5,1.8,2.2,3.4,0.5,0.1,1.3,1.5,7.8
2009,7,DAL,Dallas Mavericks,Brandon Bass,23,81,0,19.4,3.1,6.3,0.5,0.0,0.1,0.0,3.1,6.2,0.5,0.5,2.2,2.6,0.87,1.6,2.9,4.5,0.5,0.3,0.7,1.1,1.7,8.5
2009,7,DAL,Dallas Mavericks,Devean George,31,43,17,16.5,1.3,3.3,0.38,0.5,1.8,0.29,0.7,1.5,0.48,0.46,0.4,0.5,0.77,0.6,1.2,1.8,0.3,0.5,0.3,0.4,1.3,3.4
2009,7,DAL,Dallas Mavericks,Jerry Stackhouse,34,10,1,16.2,1.6,6.0,0.27,0.3,1.9,0.16,1.3,4.1,0.32,0.29,0.7,0.7,1.0,0.5,1.2,1.7,1.2,0.4,0.1,0.9,0.6,4.2
2009,7,DAL,Dallas Mavericks,James Singleton,27,62,6,14.3,1.9,3.6,0.53,0.2,0.6,0.32,1.7,2.9,0.57,0.56,1.1,1.3,0.86,1.4,2.6,4.0,0.3,0.4,0.5,0.6,1.8,5.1
2009,7,DAL,Dallas Mavericks,DeSagana Diop,27,34,0,13.3,0.6,1.7,0.38,0.0,0.0,,0.6,1.7,0.38,0.38,0.4,0.9,0.41,1.3,2.1,3.5,0.4,0.4,0.7,0.3,1.6,1.6
2009,7,DAL,Dallas Mavericks,Shawne Williams,22,15,0,11.3,1.1,3.7,0.29,0.1,1.1,0.06,1.0,2.6,0.38,0.3,0.6,0.7,0.82,1.3,1.8,3.1,0.1,0.1,0.6,0.3,1.3,2.8
2009,7,DAL,Dallas Mavericks,Gerald Green,23,38,12,9.9,2.1,4.7,0.44,0.4,1.2,0.3,1.7,3.5,0.48,0.48,0.7,0.8,0.84,0.4,1.1,1.4,0.4,0.3,0.1,0.9,1.3,5.2
2009,7,DAL,Dallas Mavericks,Ryan Hollins,24,27,2,9.6,1.1,2.2,0.52,0.0,0.0,,1.1,2.2,0.52,0.52,0.6,1.2,0.52,1.0,1.3,2.3,0.1,0.1,0.6,0.5,1.6,2.9
2009,7,DAL,Dallas Mavericks,Matt Carroll,28,21,0,6.7,0.4,1.6,0.27,0.0,0.4,0.12,0.4,1.2,0.32,0.29,0.3,0.3,1.0,0.1,0.6,0.7,0.1,0.1,0.0,0.3,0.7,1.2
