Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1995,26,1079,SAC,Sacramento Kings,Brian Grant,"March 5, 1972",22.0,NBA,PF,80.0,59.0,2289.0,9.4,18.4,0.51,0.0,0.1,0.25,9.4,18.3,0.51,5.2,8.2,0.64,4.7,8.9,13.6,2.2,1.1,2.6,3.7,6.3,24.0,,106.0,104.0
1996,26,1079,SAC,Sacramento Kings,Brian Grant,"March 5, 1972",23.0,NBA,PF,78.0,75.0,2398.0,9.2,18.0,0.51,0.1,0.4,0.24,9.1,17.7,0.51,5.6,7.7,0.73,3.8,7.9,11.7,2.7,0.9,2.2,4.0,5.8,24.0,,107.0,108.0
1997,26,1079,SAC,Sacramento Kings,Brian Grant,"March 5, 1972",24.0,NBA,PF,24.0,15.0,607.0,7.9,18.0,0.44,0.0,0.0,,7.9,18.0,0.44,6.1,7.8,0.78,4.3,8.1,12.3,2.4,1.7,2.2,3.8,6.5,21.9,,102.0,106.0
1998,25,1079,POR,Portland Trail Blazers,Brian Grant,"March 5, 1972",25.0,NBA,SF,61.0,49.0,1921.0,7.9,15.5,0.51,0.0,0.0,0.0,7.9,15.4,0.51,4.7,6.3,0.75,5.5,9.9,15.4,2.4,1.2,1.2,3.1,5.1,20.5,,112.0,101.0
1999,25,1079,POR,Portland Trail Blazers,Brian Grant,"March 5, 1972",26.0,NBA,PF,48.0,46.0,1525.0,6.5,13.5,0.48,0.0,0.0,,6.5,13.5,0.48,6.5,8.0,0.81,6.1,10.5,16.6,2.4,0.7,1.2,3.4,4.8,19.4,,113.0,98.0
2001,16,1079,MIA,Miami Heat,Brian Grant,"March 5, 1972",28.0,NBA,C,82.0,79.0,2771.0,9.6,20.1,0.48,0.0,0.0,0.0,9.6,20.1,0.48,5.6,7.0,0.8,4.3,10.0,14.3,2.0,1.2,1.4,3.4,5.8,24.9,,104.0,97.0
2002,16,1079,MIA,Miami Heat,Brian Grant,"March 5, 1972",29.0,NBA,PF,72.0,72.0,2256.0,7.0,14.8,0.47,0.0,0.0,0.0,7.0,14.8,0.47,2.5,2.9,0.85,4.1,9.9,14.0,3.3,1.2,0.8,3.0,5.7,16.4,,101.0,100.0
2003,16,1079,MIA,Miami Heat,Brian Grant,"March 5, 1972",30.0,NBA,C,82.0,82.0,2641.0,7.1,14.0,0.51,0.0,0.0,,7.1,14.0,0.51,3.3,4.2,0.77,5.0,12.3,17.3,2.2,1.3,1.0,2.7,6.2,17.5,,108.0,99.0
2004,16,1079,MIA,Miami Heat,Brian Grant,"March 5, 1972",31.0,NBA,C,76.0,76.0,2303.0,6.8,14.5,0.47,0.0,0.0,0.0,6.8,14.5,0.47,2.0,2.6,0.78,4.1,8.3,12.4,1.6,1.2,0.8,1.9,6.0,15.7,,104.0,102.0
2005,14,1079,LAL,Los Angeles Lakers,Brian Grant,"March 5, 1972",32.0,NBA,C,69.0,8.0,1136.0,4.8,9.7,0.49,0.0,0.0,,4.8,9.7,0.49,2.7,3.7,0.72,4.7,7.3,12.0,1.6,1.1,1.1,2.0,8.1,12.2,,112.0,111.0
2006,24,1079,PHO,Phoenix Suns,Brian Grant,"March 5, 1972",33.0,NBA,C,21.0,2.0,248.0,5.5,13.1,0.42,0.0,0.0,,5.5,13.1,0.42,1.4,1.6,0.88,2.2,9.3,11.5,1.4,1.0,0.6,1.4,9.1,12.3,,94.0,105.0
