SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999,24,PHO,Jason Kidd,25,50,50,2060,5.4,12.2,0.44,0.8,2.1,0.37,4.6,10.0,0.46,3.2,4.2,0.76,1.5,4.4,5.9,9.4,2.0,0.3,2.6,1.9,14.8
1999,24,PHO,Clifford Robinson,32,50,35,1740,6.2,13.0,0.48,1.2,2.9,0.42,5.0,10.1,0.49,3.4,4.8,0.7,1.4,3.3,4.7,2.6,1.6,1.2,1.8,3.2,16.9
1999,24,PHO,Tom Gugliotta,29,43,43,1563,6.4,13.2,0.48,0.0,0.2,0.29,6.3,13.0,0.49,4.0,5.0,0.79,3.0,5.8,8.8,2.8,1.4,0.5,2.0,2.5,16.8
1999,24,PHO,George McCloud,31,48,16,1245,4.1,9.4,0.44,2.0,4.8,0.42,2.1,4.6,0.46,2.2,2.5,0.86,1.0,3.7,4.7,2.3,1.3,0.4,1.4,3.7,12.4
1999,24,PHO,Danny Manning,32,50,5,1184,5.7,11.7,0.48,0.0,0.3,0.11,5.7,11.5,0.49,2.4,3.4,0.7,1.9,4.8,6.7,3.4,1.1,1.2,2.1,3.9,13.8
1999,24,PHO,Rex Chapman,31,38,35,1183,5.0,14.0,0.36,1.6,4.6,0.35,3.4,9.4,0.36,2.3,2.8,0.84,0.4,2.8,3.2,3.3,1.0,0.3,1.6,1.4,14.0
1999,24,PHO,Luc Longley,30,39,39,933,5.4,11.2,0.48,0.0,0.0,,5.4,11.2,0.48,2.3,2.9,0.78,2.3,6.3,8.5,1.7,0.9,0.8,2.0,4.6,13.1
1999,24,PHO,Pat Garrity,22,39,9,538,5.7,11.4,0.5,0.5,1.2,0.39,5.2,10.2,0.51,2.7,3.7,0.71,1.7,3.3,5.0,1.2,0.5,0.2,1.3,4.1,14.5
1999,24,PHO,Chris Morris,33,44,2,535,4.3,10.0,0.43,1.1,3.8,0.29,3.2,6.3,0.52,2.7,3.1,0.87,3.6,4.5,8.1,1.5,1.1,0.7,1.4,3.6,12.4
1999,24,PHO,Joe Kleine,37,31,5,374,2.9,7.1,0.4,0.0,0.2,0.0,2.9,6.9,0.42,0.8,1.2,0.67,2.6,3.9,6.4,1.2,0.8,0.1,1.0,4.4,6.5
1999,24,PHO,Toby Bailey,23,27,10,249,4.9,12.4,0.4,0.1,0.7,0.2,4.8,11.7,0.41,1.3,1.9,0.69,3.5,4.3,7.8,1.9,1.3,0.3,1.6,3.5,11.3
1999,24,PHO,Gerald Brown,23,33,0,236,5.0,13.6,0.37,0.5,1.5,0.3,4.6,12.1,0.38,1.7,2.1,0.79,0.8,2.6,3.4,4.7,0.8,0.2,3.4,3.2,12.2
1999,24,PHO,Shawn Respert,26,12,1,99,4.7,13.1,0.36,1.5,4.7,0.31,3.3,8.4,0.39,2.5,3.6,0.7,0.7,4.0,4.7,2.9,1.8,0.0,1.8,3.6,13.5
1999,24,PHO,Marko MiliA,21,11,0,53,5.4,13.6,0.4,0.0,0.7,0.0,5.4,12.9,0.42,0.0,0.0,,2.0,1.4,3.4,1.4,2.0,0.7,4.1,4.8,10.9
1999,24,PHO,Alvin Sims,24,4,0,25,5.8,14.4,0.4,1.4,1.4,1.0,4.3,13.0,0.33,2.9,7.2,0.4,4.3,1.4,5.8,7.2,2.9,0.0,8.6,2.9,15.8
1999,24,PHO,Randy Livingston,23,1,0,22,8.2,13.1,0.62,0.0,0.0,,8.2,13.1,0.62,3.3,3.3,1.0,0.0,3.3,3.3,4.9,3.3,0.0,1.6,1.6,19.6
1999,24,PHO,Jimmy Oliver,29,2,0,11,3.3,9.8,0.33,3.3,3.3,1.0,0.0,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,9.8
