PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Shareef Abdur-Rahim,22,50,50,2021,6.9,15.9,0.43200000000000005,0.2,0.6,0.306,6.7,15.3,0.43799999999999994,6.6,7.8,0.841,2.0,4.6,6.7,3.1,1.2,1.0,3.3,2.4,20.5
Mike Bibby,20,50,50,1758,5.3,12.4,0.43,0.3,1.5,0.203,5.0,10.9,0.461,2.6,3.5,0.7509999999999999,0.6,2.2,2.8,6.7,1.6,0.1,3.0,2.5,13.6
Felipe López,24,47,32,1218,5.0,11.2,0.446,0.4,1.3,0.273,4.6,9.9,0.469,2.6,4.0,0.644,2.0,2.9,4.9,1.8,1.4,0.4,2.4,3.8,12.9
Tony Massenburg,31,43,35,1143,6.0,12.2,0.48700000000000004,0.0,0.1,0.0,6.0,12.2,0.49,3.2,4.9,0.665,2.6,5.5,8.1,0.7,0.8,1.2,2.0,3.4,15.1
Cherokee Parks,26,48,41,1118,3.8,8.9,0.429,0.0,0.0,0.0,3.8,8.8,0.431,1.0,1.8,0.545,2.4,5.4,7.8,1.2,0.9,0.9,1.6,3.7,8.6
Michael Smith,26,48,10,1098,2.5,4.7,0.535,0.0,0.0,0.0,2.5,4.7,0.5379999999999999,2.5,4.2,0.594,4.4,7.0,11.5,1.6,1.5,0.6,2.0,3.5,7.5
Bryant Reeves,25,25,14,702,5.2,12.9,0.406,0.0,0.1,0.0,5.2,12.8,0.408,3.4,5.9,0.578,2.6,4.5,7.1,1.9,0.7,0.4,2.4,5.3,13.9
Pete Chilcutt,30,46,0,697,3.3,8.9,0.366,1.3,3.5,0.382,1.9,5.4,0.35600000000000004,0.7,0.9,0.8240000000000001,1.5,4.5,6.0,1.5,1.1,0.6,1.4,2.7,8.6
DeJuan Wheat,25,46,0,590,4.5,11.8,0.37799999999999995,1.3,3.7,0.36700000000000005,3.1,8.1,0.38299999999999995,2.4,3.4,0.727,0.7,2.1,2.7,6.2,1.6,0.1,2.9,3.6,12.7
Sam Mack,28,19,15,577,5.4,13.2,0.406,2.6,6.7,0.389,2.7,6.5,0.423,1.7,1.9,0.9329999999999999,0.4,2.9,3.3,1.4,1.2,0.1,1.2,3.3,15.1
J.R. Henderson,22,30,0,331,3.8,10.4,0.365,0.2,0.5,0.4,3.6,9.9,0.363,2.7,4.9,0.556,2.2,2.9,5.1,2.4,1.0,0.4,2.0,3.2,10.5
Doug West,31,14,2,294,3.8,8.0,0.47700000000000004,0.0,0.2,0.0,3.8,7.7,0.49200000000000005,2.3,3.1,0.76,0.6,2.4,3.1,2.3,2.0,0.9,1.5,4.7,9.9
Terry Dehere,27,22,0,271,3.6,9.8,0.365,2.0,4.5,0.441,1.6,5.3,0.3,0.7,0.9,0.7140000000000001,0.7,2.3,2.9,3.5,0.7,0.4,1.9,3.7,9.8
Lee Mayberry,28,9,0,126,2.0,5.4,0.368,0.6,2.9,0.2,1.4,2.6,0.556,1.1,1.4,0.8,0.0,0.9,0.9,6.6,2.0,0.0,3.1,3.7,5.7
Rodrick Rhodes,25,10,1,123,3.2,12.9,0.25,0.3,2.0,0.14300000000000002,2.9,10.8,0.27,3.2,5.6,0.579,2.0,1.8,3.8,2.9,1.2,0.6,4.4,4.7,10.0
Carl Herrera,32,4,0,42,2.6,11.1,0.231,0.0,0.0,,2.6,11.1,0.231,0.0,1.7,0.0,4.3,2.6,6.9,2.6,0.0,0.0,3.4,2.6,5.1
Jason Sasser,25,6,0,39,4.6,10.2,0.455,0.0,0.0,,4.6,10.2,0.455,0.9,1.8,0.5,1.8,4.6,6.5,1.8,1.8,0.0,1.8,3.7,10.2
Makhtar N'Diaye,25,4,0,27,1.3,5.3,0.25,0.0,0.0,,1.3,5.3,0.25,4.0,5.3,0.75,4.0,2.7,6.7,1.3,0.0,1.3,1.3,12.0,6.7
