Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002,22,ORL,Orlando Magic,Tracy McGrady,22,4,4,178,42,91,0.46,5,16,0.31,37,75,0.49,0.49,34,46,0.74,6,19,25,22,2,7,13,11,123
2002,22,ORL,Orlando Magic,Darrell Armstrong,33,4,4,158,20,42,0.48,4,17,0.24,16,25,0.64,0.52,17,21,0.81,3,8,11,13,5,0,7,14,61
2002,22,ORL,Orlando Magic,Pat Garrity,25,4,4,147,12,32,0.38,7,18,0.39,5,14,0.36,0.48,3,4,0.75,4,26,30,9,2,1,3,18,34
2002,22,ORL,Orlando Magic,Horace Grant,36,4,4,127,8,22,0.36,0,0,,8,22,0.36,0.36,2,2,1.0,8,23,31,9,3,1,2,7,18
2002,22,ORL,Orlando Magic,Troy Hudson,25,4,0,106,18,48,0.38,0,5,0.0,18,43,0.42,0.38,15,16,0.94,0,4,4,6,0,0,8,4,51
2002,22,ORL,Orlando Magic,Monty Williams,30,4,3,93,14,27,0.52,0,1,0.0,14,26,0.54,0.52,6,10,0.6,7,15,22,9,3,0,5,8,34
2002,22,ORL,Orlando Magic,Mike Miller,21,4,1,72,7,21,0.33,1,8,0.12,6,13,0.46,0.36,4,4,1.0,0,5,5,5,4,0,4,8,19
2002,22,ORL,Orlando Magic,Patrick Ewing,39,4,0,67,8,25,0.32,0,1,0.0,8,24,0.33,0.32,10,17,0.59,5,17,22,4,1,4,2,12,26
2002,22,ORL,Orlando Magic,Don Reid,28,4,0,38,4,6,0.67,0,0,,4,6,0.67,0.67,1,2,0.5,3,3,6,0,1,2,0,15,9
2002,22,ORL,Orlando Magic,Jud Buechler,33,2,0,10,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,1,0,0,0,0
2002,22,ORL,Orlando Magic,Andrew DeClercq,28,2,0,9,0,0,,0,0,,0,0,,,0,2,0.0,0,0,0,0,0,0,1,3,0
2002,22,ORL,Orlando Magic,Jaren Jackson,34,3,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,1,3,0
