Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,29,1715,UTA,Utah Jazz,Eric Leckner,"May 27, 1966",22.0,NBA,C,75.0,0.0,779.0,5.5,10.2,0.55,0.0,0.0,,5.5,10.2,0.55,3.7,5.2,0.7,2.2,7.0,9.2,0.7,0.4,1.0,3.2,8.0,14.7
1990,29,1715,UTA,Utah Jazz,Eric Leckner,"May 27, 1966",23.0,NBA,C,77.0,0.0,764.0,5.9,10.5,0.56,0.0,0.0,,5.9,10.5,0.56,3.8,5.1,0.74,2.3,6.8,9.0,0.9,0.7,1.1,3.0,7.4,15.6
1991,31,1715,TOT,Total After Trade,Eric Leckner,"May 27, 1966",24.0,NBA,C,72.0,2.0,1122.0,4.2,9.4,0.45,0.0,0.0,,4.2,9.4,0.45,2.0,3.6,0.56,2.6,6.8,9.5,1.3,0.4,0.7,2.2,6.2,10.4
1991,26,1715,SAC,Sacramento Kings,Eric Leckner,"May 27, 1966",24.0,NBA,C,32.0,0.0,378.0,3.7,9.1,0.41,0.0,0.0,,3.7,9.1,0.41,1.5,2.6,0.59,2.6,5.7,8.3,1.7,0.4,1.0,2.4,6.6,9.0
1991,4,1715,CHO,Charlotte Hornets,Eric Leckner,"May 27, 1966",24.0,NBA,C,40.0,2.0,744.0,4.5,9.6,0.46,0.0,0.0,,4.5,9.6,0.46,2.2,4.1,0.55,2.7,7.4,10.1,1.0,0.5,0.5,2.1,6.0,11.1
1992,4,1715,CHO,Charlotte Hornets,Eric Leckner,"May 27, 1966",25.0,NBA,C,59.0,2.0,716.0,4.0,7.7,0.51,0.0,0.1,0.0,4.0,7.7,0.52,1.9,2.6,0.74,2.5,7.9,10.4,1.6,0.5,0.9,2.0,5.7,9.9
1994,23,1715,PHI,Philadelphia 76Ers,Eric Leckner,"May 27, 1966",27.0,NBA,C,71.0,36.0,1163.0,4.3,8.9,0.49,0.0,0.1,0.0,4.3,8.8,0.49,2.6,4.0,0.65,2.3,6.4,8.7,2.7,0.6,1.1,2.7,5.9,11.2
1995,9,1715,DET,Detroit Pistons,Eric Leckner,"May 27, 1966",28.0,NBA,C,57.0,11.0,623.0,5.0,9.5,0.53,0.0,0.1,0.0,5.0,9.4,0.53,2.9,4.2,0.71,2.7,7.3,10.1,0.8,0.9,0.9,2.3,7.0,13.0
1996,9,1715,DET,Detroit Pistons,Eric Leckner,"May 27, 1966",29.0,NBA,C,18.0,8.0,155.0,4.2,6.7,0.62,0.0,0.0,,4.2,6.7,0.62,1.9,3.0,0.62,1.9,6.0,7.9,0.2,0.5,0.9,2.6,7.0,10.2
1997,31,1715,TOT,Total After Trade,Eric Leckner,"May 27, 1966",30.0,NBA,C,20.0,1.0,126.0,4.0,9.4,0.42,0.0,0.0,,4.0,9.4,0.42,1.7,3.4,0.5,1.4,8.9,10.3,1.4,0.9,0.6,2.9,10.0,9.7
1997,4,1715,CHO,Charlotte Hornets,Eric Leckner,"May 27, 1966",30.0,NBA,C,1.0,0.0,11.0,0.0,9.8,0.0,0.0,0.0,,0.0,9.8,0.0,0.0,0.0,,0.0,3.3,3.3,3.3,0.0,0.0,0.0,9.8,0.0
1997,15,1715,VAN,Vancouver Grizzlies,Eric Leckner,"May 27, 1966",30.0,NBA,C,19.0,1.0,115.0,4.4,9.4,0.47,0.0,0.0,,4.4,9.4,0.47,1.9,3.8,0.5,1.6,9.4,11.0,1.3,0.9,0.6,3.1,10.0,10.6
