SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
2015,9,DET,Reggie Jackson,24,27,27,32.2,6.8,15.6,0.44,1.0,3.1,0.34,5.7,12.5,0.46,0.47,3.0,3.8,0.8,1.0,3.6,4.7,9.2,0.7,0.1,3.5,2.7,17.6
2015,9,DET,Josh Smith,29,28,28,32.0,5.5,14.0,0.39,0.3,1.3,0.24,5.1,12.6,0.41,0.4,1.9,4.0,0.47,1.9,5.4,7.2,4.7,1.3,1.7,2.6,2.9,13.1
2015,9,DET,Kentavious Caldwell-Pope,21,82,82,31.5,4.8,11.9,0.4,1.9,5.4,0.34,2.9,6.4,0.45,0.48,1.3,1.9,0.7,0.6,2.5,3.1,1.3,1.1,0.2,1.1,2.0,12.7
2015,9,DET,Greg Monroe,24,69,57,31.0,6.1,12.4,0.5,0.0,0.0,,6.1,12.4,0.5,0.5,3.7,4.9,0.75,3.3,6.9,10.2,2.1,1.1,0.5,2.2,2.1,15.9
2015,9,DET,Andre Drummond,21,82,82,30.5,6.0,11.7,0.51,0.0,0.0,0.0,6.0,11.7,0.52,0.51,1.7,4.5,0.39,5.3,8.1,13.5,0.7,0.9,1.9,1.5,3.5,13.8
2015,9,DET,Brandon Jennings,25,41,41,28.6,5.3,13.2,0.4,1.9,5.1,0.36,3.5,8.1,0.43,0.47,2.9,3.5,0.84,0.5,2.0,2.5,6.6,1.1,0.1,2.2,1.6,15.4
2015,9,DET,Tayshaun Prince,34,23,7,24.8,3.0,7.0,0.43,0.5,1.1,0.42,2.5,5.8,0.43,0.47,0.8,1.3,0.66,1.1,3.1,4.2,1.7,0.7,0.3,0.7,1.1,7.3
2015,9,DET,Jodie Meeks,27,60,0,24.4,3.7,8.9,0.42,1.2,3.5,0.35,2.5,5.4,0.46,0.48,2.4,2.7,0.91,0.2,1.5,1.7,1.3,1.0,0.1,1.0,1.3,11.1
2015,9,DET,D.J. Augustin,27,54,13,23.8,3.5,8.5,0.41,0.9,2.8,0.33,2.6,5.8,0.45,0.46,2.7,3.1,0.87,0.2,1.6,1.9,4.9,0.6,0.0,2.0,1.1,10.6
2015,9,DET,Kyle Singler,26,54,40,23.8,2.6,6.5,0.4,1.4,3.5,0.41,1.2,3.0,0.39,0.51,0.5,0.7,0.81,0.4,2.1,2.6,1.2,0.6,0.3,0.8,1.8,7.1
2015,9,DET,Anthony Tolliver,29,52,11,22.3,2.6,6.1,0.42,1.6,4.4,0.36,1.0,1.8,0.58,0.55,1.0,1.2,0.79,0.9,2.8,3.7,0.9,0.4,0.3,0.8,2.3,7.7
2015,9,DET,Caron Butler,34,78,21,20.8,2.1,5.1,0.41,1.1,2.8,0.38,1.0,2.3,0.44,0.51,0.7,0.8,0.9,0.3,2.2,2.5,1.0,0.6,0.1,0.6,1.5,5.9
2015,9,DET,Jonas Jerebko,27,46,0,15.3,2.0,4.3,0.46,0.6,1.7,0.37,1.4,2.7,0.52,0.53,0.7,0.8,0.86,1.0,2.1,3.1,0.9,0.6,0.2,0.6,1.7,5.2
2015,9,DET,Quincy Miller,22,4,0,14.5,1.3,5.0,0.25,0.5,2.8,0.18,0.8,2.3,0.33,0.3,0.0,0.0,,0.5,1.5,2.0,1.3,0.3,0.5,0.5,1.3,3.0
2015,9,DET,Spencer Dinwiddie,21,34,1,13.4,1.5,5.0,0.3,0.4,1.9,0.18,1.1,3.1,0.38,0.34,0.9,1.0,0.91,0.1,1.3,1.4,3.1,0.6,0.2,1.0,1.6,4.3
2015,9,DET,John Lucas III,32,21,0,13.0,2.0,5.0,0.4,0.4,1.4,0.31,1.6,3.6,0.44,0.45,0.2,0.2,1.0,0.2,0.6,0.8,2.9,0.4,0.0,0.8,0.9,4.7
2015,9,DET,Cartier Martin,30,23,0,8.6,0.7,2.3,0.28,0.3,1.4,0.18,0.4,0.9,0.45,0.34,0.0,0.0,,0.0,0.9,0.9,0.5,0.1,0.0,0.2,0.9,1.6
2015,9,DET,Shawne Williams,28,19,0,8.6,1.0,3.2,0.32,0.2,1.4,0.15,0.8,1.8,0.44,0.35,0.4,0.4,1.0,0.5,0.9,1.4,0.4,0.2,0.2,0.4,1.0,2.6
2015,9,DET,Joel Anthony,32,49,0,8.3,0.7,1.3,0.58,0.0,0.0,,0.7,1.3,0.58,0.58,0.3,0.4,0.68,0.7,1.2,1.9,0.1,0.2,1.0,0.2,1.1,1.8
2015,9,DET,Luigi Datome,27,3,0,5.7,1.7,4.0,0.42,0.3,1.3,0.25,1.3,2.7,0.5,0.46,0.0,0.0,,0.3,1.0,1.3,0.7,0.3,0.0,0.7,0.3,3.7
