NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
53,Joe Arlauckas,SF,6-9,230,1965-07-20,US,R,Niagara University
10,Franklin Edwards,PG,6-1,170,1959-02-02,US,6,Cleveland State University
31,Conner Henry,SG,6-7,195,1963-07-21,US,1,UC Santa Barbara
2,Michael Jackson,PG,6-2,183,1964-07-13,US,R,Georgetown
35,Joe Kleine,C,6-11,255,1962-01-04,US,2,"Notre Dame, Arkansas"
25,Mike McGee,SF,6-5,190,1959-07-29,US,6,Michigan
51,Martin Nessley,C,7-2,260,1965-02-16,US,R,Duke
32,Jawann Oldham,C,7-0,215,1957-07-04,US,7,Seattle University
54,Ed Pinckney,PF,6-9,195,1963-03-27,US,2,Villanova
21,Harold Pressley,SF,6-7,210,1963-07-14,US,1,Villanova
18,Derek Smith,SG,6-6,205,1961-11-01,US,5,Louisville
30,Kenny Smith,PG,6-3,170,1965-03-08,US,R,UNC
24,Reggie Theus,SG,6-7,190,1957-10-13,US,9,UNLV
41,LaSalle Thompson,C,6-10,245,1961-06-23,US,5,Texas
33,Otis Thorpe,PF,6-9,225,1962-08-05,US,3,Providence
40,Terry Tyler,SF,6-7,215,1956-10-30,US,9,Detroit Mercy
