NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
24,Dudley Bradley,SG,6-6,195,1957-03-19,US,7,UNC
45,Randy Breuer,C,7-3,230,1960-10-11,US,4,Minnesota
34,Terry Cummings,PF,6-9,220,1961-03-15,US,5,DePaul
23,Charles Davis,SF,6-7,215,1958-10-05,US,5,Vanderbilt
21,Conner Henry,SG,6-7,195,1963-07-21,US,1,UC Santa Barbara
15,Craig Hodges,SG,6-2,190,1960-06-27,US,5,Cal State Long Beach
53,Dave Hoppen,C,6-11,235,1964-03-13,US,R,Nebraska
24,Jay Humphries,PG,6-3,185,1962-10-17,US,3,Colorado
42,Larry Krystkowiak,PF,6-9,220,1964-09-23,US,1,Montana
10,John Lucas,PG,6-3,175,1953-10-31,US,11,Maryland
3,Pace Mannion,SF,6-7,190,1960-09-22,US,4,Utah
44,Paul Mokeski,C,7-0,250,1957-01-03,US,8,Kansas
4,Sidney Moncrief,SG,6-3,180,1957-09-21,US,8,Arkansas
53,Andre Moore,SF,6-9,215,1964-07-02,US,R,Loyola Chicago
22,Ricky Pierce,SG,6-4,205,1959-08-19,US,5,Rice University
25,Paul Pressey,SG,6-5,185,1958-12-24,US,5,Tulsa
35,Jerry Reynolds,SF,6-8,200,1962-12-23,US,2,LSU
43,Jack Sikma,C,6-11,230,1955-11-14,US,10,Illinois Wesleyan University
54,John Stroeder,PF,6-10,260,1958-07-24,US,R,Montana
31,Rickie Winslow,SF,6-8,225,1964-07-26,US,R,Houston
