Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2015,17,90,MIL,Milwaukee Bucks,34,Giannis Antetokounmpo,SG,6-11,242,"December 6, 1994",GR,1,
2015,17,195,MIL,Milwaukee Bucks,19,Jerryd Bayless,PG,6-3,200,"August 20, 1988",US,6,Arizona
2015,17,494,MIL,Milwaukee Bucks,5,Michael Carter-Williams,PG,6-5,190,"October 10, 1991",US,1,Syracuse
2015,17,793,MIL,Milwaukee Bucks,9,Jared Dudley,SG,6-6,237,"July 10, 1985",US,7,Boston College
2015,17,867,MIL,Milwaukee Bucks,11,Tyler Ennis,PG,6-3,194,"August 24, 1994",CA,R,Syracuse
2015,17,1139,MIL,Milwaukee Bucks,13,Jorge Gutierrez,PG,6-3,191,"December 27, 1988",MX,1,California
2015,17,1263,MIL,Milwaukee Bucks,31,John Henson,C,6-9,219,"December 28, 1990",US,2,UNC
2015,17,1380,MIL,Milwaukee Bucks,7,Ersan Ilyasova,PF,6-9,235,"May 15, 1987",TR,6,
2015,17,1474,MIL,Milwaukee Bucks,23,Chris Johnson (1990),SF,6-6,206,"April 29, 1990",US,2,Dayton
2015,17,1636,MIL,Milwaukee Bucks,11,Brandon Knight,PG,6-2,182,"December 2, 1991",US,3,Kentucky
2015,17,1844,MIL,Milwaukee Bucks,5,Kendall Marshall,PG,6-4,200,"August 19, 1991",US,2,UNC
2015,17,1859,MIL,Milwaukee Bucks,6,Kenyon Martin,PF,6-9,234,"December 30, 1977",US,14,Cincinnati
2015,17,1886,MIL,Milwaukee Bucks,0,O.J. Mayo,SG,6-5,210,"November 5, 1987",US,6,USC
2015,17,1979,MIL,Milwaukee Bucks,22,Khris Middleton,SF,6-7,222,"August 12, 1991",US,2,Texas A&M
2015,17,2173,MIL,Milwaukee Bucks,3,Johnny O'Bryant,PF,6-9,257,"June 1, 1993",US,R,LSU
2015,17,2231,MIL,Milwaukee Bucks,27,Zaza Pachulia,C,6-11,270,"February 10, 1984",GE,11,
2015,17,2245,MIL,Milwaukee Bucks,12,Jabari Parker,PF,6-8,245,"March 15, 1995",US,R,Duke
2015,17,2320,MIL,Milwaukee Bucks,21,Miles Plumlee,C,6-11,249,"September 1, 1988",US,2,Duke
2015,17,2554,MIL,Milwaukee Bucks,8,Larry Sanders,C,6-11,235,"November 21, 1988",US,4,VCU
2015,17,3218,MIL,Milwaukee Bucks,6,Nate Wolters,PG,6-4,190,"May 15, 1991",US,1,South Dakota State
