Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2015,20,11,NYK,New York Knicks,4,Quincy Acy,PF,6-7,240,"October 6, 1990",US,2,Baylor
2015,20,33,NYK,New York Knicks,45,Cole Aldrich,C,6-11,250,"October 31, 1988",US,4,Kansas
2015,20,65,NYK,New York Knicks,21,Lou Amundson,PF,6-9,220,"December 7, 1982",US,8,UNLV
2015,20,93,NYK,New York Knicks,7,Carmelo Anthony,SF,6-7,238,"May 29, 1984",US,11,Syracuse
2015,20,164,NYK,New York Knicks,77,Andrea Bargnani,C,7-0,245,"October 26, 1985",IT,8,
2015,20,453,NYK,New York Knicks,3,Jose Calderon,PG,6-3,200,"September 28, 1981",ES,9,
2015,20,660,NYK,New York Knicks,11,Samuel Dalembert,C,6-11,255,"May 10, 1981",HT,12,Seton Hall
2015,20,815,NYK,New York Knicks,17,Cleanthony Early,SF,6-8,210,"April 17, 1991",US,R,Wichita State
2015,20,984,NYK,New York Knicks,2,Langston Galloway,PG,6-1,200,"December 9, 1991",US,R,Saint Joseph's
2015,20,1181,NYK,New York Knicks,5,Tim Hardaway Jr.,SG,6-5,205,"March 16, 1992",US,1,Michigan
2015,20,1699,NYK,New York Knicks,0,Shane Larkin,PG,5-11,175,"October 2, 1992",US,1,Miami (FL)
2015,20,1716,NYK,New York Knicks,11,Ricky Ledo,SG,6-7,195,"September 10, 1992",US,1,
2015,20,2363,NYK,New York Knicks,9,Pablo Prigioni,PG,6-3,185,"May 17, 1977",AR,2,
2015,20,2620,NYK,New York Knicks,21,Iman Shumpert,SG,6-5,215,"June 26, 1990",US,3,Georgia Tech
2015,20,2621,NYK,New York Knicks,1,Alexey Shved,SG,6-6,190,"December 16, 1988",RU,2,
2015,20,2679,NYK,New York Knicks,8,J.R. Smith,SG,6-6,225,"September 9, 1985",US,10,
2015,20,2682,NYK,New York Knicks,14,Jason Smith,C,7-0,240,"March 2, 1986",US,6,Colorado State
2015,20,2770,NYK,New York Knicks,1,Amar'e Stoudemire,PF,6-10,245,"November 16, 1982",US,12,
2015,20,2855,NYK,New York Knicks,42,Lance Thomas,PF,6-8,240,"April 24, 1988",US,3,Duke
2015,20,3046,NYK,New York Knicks,6,Travis Wear,SF,6-10,230,"September 21, 1990",US,R,"UNC, UCLA"
