Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2015,19,NOP,New Orleans Pelicans,42,Alexis Ajinca,C,7-2,248,1988-05-06,FR,4,
2015,19,NOP,New Orleans Pelicans,33,Ryan Anderson,PF,6-9,240,1988-05-06,US,6,California
2015,19,NOP,New Orleans Pelicans,3,Omer Ask,C,7-0,255,1986-07-04,TR,4,
2015,19,NOP,New Orleans Pelicans,8,Luke Babbitt,SF,6-9,225,1989-06-20,US,4,Nevada
2015,19,NOP,New Orleans Pelicans,30,Norris Cole,PG,6-2,175,1988-10-13,US,3,Cleveland State University
2015,19,NOP,New Orleans Pelicans,44,Dante Cunningham,PF,6-8,230,1987-04-22,US,5,Villanova
2015,19,NOP,New Orleans Pelicans,23,Anthony Davis,PF,6-10,253,1993-03-11,US,2,Kentucky
2015,19,NOP,New Orleans Pelicans,16,Toney Douglas,SG,6-2,195,1986-03-16,US,5,"Auburn, Florida State"
2015,19,NOP,New Orleans Pelicans,1,Tyreke Evans,SG,6-6,220,1989-09-19,US,5,Memphis
2015,19,NOP,New Orleans Pelicans,32,Jimmer Fredette,PG,6-2,195,1989-02-25,US,3,BYU
2015,19,NOP,New Orleans Pelicans,10,Eric Gordon,SG,6-3,215,1988-12-25,US,6,Indiana
2015,19,NOP,New Orleans Pelicans,11,Jrue Holiday,PG,6-3,205,1990-06-12,US,5,UCLA
2015,19,NOP,New Orleans Pelicans,24,Gal Mekel,PG,6-3,191,1988-03-04,IL,1,Wichita State
2015,19,NOP,New Orleans Pelicans,2,Darius Miller,SF,6-6,225,1990-03-21,US,2,Kentucky
2015,19,NOP,New Orleans Pelicans,20,Quincy Pondexter,SF,6-7,230,1988-03-10,US,4,Washington
2015,19,NOP,New Orleans Pelicans,25,Austin Rivers,SG,6-3,200,1992-08-01,US,2,Duke
2015,19,NOP,New Orleans Pelicans,15,John Salmons,SF,6-7,210,1979-12-12,US,12,Miami (FL)
2015,19,NOP,New Orleans Pelicans,9,Russ Smith,PG,6-0,165,1991-04-19,US,R,Louisville
2015,19,NOP,New Orleans Pelicans,2,Elliot Williams,SG,6-5,190,1989-06-20,US,2,"Duke, Memphis"
2015,19,NOP,New Orleans Pelicans,5,Jeff Withey,C,7-0,231,1990-03-07,US,1,Kansas
2015,19,NOP,New Orleans Pelicans,4,Nate Wolters,PG,6-4,190,1991-05-15,US,1,South Dakota State
