Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002,21.0,NJN,NBA,SF,20.0,0.0,441.0,53.0,114.0,0.465,0.0,2.0,0.0,53.0,112.0,0.473,0.465,33.0,60.0,0.55,16.0,76.0,92.0,25.0,11.0,9.0,26.0,40.0,139.0
2003,22.0,NJN,NBA,SF,20.0,20.0,711.0,110.0,231.0,0.476,0.0,3.0,0.0,110.0,228.0,0.482,0.476,61.0,85.0,0.718,29.0,98.0,127.0,47.0,16.0,4.0,46.0,67.0,281.0
2004,23.0,NJN,NBA,SF,11.0,11.0,460.0,66.0,158.0,0.418,9.0,33.0,0.273,57.0,125.0,0.456,0.446,77.0,108.0,0.713,14.0,55.0,69.0,42.0,14.0,8.0,43.0,35.0,218.0
2005,24.0,NJN,NBA,SF,4.0,1.0,140.0,20.0,50.0,0.4,2.0,10.0,0.2,18.0,40.0,0.45,0.42,21.0,31.0,0.677,8.0,14.0,22.0,9.0,3.0,0.0,8.0,14.0,63.0
2006,25.0,NJN,NBA,SF,11.0,11.0,437.0,90.0,165.0,0.545,12.0,29.0,0.414,78.0,136.0,0.574,0.582,52.0,63.0,0.825,7.0,38.0,45.0,45.0,10.0,4.0,30.0,32.0,244.0
2007,26.0,NJN,NBA,SF,12.0,12.0,489.0,81.0,168.0,0.482,13.0,40.0,0.325,68.0,128.0,0.531,0.521,61.0,66.0,0.924,4.0,63.0,67.0,27.0,9.0,5.0,27.0,24.0,236.0
2010,29.0,SAS,NBA,SF,10.0,10.0,334.0,34.0,70.0,0.486,1.0,5.0,0.2,33.0,65.0,0.508,0.493,25.0,33.0,0.758,8.0,45.0,53.0,18.0,6.0,6.0,15.0,20.0,94.0
2011,30.0,SAS,NBA,SF,6.0,6.0,176.0,12.0,31.0,0.387,6.0,17.0,0.353,6.0,14.0,0.429,0.484,9.0,11.0,0.818,2.0,23.0,25.0,5.0,3.0,3.0,6.0,13.0,39.0
2013,32.0,GSW,NBA,SF,7.0,0.0,39.0,4.0,9.0,0.444,2.0,3.0,0.667,2.0,6.0,0.333,0.556,3.0,9.0,0.333,2.0,5.0,7.0,1.0,1.0,1.0,0.0,5.0,13.0
2015,34.0,DAL,NBA,SF,4.0,2.0,51.0,5.0,14.0,0.357,3.0,8.0,0.375,2.0,6.0,0.333,0.464,2.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0,9.0,15.0
2016,35.0,CLE,NBA,SF,21.0,2.0,381.0,44.0,84.0,0.524,11.0,28.0,0.393,33.0,56.0,0.589,0.589,15.0,20.0,0.75,16.0,58.0,74.0,14.0,10.0,1.0,13.0,34.0,114.0
2017,36.0,CLE,NBA,SF,14.0,0.0,179.0,16.0,38.0,0.421,5.0,19.0,0.263,11.0,19.0,0.579,0.487,18.0,28.0,0.643,10.0,15.0,25.0,7.0,2.0,3.0,8.0,30.0,55.0
