TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
ALT,82,19730,39.4,87.4,0.45,1.6,5.3,0.3,37.8,82.0,0.46,24.8,32.4,0.76,14.9,28.4,43.4,23.9,7.7,4.8,16.4,25.4,105.2
CHI,82,19830,42.1,87.3,0.48,1.5,4.3,0.34,40.7,83.0,0.49,21.9,28.5,0.77,13.0,29.3,42.2,25.6,7.4,6.2,16.0,23.3,107.6
HOU,82,19780,40.7,87.8,0.46,1.2,4.3,0.28,39.5,83.5,0.47,22.9,29.4,0.78,14.2,28.7,42.9,25.8,8.8,4.5,16.6,23.4,105.5
BOS,82,19805,42.6,92.2,0.46,1.5,5.0,0.31,41.1,87.2,0.47,20.0,26.4,0.76,15.2,28.1,43.3,25.3,8.9,4.2,14.2,23.5,106.8
MIL,82,19780,39.3,83.5,0.47,1.5,5.0,0.29,37.8,78.5,0.48,25.6,33.8,0.76,14.4,30.0,44.4,24.4,8.0,5.6,18.8,24.5,105.6
PHI,82,19880,43.9,89.4,0.49,1.5,5.2,0.29,42.4,84.2,0.5,19.3,25.4,0.76,15.1,27.3,42.4,27.3,10.1,5.5,17.0,24.6,108.5
IND,82,19930,40.7,84.9,0.48,1.3,4.2,0.3,39.5,80.7,0.49,23.9,31.5,0.76,13.6,31.5,45.1,24.6,8.0,5.8,17.3,22.6,106.6
WAB,82,19705,42.8,90.6,0.47,1.3,4.4,0.29,41.6,86.3,0.48,20.1,26.5,0.76,16.2,30.2,46.4,26.1,8.5,6.7,17.5,23.6,107.0
UTA,82,19755,39.4,86.4,0.46,1.7,5.3,0.32,37.7,81.1,0.46,23.2,30.2,0.77,15.4,31.0,46.5,23.7,8.5,5.4,18.6,23.5,103.7
DET,82,19830,40.4,87.5,0.46,1.6,5.0,0.32,38.8,82.5,0.47,23.4,31.2,0.75,13.7,28.0,41.7,24.3,8.0,5.7,15.5,24.8,105.8
CLE,82,19755,42.6,89.2,0.48,1.1,4.1,0.28,41.5,85.1,0.49,20.0,26.5,0.75,15.0,28.7,43.8,24.7,9.7,5.7,16.8,24.9,106.4
LAL,82,19730,42.2,90.2,0.47,1.5,5.2,0.28,40.7,85.0,0.48,20.7,27.1,0.76,15.3,26.0,41.4,26.5,8.6,4.8,16.4,24.0,106.5
NYK,82,19780,43.1,87.9,0.49,1.2,4.4,0.26,41.9,83.5,0.5,23.7,31.2,0.76,16.4,30.1,46.5,26.5,9.4,4.9,17.4,24.0,111.1
DAL,82,19880,43.1,90.1,0.48,1.5,5.2,0.3,41.5,84.9,0.49,21.0,27.5,0.76,15.1,28.7,43.7,27.7,6.9,5.1,16.0,25.7,108.7
SEA,82,19855,41.7,87.0,0.48,1.1,3.8,0.29,40.6,83.2,0.49,25.7,33.5,0.77,14.7,27.0,41.7,24.0,8.7,4.9,15.9,24.1,110.3
SAS,82,19805,44.1,87.1,0.51,1.3,4.5,0.28,42.9,82.6,0.52,21.3,28.2,0.76,13.1,29.3,42.4,28.3,8.3,5.5,16.9,22.0,110.8
NJN,82,19855,40.6,84.6,0.48,1.4,4.3,0.32,39.2,80.2,0.49,27.9,35.8,0.78,13.4,27.9,41.3,23.2,9.7,6.7,16.1,25.2,110.5
PHO,82,19855,42.9,86.9,0.49,1.5,4.7,0.31,41.5,82.3,0.5,23.0,30.5,0.76,14.6,27.9,42.5,26.6,9.5,5.2,16.9,24.1,110.3
SAC,82,19780,43.8,89.4,0.49,1.5,4.7,0.32,42.3,84.7,0.5,23.0,29.9,0.77,13.9,28.2,42.1,25.8,8.5,5.8,14.5,24.8,112.1
GSW,82,19905,42.9,87.0,0.49,1.8,5.5,0.34,41.0,81.6,0.5,23.7,31.6,0.75,14.8,29.4,44.2,25.8,8.2,5.3,16.7,24.3,111.2
POR,82,19805,42.1,86.8,0.48,1.3,4.9,0.28,40.8,82.0,0.5,23.0,29.9,0.77,13.9,26.3,40.2,25.3,8.5,5.5,17.4,25.7,108.6
LAC,82,19780,44.4,85.7,0.52,1.3,3.8,0.34,43.1,82.0,0.53,22.2,29.7,0.75,14.0,31.2,45.3,28.6,9.5,6.3,18.1,23.9,112.3
DEN,82,19780,41.6,83.9,0.5,1.3,4.1,0.31,40.3,79.8,0.5,25.8,33.2,0.78,13.3,31.1,44.4,25.0,6.4,5.2,17.9,24.5,110.2
