TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
DET,82,19805,39.1,87.4,0.45,2.4,7.2,0.33,36.7,80.3,0.46,22.9,30.1,0.76,13.4,29.3,42.6,22.7,7.8,3.9,16.0,26.6,103.5
MIN,82,19855,40.9,84.8,0.48,1.7,5.2,0.33,39.2,79.6,0.49,24.7,32.1,0.77,13.9,30.8,44.8,25.0,7.7,6.5,18.1,23.2,108.2
UTA,82,19830,39.9,87.5,0.46,2.2,7.1,0.31,37.7,80.4,0.47,23.5,30.9,0.76,13.9,27.8,41.7,23.7,9.3,5.7,15.6,24.1,105.4
DAL,82,19855,42.1,89.7,0.47,2.2,7.5,0.3,39.8,82.2,0.48,20.8,27.6,0.75,14.6,30.7,45.3,25.1,8.3,5.0,15.8,23.4,107.2
SAS,82,19730,40.4,87.6,0.46,2.9,7.7,0.37,37.5,79.9,0.47,20.5,26.8,0.77,13.9,27.7,41.6,24.3,9.4,5.1,17.5,23.7,104.2
CLE,82,19880,43.4,90.7,0.48,2.0,6.4,0.31,41.5,84.3,0.49,18.4,24.1,0.76,14.4,31.2,45.6,27.2,8.6,4.8,16.4,24.1,107.2
LAL,82,19855,42.4,91.0,0.47,2.2,6.5,0.34,40.3,84.4,0.48,19.9,26.5,0.75,14.2,28.2,42.3,25.2,8.4,5.3,15.1,24.0,107.0
PHI,82,19805,42.9,89.4,0.48,2.7,7.2,0.37,40.2,82.2,0.49,19.9,25.8,0.77,14.0,29.6,43.6,27.1,8.0,4.8,15.5,24.4,108.4
HOU,82,19805,40.7,87.7,0.46,2.0,6.7,0.29,38.8,81.1,0.48,20.0,27.0,0.74,14.1,29.5,43.5,24.1,9.5,4.7,17.1,21.8,103.4
SEA,82,19905,41.2,84.8,0.49,2.3,6.6,0.34,38.9,78.2,0.5,25.2,32.0,0.79,12.7,27.9,40.6,23.6,8.0,5.1,16.5,22.7,109.8
BOS,82,19705,42.7,91.6,0.47,2.1,6.7,0.32,40.5,84.9,0.48,20.4,26.5,0.77,13.0,28.8,41.7,25.8,9.1,4.4,12.4,22.9,107.9
CHI,82,19830,42.1,85.3,0.49,2.6,7.3,0.35,39.5,78.0,0.51,22.3,29.9,0.75,13.4,28.7,42.1,26.4,8.3,4.8,17.7,21.8,109.0
MIL,82,19830,40.6,84.8,0.48,2.2,7.0,0.32,38.4,77.9,0.49,24.6,31.7,0.77,14.3,29.7,44.0,25.0,8.5,5.5,18.6,23.2,108.1
SAC,82,19755,42.5,89.9,0.47,2.0,6.4,0.32,40.5,83.6,0.48,23.0,29.2,0.79,14.4,31.8,46.2,25.4,8.8,4.9,14.7,21.9,110.0
NYK,82,19830,43.1,91.6,0.47,2.1,6.7,0.32,41.0,84.9,0.48,19.7,25.9,0.76,15.4,28.2,43.5,26.2,8.9,5.2,15.9,23.0,108.0
LAC,82,19805,41.9,88.1,0.48,2.3,7.0,0.32,39.7,81.0,0.49,21.2,27.5,0.77,14.0,28.9,43.0,25.6,10.1,5.2,16.7,23.8,107.4
ALT,82,19730,43.6,88.0,0.5,2.3,6.8,0.34,41.3,81.3,0.51,22.3,28.9,0.77,14.6,28.4,43.0,27.2,8.5,4.9,16.4,24.9,111.9
PHO,82,19855,42.4,91.1,0.46,2.4,6.8,0.36,40.0,84.3,0.47,19.0,26.0,0.73,14.4,28.0,42.5,25.5,8.1,4.7,15.1,25.8,106.2
POR,82,19880,39.5,85.3,0.46,2.7,8.1,0.33,36.9,77.2,0.48,22.6,29.5,0.77,12.5,27.8,40.3,23.9,7.9,5.1,17.6,24.6,104.4
NJN,82,19705,41.7,86.1,0.48,1.7,5.2,0.34,40.0,81.0,0.49,23.4,30.6,0.76,14.0,31.8,45.8,23.0,9.4,5.9,17.4,23.1,108.6
CHO,82,19755,42.6,85.8,0.5,1.6,5.2,0.31,41.0,80.5,0.51,23.1,29.5,0.78,13.2,33.7,46.9,25.6,7.9,4.8,17.0,21.7,109.9
IND,82,19880,43.4,89.9,0.48,2.2,6.7,0.32,41.2,83.2,0.5,22.4,29.8,0.75,14.6,28.6,43.2,24.2,8.9,4.0,14.8,25.1,111.4
WAB,82,19830,42.8,90.1,0.47,1.7,5.8,0.3,41.0,84.4,0.49,22.5,28.9,0.78,14.6,30.5,45.1,23.8,7.8,5.2,14.6,21.7,109.7
MIA,82,19730,41.2,84.4,0.49,1.9,5.6,0.34,39.3,78.9,0.5,24.7,32.7,0.76,13.5,29.7,43.3,25.0,10.4,5.7,17.7,21.5,108.9
DEN,82,19805,41.3,84.3,0.49,1.9,5.9,0.32,39.4,78.4,0.5,22.3,28.9,0.77,11.7,32.7,44.5,23.8,7.0,5.3,17.4,22.0,106.7
GSW,82,19705,43.3,90.7,0.48,3.0,8.4,0.36,40.3,82.3,0.49,23.0,30.3,0.76,17.2,29.8,47.0,26.8,9.4,4.9,16.4,25.5,112.6
ORL,82,19805,45.0,90.3,0.5,2.3,6.5,0.35,42.7,83.8,0.51,22.1,29.1,0.76,13.6,29.9,43.5,27.1,8.5,6.5,14.2,24.0,114.3
