TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
NYK,82,19930,36.0,84.4,0.43,2.9,9.6,0.3,33.0,74.8,0.44,24.8,32.9,0.76,13.1,29.6,42.8,21.1,8.4,4.9,17.3,25.6,99.7
CHI,82,19830,41.1,86.7,0.47,3.2,9.0,0.36,37.8,77.7,0.49,20.7,26.6,0.78,13.6,29.6,43.2,25.1,7.8,4.7,18.0,22.7,106.1
HOU,82,19780,41.8,91.6,0.46,3.1,9.4,0.33,38.7,82.2,0.47,18.4,24.1,0.76,15.0,29.5,44.5,25.3,9.2,4.2,15.8,23.0,105.2
CLE,82,19830,43.0,92.3,0.47,2.9,8.9,0.33,40.1,83.4,0.48,17.0,22.2,0.77,14.2,30.4,44.6,26.9,7.8,4.7,15.4,23.3,106.0
SEA,82,19780,39.7,84.7,0.47,3.4,10.2,0.34,36.3,74.5,0.49,22.1,29.0,0.76,13.6,28.1,41.6,23.2,8.3,5.1,19.2,23.4,104.9
NJN,82,19780,40.8,87.8,0.46,2.5,7.8,0.32,38.3,79.9,0.48,21.0,28.4,0.74,13.9,29.6,43.6,22.6,9.9,5.3,16.5,23.8,105.2
DET,82,19780,43.2,89.9,0.48,3.4,10.0,0.34,39.8,79.9,0.5,19.0,25.9,0.74,14.3,31.8,46.1,26.6,8.1,4.7,15.9,23.5,108.9
BOS,82,19780,41.3,89.2,0.46,2.8,8.3,0.33,38.6,80.9,0.48,22.4,29.0,0.77,14.0,30.4,44.4,25.2,8.1,4.9,15.1,21.4,107.8
SAS,82,19855,41.7,90.9,0.46,3.4,9.5,0.36,38.3,81.5,0.47,20.1,26.0,0.77,13.7,30.3,44.0,24.1,8.3,4.7,14.3,25.3,106.8
UTA,82,19755,41.0,87.7,0.47,3.4,10.5,0.32,37.6,77.2,0.49,21.9,29.5,0.74,14.1,29.1,43.2,24.3,8.2,5.9,16.2,24.8,107.4
ORL,82,19880,41.5,91.0,0.46,3.1,9.5,0.33,38.4,81.5,0.47,21.1,28.9,0.73,14.6,28.5,43.1,26.2,9.0,5.0,14.0,24.8,107.1
MIA,82,20005,41.0,86.1,0.48,3.4,9.9,0.34,37.6,76.2,0.49,23.6,30.6,0.77,13.1,30.7,43.8,24.9,8.3,5.4,16.5,26.0,108.9
POR,82,19905,40.6,86.7,0.47,3.4,9.9,0.34,37.2,76.8,0.48,20.6,27.1,0.76,12.4,30.8,43.2,25.1,7.9,5.5,17.1,25.4,105.2
LAL,82,19830,43.3,89.6,0.48,3.1,9.1,0.34,40.2,80.4,0.5,19.2,25.8,0.75,14.6,30.3,44.9,26.8,8.6,4.8,16.8,23.6,108.9
MIN,82,19855,42.8,87.8,0.49,2.7,7.4,0.36,40.1,80.3,0.5,23.6,31.1,0.76,14.5,30.0,44.5,27.6,9.5,6.4,15.9,24.1,111.8
IND,82,19755,41.3,88.0,0.47,2.7,8.9,0.31,38.6,79.1,0.49,24.8,33.4,0.74,15.1,29.7,44.7,25.2,8.8,4.9,14.9,25.1,110.1
MIL,82,19730,41.8,86.6,0.48,3.4,9.9,0.34,38.4,76.7,0.5,23.1,30.8,0.75,16.1,30.4,46.4,26.4,9.8,5.8,18.7,22.9,110.1
PHO,82,19730,42.7,89.1,0.48,3.0,9.1,0.33,39.6,79.9,0.5,18.3,25.3,0.72,13.6,28.2,41.9,25.7,8.6,6.2,16.2,24.9,106.7
LAC,82,19805,40.5,86.2,0.47,3.4,9.7,0.35,37.1,76.6,0.48,22.7,29.8,0.76,14.4,29.8,44.2,24.1,9.4,5.5,17.7,21.7,107.1
DEN,82,19830,40.3,87.5,0.46,2.7,7.8,0.34,37.6,79.6,0.47,23.0,30.5,0.75,14.1,30.4,44.4,22.9,9.1,6.1,16.3,24.0,106.3
ALT,82,19830,43.5,87.7,0.5,3.5,10.3,0.34,40.0,77.4,0.52,19.7,25.9,0.76,13.4,29.9,43.3,27.2,9.1,4.5,16.9,23.3,110.2
WAB,82,19805,44.1,89.5,0.49,3.0,8.8,0.34,41.2,80.7,0.51,19.6,26.1,0.75,14.1,31.7,45.8,25.6,8.9,5.3,15.9,22.6,110.8
PHI,82,19930,44.8,92.3,0.49,3.4,9.6,0.36,41.4,82.7,0.5,17.3,23.0,0.76,15.4,32.2,47.6,29.4,9.6,6.0,15.8,21.9,110.4
CHO,82,19755,44.1,93.3,0.47,2.8,9.1,0.31,41.2,84.2,0.49,18.8,25.2,0.74,16.4,29.1,45.5,27.6,7.3,5.3,15.1,23.3,109.7
GSW,82,19905,42.0,87.2,0.48,3.3,9.6,0.34,38.8,77.6,0.5,22.8,30.2,0.76,14.2,28.4,42.6,25.4,10.0,5.5,16.4,24.1,110.2
SAC,82,19780,41.2,84.6,0.49,2.6,8.2,0.31,38.6,76.4,0.51,24.7,32.6,0.76,13.7,30.8,44.5,25.0,9.2,6.6,17.6,24.2,109.6
DAL,82,19730,41.6,82.9,0.5,2.9,8.0,0.36,38.7,74.9,0.52,28.7,37.5,0.77,13.0,33.5,46.5,25.0,9.8,6.4,15.6,22.7,114.7
