SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992,9,DET,Joe Dumars,28,5,5,221,32,68,0.47,5,10,0.5,27,58,0.47,0.51,15,19,0.79,5,3,8,16,5,1,7,11,84
1992,9,DET,Isiah Thomas,30,5,5,200,22,65,0.34,4,11,0.36,18,54,0.33,0.37,22,28,0.79,3,23,26,37,5,0,16,18,70
1992,9,DET,Dennis Rodman,30,5,5,156,16,27,0.59,0,2,0.0,16,25,0.64,0.59,4,8,0.5,16,35,51,9,4,2,7,17,36
1992,9,DET,John Salley,27,5,1,149,20,44,0.46,0,1,0.0,20,43,0.46,0.46,23,28,0.82,10,20,30,14,3,14,9,18,63
1992,9,DET,Bill Laimbeer,34,5,4,145,17,46,0.37,2,10,0.2,15,36,0.42,0.39,5,5,1.0,5,28,33,8,4,1,5,18,41
1992,9,DET,Orlando Woolridge,32,5,5,128,23,52,0.44,0,0,,23,52,0.44,0.44,9,16,0.56,5,5,10,3,1,1,6,14,55
1992,9,DET,Mark Aguirre,32,5,0,113,16,48,0.33,1,5,0.2,15,43,0.35,0.34,12,16,0.75,4,5,9,12,2,1,13,9,45
1992,9,DET,Darrell Walker,30,5,0,68,3,9,0.33,0,0,,3,9,0.33,0.33,4,4,1.0,5,7,12,4,1,0,5,7,10
1992,9,DET,Bob McCann,27,1,0,13,3,6,0.5,0,0,,3,6,0.5,0.5,0,0,,1,1,2,0,0,1,2,2,6
1992,9,DET,Brad Sellers,29,2,0,13,2,4,0.5,0,0,,2,4,0.5,0.5,2,2,1.0,0,0,0,2,0,2,0,0,6
1992,9,DET,Lance Blanks,25,1,0,10,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,1,1,3,3,0,1,2,2
1992,9,DET,William Bedford,28,1,0,9,3,6,0.5,0,0,,3,6,0.5,0.5,0,0,,0,2,2,0,1,0,0,1,6
