SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992,2,BOS,Reggie Lewis,26,10,10,408,115,218,0.53,2,6,0.33,113,212,0.53,0.53,48,63,0.76,11,32,43,39,24,8,16,38,280
1992,2,BOS,Kevin Gamble,26,10,10,335,62,131,0.47,0,2,0.0,62,129,0.48,0.47,12,15,0.8,13,29,42,23,12,6,10,26,136
1992,2,BOS,Robert Parish,38,10,10,335,50,101,0.5,0,0,,50,101,0.5,0.5,20,28,0.71,38,59,97,14,7,15,9,22,120
1992,2,BOS,Ed Pinckney,28,10,8,314,35,58,0.6,0,1,0.0,35,57,0.61,0.6,26,31,0.84,36,48,84,7,12,9,13,30,96
1992,2,BOS,John Bagley,31,10,10,308,42,95,0.44,1,4,0.25,41,91,0.45,0.45,26,37,0.7,8,19,27,85,9,1,35,17,111
1992,2,BOS,Kevin McHale,34,10,0,306,65,126,0.52,0,1,0.0,65,125,0.52,0.52,35,44,0.8,21,46,67,13,5,5,9,34,165
1992,2,BOS,Dee Brown,23,6,0,120,22,44,0.5,0,3,0.0,22,41,0.54,0.5,4,6,0.67,3,9,12,31,1,4,7,16,48
1992,2,BOS,Larry Bird,35,4,2,107,21,42,0.5,0,5,0.0,21,37,0.57,0.5,3,4,0.75,2,16,18,21,1,2,6,7,45
1992,2,BOS,Joe Kleine,30,9,0,82,9,22,0.41,0,1,0.0,9,21,0.43,0.41,2,2,1.0,6,16,22,1,0,1,3,11,20
1992,2,BOS,Rick Fox,22,8,0,67,11,23,0.48,3,6,0.5,8,17,0.47,0.54,4,4,1.0,3,3,6,4,2,2,2,11,29
1992,2,BOS,Sherman Douglas,25,6,0,65,9,25,0.36,0,2,0.0,9,23,0.39,0.36,1,2,0.5,1,3,4,10,0,0,4,8,19
1992,2,BOS,Stojko VrankoviA,28,1,0,3,1,1,1.0,0,0,,1,1,1.0,1.0,0,0,,0,0,0,1,0,0,0,0,2
