SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002,9,DET,Ben Wallace,27.0,80,80.0,2921,255,480,0.53,0,3,0.0,255,477,0.54,0.53,99,234,0.42,318,721,1039,115,138,278,70,178,609
2002,9,DET,Clifford Robinson,35.0,80,80.0,2855,454,1069,0.42,115,304,0.38,339,765,0.44,0.48,143,206,0.69,79,307,386,202,89,95,151,243,1166
2002,9,DET,Jerry Stackhouse,27.0,76,76.0,2685,524,1319,0.4,86,300,0.29,438,1019,0.43,0.43,495,577,0.86,77,238,315,403,77,37,266,163,1629
2002,9,DET,Chucky Atkins,27.0,79,62.0,2285,368,790,0.47,138,336,0.41,230,454,0.51,0.55,83,120,0.69,31,127,158,263,72,11,128,177,957
2002,9,DET,Jon Barry,32.0,82,6.0,1985,255,522,0.49,121,258,0.47,134,264,0.51,0.6,108,116,0.93,42,192,234,274,94,20,111,134,739
2002,9,DET,Michael Curry,33.0,82,75.0,1912,125,276,0.45,7,26,0.27,118,250,0.47,0.47,72,91,0.79,15,153,168,127,47,10,60,207,329
2002,9,DET,Corliss Williamson,28.0,78,7.0,1701,411,806,0.51,1,5,0.2,410,801,0.51,0.51,240,298,0.8,117,202,319,94,49,26,137,226,1063
2002,9,DET,Aeljko RebraAa,29.0,74,4.0,1179,189,374,0.5,0,0,,189,374,0.5,0.5,135,175,0.77,84,206,290,38,28,73,84,192,513
2002,9,DET,Damon Jones,25.0,67,0.0,1083,114,284,0.4,69,186,0.37,45,98,0.46,0.52,43,59,0.73,13,90,103,140,23,1,61,83,340
2002,9,DET,Dana Barros,34.0,29,20.0,582,74,192,0.38,24,71,0.34,50,121,0.41,0.45,21,27,0.78,1,56,57,78,14,2,33,37,193
2002,9,DET,Mikki Moore,26.0,30,0.0,217,29,61,0.48,1,2,0.5,28,59,0.48,0.48,20,26,0.77,22,31,53,11,7,9,14,35,79
2002,9,DET,Rodney White,21.0,16,0.0,129,21,60,0.35,2,9,0.22,19,51,0.37,0.37,12,14,0.86,2,16,18,12,9,2,14,6,56
2002,9,DET,Victor Alexander,32.0,15,0.0,97,18,51,0.35,0,2,0.0,18,49,0.37,0.35,4,8,0.5,7,22,29,6,0,1,5,6,40
2002,9,DET,Brian Cardinal,24.0,8,0.0,43,6,13,0.46,3,7,0.43,3,6,0.5,0.58,2,2,1.0,2,4,6,2,1,0,0,5,17
2002,9,DET,Ratko Varda,22.0,1,0.0,6,2,3,0.67,0,0,,2,3,0.67,0.67,1,1,1.0,0,1,1,0,0,0,1,3,5
2002,9,DET,Team Totals,,82,,19680,2845,6300,0.45,567,1509,0.38,2278,4791,0.48,0.5,1478,1954,0.76,810,2366,3176,1765,648,565,1193,1695,7735
