SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1987,25,POR,Clyde Drexler,24,82,3114,20.2,0.55,0.03,0.33,8.3,10.2,9.3,26.2,3.0,1.3,13.5,23.6,6.6,3.7,10.3,0.16,3.5,1.4,4.9,5.4
1987,25,POR,Kiki Vandeweghe,28,79,3029,19.2,0.6,0.05,0.34,3.3,6.0,4.6,11.1,0.8,0.3,7.3,24.8,9.6,1.3,10.8,0.17,3.4,-1.9,1.5,2.7
1987,25,POR,Terry Porter,23,80,2714,16.2,0.57,0.08,0.43,3.0,10.8,6.9,33.6,2.7,0.2,21.8,17.0,4.0,2.8,6.8,0.12,1.4,0.5,1.9,2.7
1987,25,POR,Steve Johnson,29,79,2345,15.1,0.6,0.0,0.55,9.5,17.4,13.5,9.3,1.0,1.8,20.0,23.1,2.1,2.4,4.4,0.09,-1.0,-0.4,-1.4,0.3
1987,25,POR,Jerome Kersey,24,82,2088,16.9,0.56,0.03,0.5,11.0,15.5,13.3,12.5,2.7,2.1,14.3,19.6,3.5,2.9,6.4,0.15,0.6,1.5,2.0,2.1
1987,25,POR,Jim Paxson,29,72,1798,13.8,0.53,0.13,0.3,2.6,6.0,4.3,18.0,1.9,0.4,11.5,20.5,2.1,1.3,3.4,0.09,-0.1,-0.4,-0.5,0.7
1987,25,POR,Caldwell Jones,36,78,1578,8.7,0.57,0.01,0.55,8.3,23.6,16.1,4.8,0.7,2.7,23.8,9.1,0.6,2.0,2.6,0.08,-2.6,0.8,-1.9,0.0
1987,25,POR,Kenny Carr,31,49,1443,12.8,0.56,0.0,0.42,10.4,27.9,19.3,7.4,0.9,0.5,17.9,15.7,1.1,1.8,2.9,0.1,-0.7,-0.5,-1.2,0.3
1987,25,POR,Kevin Duckworth,22,51,753,8.8,0.55,0.0,0.53,9.6,18.7,14.3,4.0,1.0,1.3,20.9,18.5,-0.1,0.8,0.7,0.04,-5.3,-0.9,-6.2,-0.8
1987,25,POR,Michael Holton,25,58,479,9.5,0.49,0.14,0.32,2.2,6.6,4.4,19.7,1.5,0.2,17.4,19.4,0.0,0.3,0.3,0.03,-2.7,-1.2,-3.9,-0.2
1987,25,POR,Sam Bowie,25,5,163,11.8,0.5,0.0,0.46,9.8,12.8,11.3,7.5,0.3,3.4,15.9,22.7,0.0,0.1,0.1,0.03,-2.2,-0.9,-3.0,0.0
1987,25,POR,Fernando MartA­n,24,24,146,-0.9,0.31,0.03,0.36,6.3,15.0,10.7,7.2,2.2,0.4,35.8,15.0,-0.6,0.2,-0.4,-0.14,-9.4,-0.9,-10.3,-0.3
1987,25,POR,Perry Young,23,4,52,2.6,0.24,0.0,0.0,6.6,8.4,7.5,15.9,3.5,1.1,15.0,15.1,-0.1,0.1,-0.1,-0.07,-7.9,1.0,-6.9,-0.1
1987,25,POR,Joe Binion,25,11,51,12.0,0.49,0.0,1.0,18.0,21.4,19.7,2.3,1.8,2.2,17.2,13.4,0.0,0.1,0.1,0.09,-1.1,-0.6,-1.7,0.0
1987,25,POR,Walter Berry,22,7,19,28.9,0.77,0.0,0.12,24.1,17.3,20.6,8.7,4.8,0.0,0.0,17.4,0.1,0.0,0.2,0.4,6.7,3.7,10.4,0.1
1987,25,POR,Chris Engler,27,7,17,29.1,0.59,0.0,0.38,40.4,12.9,26.3,8.6,2.7,3.3,17.7,26.2,0.1,0.0,0.1,0.24,7.1,-2.1,5.0,0.0
1987,25,POR,Ron Rowan,24,7,16,22.2,0.56,0.11,0.44,7.2,0.0,3.5,9.3,11.4,0.0,21.8,33.8,0.0,0.0,0.0,0.08,1.3,7.2,8.5,0.0
