Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1982,2,323,BOS,Boston Celtics,22.0,NBA,SG,51.0,1.0,339.0,7.7,17.0,0.45,0.0,0.1,0.0,7.7,16.9,0.46,5.9,8.7,0.68,1.7,3.6,5.3,3.1,2.0,0.8,5.2,8.5,21.2,,93.0,105.0
1983,2,323,BOS,Boston Celtics,23.0,NBA,SG,51.0,5.0,532.0,6.0,15.3,0.39,0.0,0.3,0.0,6.0,15.0,0.4,4.0,7.8,0.51,2.6,4.2,6.8,2.4,2.8,2.3,3.6,7.3,16.0,,86.0,100.0
1984,21,323,SEA,Seattle Supersonics,24.0,NBA,SG,8.0,0.0,39.0,3.7,8.6,0.43,0.0,0.0,,3.7,8.6,0.43,6.2,8.6,0.71,0.0,3.7,3.7,6.2,0.0,1.2,9.9,7.4,13.6,,70.0,112.0
