Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1985,21.0,348,SEA,Seattle Supersonics,25.0,NBA,C,78.0,1115.0,10.5,0.53,0.01,0.42,7.9,19.1,13.5,12.9,1.5,0.8,21.7,17.3,,-0.3,1.3,1.0,0.04,,-3.5,0.3,-3.2,-0.3
1986,21.0,348,SEA,Seattle Supersonics,26.0,NBA,C,40.0,311.0,7.1,0.56,0.0,0.47,5.9,14.8,10.3,9.1,1.7,1.4,24.8,12.5,,0.0,0.4,0.4,0.06,,-5.8,1.9,-4.0,-0.2
1987,31.0,348,TOT,Total After Trade,27.0,NBA,"C,PF",44.0,487.0,10.2,0.57,0.03,0.56,11.6,14.8,13.2,4.3,1.9,0.7,17.1,15.5,,0.5,0.6,1.1,0.11,,-4.5,0.0,-4.5,-0.3
1987,14.0,348,LAL,Los Angeles Lakers,27.0,NBA,PF,37.0,404.0,10.2,0.61,0.0,0.63,11.8,14.7,13.4,3.6,1.6,0.6,17.2,14.6,,0.6,0.5,1.1,0.13,,-4.3,0.0,-4.3,-0.2
1987,27.0,348,SAS,San Antonio Spurs,27.0,NBA,C,7.0,83.0,10.2,0.43,0.13,0.37,10.2,15.2,12.6,7.8,3.4,1.4,16.7,20.2,,-0.1,0.1,0.0,0.01,,-5.6,0.1,-5.4,-0.1
1988,27.0,348,SAS,San Antonio Spurs,28.0,NBA,C,70.0,2227.0,16.0,0.58,0.01,0.43,8.0,15.5,11.7,16.0,1.5,0.9,17.8,20.7,,3.0,1.1,4.1,0.09,,0.3,-0.9,-0.6,0.8
1989,27.0,348,SAS,San Antonio Spurs,29.0,NBA,C,64.0,1822.0,15.0,0.56,0.0,0.43,8.5,16.3,12.2,10.4,2.6,1.1,17.5,20.1,,1.4,2.2,3.6,0.09,,-0.9,0.4,-0.5,0.7
1990,27.0,348,SAS,San Antonio Spurs,30.0,NBA,C,78.0,1438.0,13.3,0.58,0.0,0.36,7.2,18.1,12.8,10.3,2.2,1.6,17.2,15.6,,1.3,2.5,3.8,0.13,,-1.7,1.9,0.2,0.8
1991,17.0,348,MIL,Milwaukee Bucks,31.0,NBA,PF,75.0,1912.0,16.4,0.58,0.0,0.35,7.9,18.9,13.3,10.6,2.2,1.4,16.4,21.9,,2.2,2.6,4.7,0.12,,-0.3,0.4,0.1,1.0
1992,17.0,348,MIL,Milwaukee Bucks,32.0,NBA,SF,65.0,1556.0,15.5,0.56,0.01,0.28,6.9,18.9,12.6,12.3,1.9,0.9,14.6,20.7,,2.0,1.4,3.4,0.1,,-0.6,0.0,-0.6,0.5
1993,17.0,348,MIL,Milwaukee Bucks,33.0,NBA,C,66.0,2075.0,17.0,0.58,0.03,0.32,6.6,16.0,11.3,15.5,1.9,1.4,17.5,23.9,,1.9,1.8,3.7,0.08,,0.3,-0.3,0.0,1.1
1994,31.0,348,TOT,Total After Trade,34.0,NBA,C,71.0,2094.0,14.3,0.54,0.03,0.34,4.5,17.9,11.0,17.2,1.9,0.8,17.3,21.5,,1.0,1.7,2.7,0.06,,-1.3,-0.1,-1.5,0.3
1994,17.0,348,MIL,Milwaukee Bucks,34.0,NBA,C,43.0,1441.0,14.7,0.54,0.04,0.37,4.0,19.1,11.1,19.1,1.8,0.7,17.1,21.9,,0.8,1.1,1.9,0.06,,-1.1,-0.2,-1.3,0.2
1994,,348,CHH,None,34.0,NBA,C,28.0,653.0,13.4,0.54,0.01,0.27,5.6,15.3,10.6,13.0,2.1,1.0,17.7,20.7,,0.2,0.6,0.7,0.06,,-1.8,0.0,-1.8,0.0
1996,21.0,348,SEA,Seattle Supersonics,36.0,NBA,C,63.0,986.0,8.6,0.58,0.31,0.34,3.3,14.3,9.0,9.1,1.3,0.6,21.2,16.7,,0.1,1.4,1.6,0.08,,-4.1,0.3,-3.8,-0.4
1997,2.0,348,BOS,Boston Celtics,37.0,NBA,PF,17.0,255.0,6.9,0.51,0.27,0.19,2.5,13.7,7.7,9.1,1.0,1.2,19.4,16.5,,-0.2,0.1,-0.1,-0.02,,-4.8,-0.8,-5.6,-0.2
