NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
43,Corie Blount,PF,6-9,240,1969-01-04,US,3,Cincinnati
8,Kobe Bryant,SF,6-6,212,1978-08-23,US,R,
41,Elden Campbell,PF,6-11,215,1968-07-23,US,6,Clemson
23,Cedric Ceballos,SF,6-6,190,1969-08-02,US,6,Cal State Fullerton
2,Derek Fisher,PG,6-1,200,1974-08-09,US,R,Little Rock
5,Robert Horry,SF,6-10,240,1970-08-25,US,4,Alabama
6,Eddie Jones,SG,6-6,190,1971-10-20,US,2,Temple
12,Jerome Kersey,SF,6-7,215,1962-06-26,US,12,Longwood University
35,Joe Kleine,C,6-11,255,1962-01-04,US,11,"Notre Dame, Arkansas"
40,Travis Knight,C,7-0,235,1974-09-13,US,R,UConn
7,Larry Krystkowiak,PF,6-9,220,1964-09-23,US,9,Montana
24,George McCloud,SF,6-6,205,1967-05-27,US,6,Florida State
34,Shaquille O'Neal,C,7-1,325,1972-03-06,US,4,LSU
20,Rumeal Robinson,PG,6-2,195,1966-11-13,JM,5,Michigan
45,Sean Rooks,C,6-10,250,1969-09-09,US,4,Arizona
4,Byron Scott,SG,6-3,195,1961-03-28,US,13,Arizona State
9,Nick Van Exel,PG,6-1,170,1971-11-27,US,3,"Trinity Valley CC, Cincinnati"
