Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2006,2,1103,BOS,Boston Celtics,20.0,NBA,SG,32.0,374.0,13.1,0.54,0.14,0.27,3.3,9.9,6.7,8.5,1.8,0.8,12.5,21.7,,0.2,0.3,0.5,0.06,,-2.3,-1.2,-3.5,-0.1
2007,2,1103,BOS,Boston Celtics,21.0,NBA,SF,81.0,1780.0,12.0,0.52,0.35,0.22,4.5,9.6,7.0,8.5,1.2,1.0,12.9,23.7,,0.4,1.2,1.6,0.04,,-0.7,-1.7,-2.5,-0.2
2008,31,1103,TOT,Total After Trade,22.0,NBA,SF,30.0,362.0,8.7,0.45,0.26,0.27,4.1,16.9,10.2,12.5,1.2,0.9,15.9,25.1,,-0.5,0.2,-0.4,-0.05,,-3.2,-1.2,-4.3,-0.2
2008,18,1103,MIN,Minnesota Timberwolves,22.0,NBA,SF,29.0,358.0,7.9,0.44,0.26,0.28,3.5,17.0,10.0,12.6,1.2,0.9,16.2,24.9,,-0.6,0.2,-0.4,-0.06,,-3.6,-1.3,-4.8,-0.3
2008,11,1103,HOU,Houston Rockets,22.0,NBA,SF,1.0,4.0,76.3,1.0,0.0,0.0,57.3,0.0,28.2,0.0,0.0,0.0,0.0,34.3,,0.1,0.0,0.1,0.83,,32.7,8.2,40.9,0.0
2009,7,1103,DAL,Dallas Mavericks,23.0,NBA,SG,38.0,376.0,11.4,0.51,0.26,0.18,4.3,12.1,8.2,6.9,1.4,1.0,14.5,27.7,,-0.3,0.3,0.0,-0.0,,-3.2,-1.6,-4.7,-0.3
2012,3,1103,NJN,New Jersey Nets,26.0,NBA,SF,31.0,781.0,15.8,0.57,0.34,0.2,2.2,14.2,8.0,8.5,1.9,1.7,13.6,23.6,,0.8,0.4,1.2,0.07,,0.7,-0.5,0.2,0.4
2013,12,1103,IND,Indiana Pacers,27.0,NBA,SF,60.0,1080.0,9.9,0.46,0.44,0.15,3.3,11.1,7.3,7.9,0.9,1.6,10.5,21.3,,-0.3,1.5,1.3,0.06,,-1.6,-0.3,-1.9,0.0
2014,24,1103,PHO,Phoenix Suns,28.0,NBA,SG,82.0,2330.0,16.5,0.58,0.51,0.23,2.3,10.9,6.6,8.6,1.5,1.4,11.6,23.6,,4.2,1.9,6.1,0.13,,2.0,-0.6,1.4,2.0
2015,24,1103,PHO,Phoenix Suns,29.0,NBA,SG,74.0,1446.0,15.4,0.53,0.5,0.15,2.5,11.7,7.0,10.9,1.4,0.6,11.1,28.4,,1.0,1.0,1.9,0.06,,1.2,-1.5,-0.3,0.6
2016,16,1103,MIA,Miami Heat,30.0,NBA,SG,69.0,1557.0,10.1,0.49,0.44,0.16,1.9,9.7,5.9,5.6,1.3,0.9,6.8,19.8,,0.3,1.4,1.7,0.05,,-2.1,-0.9,-3.1,-0.4
2017,2,1103,BOS,Boston Celtics,31.0,NBA,SF,47.0,538.0,11.9,0.52,0.48,0.18,3.3,13.9,8.7,9.8,0.8,1.1,9.1,22.7,,0.1,0.4,0.6,0.05,,-1.0,-2.0,-3.0,-0.1
2018,11,1103,HOU,Houston Rockets,32.0,NBA,SG,41.0,929.0,14.1,0.57,0.72,0.14,1.8,14.2,8.1,4.3,1.3,1.4,6.6,22.4,,1.0,1.0,2.1,0.11,,1.0,-0.8,0.3,0.5
2019,11,1103,HOU,Houston Rockets,33.0,NBA,SG,73.0,1473.0,11.4,0.56,0.76,0.12,2.2,11.7,6.8,4.1,1.1,1.6,8.3,19.5,,0.9,1.0,1.9,0.06,,-0.2,-1.5,-1.7,0.1
