Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,22.0,LAC,NBA,PF,26.0,18.0,950.0,6.7,13.6,0.494,0.0,0.2,0.2,6.7,13.4,0.499,3.0,3.9,0.767,2.7,3.8,6.5,3.1,1.7,0.9,3.5,3.4,16.4
1990,23.0,LAC,NBA,PF,71.0,42.0,2269.0,7.0,13.1,0.533,0.0,0.1,0.0,7.0,13.0,0.536,4.3,5.9,0.741,2.3,4.4,6.7,3.0,1.4,0.6,3.0,4.1,18.3
1991,24.0,LAC,NBA,PF,73.0,47.0,2197.0,7.7,14.8,0.519,0.0,0.0,0.0,7.7,14.8,0.521,3.6,5.0,0.716,2.8,4.2,7.0,3.2,1.9,1.0,3.1,4.6,19.0
1992,25.0,LAC,NBA,PF,82.0,82.0,2904.0,8.1,14.9,0.542,0.0,0.1,0.0,8.1,14.8,0.544,3.5,4.8,0.725,2.8,4.2,7.0,3.5,1.7,1.5,2.6,3.6,19.6
1993,26.0,LAC,NBA,PF,79.0,77.0,2761.0,9.2,18.0,0.509,0.1,0.4,0.267,9.0,17.6,0.514,5.1,6.3,0.802,2.6,4.2,6.8,2.7,1.4,1.3,3.0,4.2,23.5
1994,27.0,TOT,NBA,PF,68.0,66.0,2520.0,8.4,17.2,0.488,0.0,0.2,0.176,8.3,16.9,0.492,3.3,4.9,0.669,1.9,4.8,6.6,3.7,1.4,1.2,3.3,3.7,20.0
1994,27.0,LAC,NBA,PF,42.0,41.0,1595.0,9.2,18.7,0.493,0.0,0.3,0.143,9.2,18.4,0.499,3.9,5.8,0.674,1.9,4.8,6.7,4.0,1.2,1.3,3.3,3.8,22.4
1994,27.0,ATL,NBA,PF,26.0,25.0,925.0,6.9,14.5,0.476,0.0,0.1,0.333,6.8,14.4,0.477,2.1,3.2,0.651,1.9,4.7,6.6,3.3,1.8,1.0,3.3,3.6,15.9
1995,28.0,PHO,NBA,PF,46.0,19.0,1510.0,8.1,14.8,0.547,0.1,0.5,0.286,8.0,14.3,0.556,3.2,4.8,0.673,2.3,4.3,6.6,3.7,1.0,1.4,2.9,4.2,19.6
1996,29.0,PHO,NBA,PF,33.0,4.0,816.0,7.9,17.1,0.459,0.1,0.6,0.214,7.7,16.5,0.468,3.6,4.8,0.752,1.3,5.0,6.3,2.9,1.7,1.1,3.4,5.3,19.5
1997,30.0,PHO,NBA,PF,77.0,17.0,2134.0,7.2,13.4,0.536,0.1,0.6,0.194,7.1,12.8,0.552,3.1,4.2,0.721,2.3,5.6,7.9,2.9,1.4,1.2,2.7,4.5,17.5
1998,31.0,PHO,NBA,PF,70.0,11.0,1794.0,7.8,15.2,0.516,0.0,0.1,0.0,7.8,15.0,0.521,3.4,4.5,0.739,2.2,5.7,7.9,2.8,1.4,0.9,2.0,4.0,19.0
1999,32.0,PHO,NBA,PF,50.0,5.0,1184.0,5.7,11.7,0.484,0.0,0.3,0.111,5.7,11.5,0.493,2.4,3.4,0.696,1.9,4.8,6.7,3.4,1.1,1.2,2.1,3.9,13.8
2001,34.0,UTA,NBA,PF,82.0,0.0,1305.0,6.8,13.8,0.494,0.2,0.8,0.25,6.6,13.0,0.508,2.8,3.9,0.729,1.8,4.1,5.9,2.5,1.3,0.8,2.6,6.0,16.6
2002,35.0,DAL,NBA,PF,41.0,10.0,552.0,4.6,9.7,0.477,0.1,0.5,0.143,4.6,9.3,0.493,1.4,2.2,0.667,1.6,5.4,7.0,2.0,1.4,1.4,1.6,5.2,10.8
2003,36.0,DET,NBA,PF,13.0,0.0,89.0,5.3,12.9,0.406,1.2,3.2,0.375,4.0,9.7,0.417,2.0,2.4,0.833,2.8,4.4,7.3,2.8,3.6,1.2,2.8,4.4,13.8
