PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Richard Hamilton,25,23,23,924,10.9,24.4,0.447,0.9,2.4,0.385,10.0,22.1,0.45399999999999996,7.1,8.3,0.848,1.9,4.5,6.4,5.9,1.6,0.1,4.3,4.3,29.8,,105,96
Ben Wallace,29,23,23,924,5.6,12.4,0.45399999999999996,0.0,0.2,0.0,5.6,12.2,0.46,3.0,7.1,0.42700000000000005,5.7,14.1,19.8,2.7,2.7,3.4,2.2,3.5,14.2,,99,84
Chauncey Billups,27,23,23,881,7.0,18.1,0.385,2.3,6.8,0.34600000000000003,4.6,11.3,0.408,7.7,8.6,0.89,0.9,3.5,4.4,8.6,2.0,0.1,3.8,3.6,23.9,,111,96
Rasheed Wallace,29,23,23,803,8.2,19.9,0.413,1.2,4.9,0.243,7.0,15.0,0.46799999999999997,3.2,4.2,0.767,3.3,9.2,12.4,2.6,0.9,3.1,3.0,5.4,20.8,,97,91
Tayshaun Prince,23,23,23,795,6.1,14.9,0.41,0.9,3.4,0.265,5.2,11.4,0.45399999999999996,2.9,3.9,0.745,2.9,6.7,9.6,3.7,1.8,2.2,1.3,4.3,16.0,,108,92
Corliss Williamson,30,22,0,327,7.5,20.6,0.364,0.0,0.2,0.0,7.5,20.5,0.36700000000000005,6.5,8.0,0.809,3.4,4.9,8.4,2.6,1.0,0.5,4.1,10.1,21.5,,90,96
Lindsey Hunter,33,23,0,273,3.9,13.3,0.292,1.4,6.1,0.233,2.5,7.1,0.34299999999999997,2.2,2.5,0.917,1.0,5.7,6.7,4.3,3.7,0.8,2.7,8.6,11.4,,85,90
Mehmet Okur,24,22,0,252,6.9,14.6,0.47,0.4,1.1,0.4,6.4,13.5,0.475,4.0,5.8,0.6920000000000001,3.5,10.0,13.5,1.8,1.1,2.0,3.3,4.4,18.1,,100,91
Mike James,28,22,0,195,6.0,15.2,0.396,1.7,4.0,0.429,4.3,11.1,0.385,2.6,4.6,0.563,2.0,5.4,7.4,6.9,1.4,0.0,4.3,6.6,16.3,,92,96
Elden Campbell,35,14,0,124,4.5,15.7,0.28600000000000003,0.0,0.0,,4.5,15.7,0.28600000000000003,4.5,8.1,0.556,4.5,6.7,11.2,4.5,2.7,4.0,4.0,12.6,13.5,,78,88
Darvin Ham,30,22,0,108,4.1,8.3,0.5,0.0,0.5,0.0,4.1,7.7,0.5329999999999999,0.0,0.0,,4.1,3.1,7.2,0.5,1.5,2.1,4.1,9.8,8.3,,78,95
Darko Miličić,18,8,0,14,0.0,15.9,0.0,0.0,0.0,,0.0,15.9,0.0,4.0,15.9,0.25,4.0,8.0,11.9,4.0,4.0,0.0,11.9,4.0,4.0,,24,89
