PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Kemba Walker,25,7,7,260,11.4,31.0,0.366,2.8,8.7,0.326,8.5,22.3,0.382,6.7,7.1,0.943,0.6,3.7,4.3,5.7,1.8,0.8,2.4,2.0,32.3,,97.0,110
Courtney Lee,30,7,7,257,4.3,10.5,0.41200000000000003,0.8,1.8,0.444,3.5,8.6,0.405,2.9,3.1,0.9329999999999999,1.0,3.1,4.1,1.8,1.2,0.6,1.0,3.9,12.3,,105.0,112
Marvin Williams,29,7,7,228,3.2,11.8,0.275,1.4,3.9,0.353,1.9,7.9,0.235,0.5,0.9,0.5,1.6,9.5,11.1,1.4,1.4,0.7,0.5,2.5,8.3,,79.0,108
Frank Kaminsky,22,7,5,190,3.9,12.8,0.304,1.4,4.7,0.294,2.5,8.1,0.31,4.7,5.8,0.81,0.8,7.5,8.3,2.2,1.7,1.4,0.6,4.2,13.9,,98.0,107
Jeremy Lin,27,7,0,189,7.3,17.6,0.413,0.8,3.9,0.214,6.4,13.7,0.469,8.9,10.9,0.821,0.8,3.6,4.5,5.0,1.4,0.0,3.1,5.9,24.3,,105.0,112
Al Jefferson,31,7,5,168,13.2,26.1,0.506,0.0,0.0,,13.2,26.1,0.506,2.8,4.1,0.6920000000000001,4.4,9.1,13.5,2.5,1.3,0.9,1.9,3.8,29.2,,106.0,108
Nicolas Batum,27,5,2,144,6.2,16.5,0.37799999999999995,2.2,8.1,0.273,4.0,8.4,0.478,6.2,7.3,0.85,0.7,5.9,6.6,3.7,0.7,0.0,2.9,2.2,20.9,,100.0,112
Cody Zeller,23,7,2,137,8.1,14.6,0.5529999999999999,0.0,0.0,,8.1,14.6,0.5529999999999999,6.5,8.1,0.81,3.5,10.8,14.2,0.8,0.4,1.2,2.7,7.7,22.7,,116.0,108
Spencer Hawes,27,5,0,53,6.0,12.9,0.462,1.0,4.0,0.25,5.0,9.0,0.556,5.0,6.0,0.833,3.0,12.9,15.9,3.0,1.0,2.0,4.0,5.0,17.9,,102.0,105
Troy Daniels,24,4,0,18,2.9,23.4,0.125,0.0,8.8,0.0,2.9,14.7,0.2,0.0,0.0,,0.0,5.9,5.9,0.0,0.0,0.0,0.0,5.9,5.9,,27.0,113
Jorge Gutiérrez,27,3,0,12,0.0,13.2,0.0,0.0,0.0,,0.0,13.2,0.0,0.0,0.0,,0.0,8.8,8.8,8.8,0.0,0.0,4.4,0.0,0.0,,23.0,112
Jeremy Lamb,23,3,0,12,22.0,39.6,0.556,4.4,4.4,1.0,17.6,35.2,0.5,0.0,0.0,,4.4,13.2,17.6,4.4,0.0,0.0,0.0,0.0,48.4,,121.0,109
Aaron Harrison,21,2,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,7.5,7.5,0.0,0.0,0.0,0.0,7.5,0.0,,,112
Tyler Hansbrough,30,2,0,6,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,117
