PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Wesley Matthews,29,5,5,173,6.0,18.1,0.33299999999999996,3.0,10.6,0.28600000000000003,3.0,7.6,0.4,4.5,5.7,0.789,1.2,4.2,5.4,1.8,1.8,0.0,1.2,4.2,19.6,,99,123
Raymond Felton,31,5,4,172,9.7,21.0,0.46399999999999997,1.2,4.3,0.28600000000000003,8.5,16.7,0.509,2.1,3.3,0.636,0.6,6.4,7.0,7.0,1.8,0.0,3.6,4.3,22.8,,97,121
Dirk Nowitzki,37,5,5,170,12.6,25.5,0.494,1.2,3.4,0.364,11.4,22.1,0.514,4.9,5.2,0.941,0.9,6.5,7.4,2.5,0.6,0.9,2.2,2.8,31.4,,109,123
Devin Harris,32,5,0,121,6.5,13.0,0.5,1.7,5.6,0.308,4.8,7.3,0.647,2.2,4.3,0.5,0.4,5.6,6.0,3.5,1.3,0.0,1.3,6.9,16.8,,111,123
Zaza Pachulia,31,5,4,112,4.2,11.2,0.375,0.0,0.0,,4.2,11.2,0.375,7.0,7.9,0.882,4.7,7.9,12.6,7.5,1.4,0.5,0.9,6.1,15.4,,128,120
J.J. Barea,31,4,2,100,5.7,17.8,0.324,0.5,4.2,0.125,5.2,13.6,0.385,1.0,1.0,1.0,0.0,3.1,3.1,10.5,0.0,0.0,5.7,4.2,13.1,,73,128
Justin Anderson,22,5,1,95,9.4,20.4,0.45899999999999996,2.2,7.2,0.308,7.2,13.2,0.542,5.0,7.7,0.643,5.0,6.1,11.0,3.9,2.2,1.7,2.8,6.6,25.9,,110,119
Salah Mejri,29,4,1,76,4.8,6.9,0.7,0.0,0.0,,4.8,6.9,0.7,3.4,8.3,0.41700000000000004,3.4,5.5,8.9,0.7,2.1,3.4,0.0,7.6,13.1,,135,118
Dwight Powell,24,4,0,64,7.3,15.5,0.474,0.0,0.8,0.0,7.3,14.7,0.5,4.9,9.0,0.545,7.3,6.5,13.9,3.3,0.8,0.0,0.8,4.1,19.6,,117,123
Deron Williams,31,3,3,49,6.4,19.2,0.33299999999999996,3.2,7.5,0.429,3.2,11.7,0.273,0.0,0.0,,0.0,2.1,2.1,8.5,1.1,0.0,7.5,6.4,16.0,,71,126
David Lee,32,2,0,33,9.5,12.7,0.75,0.0,0.0,,9.5,12.7,0.75,0.0,0.0,,1.6,7.9,9.5,1.6,0.0,0.0,0.0,11.1,19.0,,152,124
Charlie Villanueva,31,4,0,20,7.8,31.4,0.25,2.6,13.1,0.2,5.2,18.3,0.28600000000000003,5.2,5.2,1.0,0.0,5.2,5.2,2.6,0.0,0.0,2.6,5.2,23.5,,72,126
JaVale McGee,28,2,0,14,3.7,7.5,0.5,0.0,0.0,,3.7,7.5,0.5,7.5,22.4,0.33299999999999996,7.5,3.7,11.2,0.0,3.7,0.0,11.2,11.2,14.9,,64,119
