Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1999,26,3153,SAC,Sacramento Kings,Jason Williams,1975-11-18,23.0,NBA,PG,50.0,50.0,1805.0,6.4,17.1,0.37,2.8,8.9,0.31,3.6,8.1,0.45,2.2,2.9,0.75,0.4,3.9,4.2,8.3,2.6,0.0,4.0,2.5,17.8,97.0,105.0
2000,26,3153,SAC,Sacramento Kings,Jason Williams,1975-11-18,24.0,NBA,PG,81.0,81.0,2760.0,6.4,17.0,0.37,2.5,8.8,0.29,3.8,8.2,0.47,2.2,3.0,0.75,0.4,3.6,4.0,10.3,2.0,0.1,5.2,2.5,17.5,93.0,105.0
2001,26,3153,SAC,Sacramento Kings,Jason Williams,1975-11-18,25.0,NBA,PG,77.0,77.0,2290.0,6.2,15.3,0.41,2.2,6.9,0.32,4.1,8.4,0.48,1.3,1.7,0.79,0.4,3.7,4.1,9.2,2.1,0.2,3.6,2.5,16.0,100.0,103.0
2002,15,3153,MEM,Memphis Grizzlies,Jason Williams,1975-11-18,26.0,NBA,PG,65.0,65.0,2236.0,8.9,23.2,0.38,3.0,10.1,0.3,5.9,13.1,0.45,1.9,2.4,0.79,0.5,4.1,4.6,12.2,2.6,0.2,5.0,2.4,22.6,95.0,107.0
2003,15,3153,MEM,Memphis Grizzlies,Jason Williams,1975-11-18,27.0,NBA,PG,76.0,76.0,2407.0,7.2,18.5,0.39,3.1,8.7,0.35,4.1,9.8,0.42,2.4,2.8,0.84,0.5,4.0,4.6,13.6,2.0,0.2,3.6,2.8,19.8,108.0,110.0
2004,15,3153,MEM,Memphis Grizzlies,Jason Williams,1975-11-18,28.0,NBA,PG,72.0,68.0,2115.0,7.2,17.7,0.41,3.0,9.0,0.33,4.2,8.7,0.49,2.0,2.4,0.84,0.6,3.0,3.7,12.2,2.3,0.1,3.4,2.4,19.4,109.0,106.0
2005,15,3153,MEM,Memphis Grizzlies,Jason Williams,1975-11-18,29.0,NBA,PG,71.0,68.0,1952.0,7.4,17.9,0.41,3.0,9.2,0.32,4.4,8.7,0.51,2.2,2.8,0.79,0.5,2.9,3.4,11.1,2.1,0.1,3.6,2.5,20.0,107.0,107.0
2006,16,3153,MIA,Miami Heat,Jason Williams,1975-11-18,30.0,NBA,PG,59.0,56.0,1874.0,7.5,16.9,0.44,3.0,8.1,0.37,4.5,8.9,0.51,2.4,2.7,0.87,0.2,3.7,3.9,8.0,1.5,0.1,2.8,2.8,20.4,113.0,108.0
2007,16,3153,MIA,Miami Heat,Jason Williams,1975-11-18,31.0,NBA,PG,61.0,55.0,1865.0,6.7,16.3,0.41,2.9,8.4,0.34,3.9,7.8,0.49,2.7,2.9,0.91,0.5,3.5,4.0,9.2,1.7,0.0,2.9,1.9,19.0,111.0,109.0
2008,16,3153,MIA,Miami Heat,Jason Williams,1975-11-18,32.0,NBA,PG,67.0,53.0,1886.0,6.0,15.5,0.38,2.7,7.8,0.35,3.2,7.8,0.42,1.9,2.3,0.86,0.3,3.3,3.7,8.7,2.3,0.1,2.6,2.6,16.6,104.0,111.0
2010,22,3153,ORL,Orlando Magic,Jason Williams,1975-11-18,34.0,NBA,PG,82.0,18.0,1703.0,5.8,13.0,0.44,2.6,6.8,0.38,3.2,6.3,0.51,0.9,1.3,0.76,0.2,3.6,3.9,9.1,1.6,0.1,2.7,2.0,15.1,115.0,106.0
2011,31,3153,TOT,Total After Trade,Jason Williams,1975-11-18,35.0,NBA,PG,27.0,0.0,295.0,3.9,11.9,0.33,1.8,6.8,0.26,2.1,5.2,0.41,0.0,0.0,,0.5,4.8,5.3,9.2,2.0,0.2,3.2,1.4,9.6,91.0,105.0
2011,22,3153,ORL,Orlando Magic,Jason Williams,1975-11-18,35.0,NBA,PG,16.0,0.0,171.0,4.0,11.7,0.34,2.2,7.1,0.3,1.8,4.6,0.4,0.0,0.0,,0.9,5.8,6.8,7.4,2.5,0.0,3.4,1.8,10.2,92.0,102.0
2011,15,3153,MEM,Memphis Grizzlies,Jason Williams,1975-11-18,35.0,NBA,PG,11.0,0.0,124.0,3.8,12.2,0.31,1.3,6.3,0.2,2.5,5.9,0.43,0.0,0.0,,0.0,3.4,3.4,11.8,1.3,0.4,2.9,0.8,8.8,91.0,110.0
