SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2005,6,CLE,LeBron James,20,80,80,3388,12.6,26.6,0.47,1.7,4.9,0.35,10.8,21.7,0.5,7.5,10.0,0.75,1.8,7.5,9.3,9.1,2.8,0.8,4.1,2.3,34.3,,114,103
2005,6,CLE,Jeff McInnis,30,76,69,2651,7.6,18.5,0.41,1.8,5.3,0.34,5.8,13.1,0.44,2.6,3.2,0.81,0.6,2.5,3.2,7.9,1.1,0.0,2.4,3.6,19.7,,108,111
2005,6,CLE,Zydrunas Ilgauskas,29,78,78,2615,9.4,20.0,0.47,0.0,0.1,0.29,9.3,19.9,0.47,8.2,10.3,0.8,6.1,7.6,13.7,2.0,1.1,3.4,3.9,6.4,27.0,,110,104
2005,6,CLE,Drew Gooden,23,82,80,2523,9.8,20.0,0.49,0.1,0.6,0.18,9.7,19.4,0.5,5.3,6.6,0.81,4.4,11.6,16.0,2.8,1.6,1.6,2.8,4.9,25.1,,112,102
2005,6,CLE,Eric Snow,31,81,15,1844,3.6,9.5,0.38,0.4,1.3,0.29,3.2,8.2,0.4,1.7,2.3,0.74,1.1,3.4,4.5,9.2,1.9,0.5,2.6,5.5,9.3,,101,108
2005,6,CLE,Ira Newble,30,74,69,1832,5.3,12.4,0.43,0.6,1.5,0.36,4.8,10.8,0.44,1.6,2.0,0.8,2.3,4.1,6.4,2.7,1.5,0.5,1.8,4.2,12.8,,102,109
2005,6,CLE,Robert Traylor,27,74,6,1327,7.1,16.1,0.44,0.0,0.3,0.0,7.1,15.8,0.45,2.2,4.1,0.54,5.5,7.9,13.4,2.5,2.2,2.0,2.9,8.7,16.5,,97,103
2005,6,CLE,Lucious Harris,34,73,4,1128,5.6,14.2,0.4,1.0,3.1,0.32,4.6,11.1,0.42,2.7,3.3,0.81,1.8,3.9,5.7,2.3,1.3,0.3,1.4,3.2,14.8,,104,110
2005,6,CLE,Anderson Varejao,22,54,0,863,6.1,12.0,0.51,0.0,0.1,0.0,6.1,11.8,0.52,4.2,7.9,0.54,6.8,9.2,15.9,1.7,2.5,2.4,1.6,7.6,16.5,,117,101
2005,6,CLE,Sasha Pavlovic,21,65,9,862,7.4,17.1,0.44,1.9,4.8,0.38,5.6,12.3,0.46,2.7,4.0,0.69,0.9,3.5,4.4,3.0,1.8,0.2,2.9,7.5,19.5,,100,109
2005,6,CLE,DeSagana Diop,23,39,0,306,3.5,12.1,0.29,0.0,0.3,0.0,3.5,11.7,0.3,0.0,0.9,0.0,5.2,7.0,12.2,2.6,1.4,4.7,2.1,9.3,7.0,,77,103
2005,6,CLE,Jiri Welsch,25,16,0,192,3.3,14.2,0.24,0.6,3.1,0.18,2.8,11.1,0.25,5.6,7.8,0.71,1.7,6.1,7.8,5.3,1.4,0.0,4.2,4.5,12.8,,79,108
2005,6,CLE,Scott Williams,36,19,0,152,4.2,14.4,0.29,0.0,0.4,0.0,4.2,14.1,0.3,3.2,3.9,0.82,5.3,5.3,10.6,2.8,1.4,2.1,1.8,10.6,11.6,,92,106
2005,6,CLE,Dajuan Wagner,21,11,0,102,9.4,28.8,0.33,2.6,13.6,0.19,6.8,15.2,0.45,1.6,2.1,0.75,0.0,1.0,1.0,6.8,2.6,0.0,4.7,7.9,23.1,,81,109
2005,6,CLE,Luke Jackson,23,10,0,43,12.4,33.6,0.37,5.0,7.5,0.67,7.5,26.1,0.29,6.2,7.5,0.83,2.5,5.0,7.5,3.7,0.0,0.0,2.5,5.0,36.1,,105,112
2005,6,CLE,JerA´me MoA¯so,26,4,0,27,5.9,9.9,0.6,0.0,0.0,,5.9,9.9,0.6,0.0,0.0,,2.0,11.9,13.9,2.0,2.0,4.0,0.0,7.9,11.9,,136,99
