Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2010,21,1375,OKC,Oklahoma City Thunder,Serge Ibaka,"September 18, 1989",20.0,NBA,PF,6.0,0.0,153.0,6.9,12.1,0.57,0.0,0.0,,6.9,12.1,0.57,2.4,3.5,0.7,4.5,9.0,13.5,0.7,0.7,4.2,2.1,6.6,16.3,115.0,103.0
2011,21,1375,OKC,Oklahoma City Thunder,Serge Ibaka,"September 18, 1989",21.0,NBA,PF,17.0,17.0,490.0,7.2,15.6,0.46,0.0,0.1,0.0,7.2,15.5,0.46,3.6,4.3,0.82,5.1,8.3,13.4,0.3,0.4,5.6,2.3,6.9,18.0,108.0,105.0
2012,21,1375,OKC,Oklahoma City Thunder,Serge Ibaka,"September 18, 1989",22.0,NBA,PF,20.0,20.0,569.0,7.8,14.8,0.53,0.1,0.4,0.25,7.7,14.4,0.54,2.4,3.4,0.72,4.4,6.3,10.7,1.1,1.0,5.5,1.0,5.3,18.2,120.0,105.0
2013,21,1375,OKC,Oklahoma City Thunder,Serge Ibaka,"September 18, 1989",23.0,NBA,PF,11.0,11.0,366.0,8.3,19.1,0.44,0.6,1.3,0.44,7.8,17.8,0.44,2.7,3.4,0.79,5.5,7.5,13.0,1.1,0.0,4.7,1.0,5.4,19.9,109.0,103.0
2014,21,1375,OKC,Oklahoma City Thunder,Serge Ibaka,"September 18, 1989",24.0,NBA,PF,17.0,17.0,581.0,7.8,13.2,0.59,0.4,1.2,0.38,7.3,12.0,0.61,2.3,3.0,0.76,2.8,7.6,10.4,1.1,1.0,3.8,1.8,4.8,18.4,122.0,107.0
2016,21,1375,OKC,Oklahoma City Thunder,Serge Ibaka,"September 18, 1989",26.0,NBA,PF,18.0,18.0,602.0,7.1,13.7,0.52,2.6,5.8,0.45,4.5,7.9,0.57,1.3,1.7,0.75,1.9,7.5,9.5,0.8,1.2,2.0,0.8,4.3,18.1,129.0,106.0
2017,28,1375,TOR,Toronto Raptors,Serge Ibaka,"September 18, 1989",27.0,NBA,PF,10.0,10.0,307.0,10.1,21.8,0.46,2.0,6.4,0.32,8.1,15.4,0.52,1.8,2.2,0.85,1.5,9.4,10.9,2.4,0.7,2.9,1.8,6.2,24.0,102.0,108.0
2018,28,1375,TOR,Toronto Raptors,Serge Ibaka,"September 18, 1989",28.0,NBA,PF,10.0,9.0,260.0,5.8,14.0,0.42,1.8,4.7,0.38,4.1,9.3,0.44,3.5,4.3,0.82,2.5,9.0,11.5,2.1,0.2,2.5,3.1,4.1,16.9,101.0,116.0
2019,28,1375,TOR,Toronto Raptors,Serge Ibaka,"September 18, 1989",29.0,NBA,C,24.0,0.0,500.0,9.2,19.3,0.48,0.9,3.8,0.24,8.3,15.5,0.54,3.2,4.2,0.76,3.5,10.8,14.3,2.2,1.1,2.3,2.5,7.9,22.5,105.0,102.0
2020,28,1375,TOR,Toronto Raptors,Serge Ibaka,"September 18, 1989",30.0,NBA,C,11.0,0.0,251.0,12.2,21.2,0.57,4.4,8.7,0.51,7.7,12.5,0.62,2.7,2.7,1.0,3.3,13.1,16.4,2.5,0.4,2.7,2.3,5.2,31.4,127.0,101.0
