Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009,1,1703,ATL,Atlanta Hawks,Acie Law,24,6,0,4.7,0.5,1.5,0.33,0.2,0.5,0.33,0.3,1.0,0.33,0.39,0.2,0.2,1.0,0.2,0.2,0.3,1.0,0.0,0.0,0.2,0.5,1.3
2009,1,1325,ATL,Atlanta Hawks,Al Horford,22,9,9,28.0,2.8,6.6,0.42,0.0,0.1,0.0,2.8,6.4,0.43,0.42,1.3,2.0,0.67,1.3,4.4,5.8,2.0,0.7,0.7,0.4,2.9,6.9
2009,1,1493,ATL,Atlanta Hawks,Joe Johnson,27,11,11,39.0,6.4,15.3,0.42,1.1,3.2,0.34,5.3,12.1,0.44,0.45,2.5,4.1,0.62,1.5,2.9,4.5,3.5,1.3,0.0,2.9,2.2,16.4
2009,1,2686,ATL,Atlanta Hawks,Josh Smith,23,11,11,37.3,6.1,14.5,0.42,0.2,1.4,0.13,5.9,13.1,0.45,0.43,4.7,6.5,0.73,2.2,5.3,7.5,2.2,1.1,1.5,1.9,3.3,17.1
2009,1,3074,ATL,Atlanta Hawks,Mario West,24,11,0,4.2,0.2,0.9,0.2,0.0,0.1,0.0,0.2,0.8,0.22,0.2,0.1,0.4,0.25,0.0,0.5,0.5,0.2,0.2,0.0,0.1,0.2,0.5
2009,1,3160,ATL,Atlanta Hawks,Marvin Williams,22,6,3,16.2,1.7,4.8,0.34,0.2,1.0,0.17,1.5,3.8,0.39,0.36,1.5,2.2,0.69,0.5,1.0,1.5,1.0,0.8,0.3,1.0,1.3,5.0
2009,1,878,ATL,Atlanta Hawks,Maurice Evans,30,11,8,24.1,2.5,5.9,0.43,0.7,2.5,0.29,1.8,3.4,0.54,0.49,0.4,0.5,0.67,0.7,0.7,1.5,0.9,0.5,0.3,0.4,2.6,6.2
2009,1,240,ATL,Atlanta Hawks,Mike Bibby,30,11,11,35.5,4.5,9.6,0.46,2.4,4.4,0.54,2.1,5.3,0.4,0.58,1.9,2.0,0.96,0.5,2.8,3.4,4.2,0.9,0.2,2.2,3.1,13.2
2009,1,1367,ATL,Atlanta Hawks,Othello Hunter,22,4,0,3.5,0.5,0.8,0.67,0.0,0.0,,0.5,0.8,0.67,0.67,0.0,0.0,,0.8,0.8,1.5,0.0,0.3,0.3,0.0,0.3,1.0
2009,1,2055,ATL,Atlanta Hawks,Randolph Morris,23,3,0,2.7,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.3,0.3,0.7,0.0,0.3,0.0,0.3,0.7,0.0
2009,1,2091,ATL,Atlanta Hawks,Ronald Murray,29,11,0,31.0,3.8,11.2,0.34,1.3,4.5,0.28,2.5,6.6,0.38,0.4,2.9,3.4,0.86,0.5,2.2,2.7,2.5,1.1,0.3,1.3,1.5,11.8
2009,1,1559,ATL,Atlanta Hawks,Solomon Jones,24,9,1,8.6,0.7,1.3,0.5,0.0,0.0,,0.7,1.3,0.5,0.5,0.2,0.2,1.0,1.0,0.8,1.8,0.2,0.1,0.0,0.1,1.0,1.6
2009,1,551,ATL,Atlanta Hawks,Speedy Claxton,30,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,1,990,ATL,Atlanta Hawks,Thomas Gardner,23,3,0,6.3,1.7,4.3,0.38,1.0,2.0,0.5,0.7,2.3,0.29,0.5,0.3,0.3,1.0,0.0,0.7,0.7,0.7,0.3,0.0,0.0,1.3,4.7
2009,1,2231,ATL,Atlanta Hawks,Zaza Pachulia,24,11,1,23.6,2.0,4.8,0.42,0.0,0.0,,2.0,4.8,0.42,0.42,2.9,3.8,0.76,2.5,4.4,6.9,0.3,0.5,0.3,1.3,3.6,6.9
