Player ID,Player Name,Birth Date,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
305,Chris Boucher,1993-01-11,134.0,2007.0,9.25,0.45,0.58,0.0,8.3,42.3,26.78,3.38,1.05,6.98,5.4,26.95,1.33,0.9,8.9,-0.07,-4.45,-1.83,-6.25,0.6
