Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1980,10,2904,GSW,Golden State Warriors,24.0,NBA,SG,75.0,,1159.0,7.0,17.3,0.41,0.2,1.1,0.15,6.9,16.3,0.42,2.5,3.5,0.71,1.4,2.3,3.7,4.8,2.5,0.2,2.7,4.7,16.7,,93.0,108.0
1982,12,2904,IND,Indiana Pacers,26.0,NBA,SG,14.0,0.0,95.0,5.6,21.0,0.27,1.0,4.6,0.22,4.6,16.4,0.28,5.6,10.2,0.55,1.0,5.6,6.7,5.1,1.5,0.0,3.1,9.2,17.9,,79.0,106.0
