Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1992,24.0,GSW,NBA,PF,54.0,1.0,612.0,8.9,15.6,0.568,0.0,0.3,0.0,8.9,15.3,0.579,5.5,8.3,0.661,5.7,8.1,13.8,1.2,2.4,2.7,3.3,7.7,23.2,,116.0,106.0
1993,25.0,GSW,NBA,PF,70.0,11.0,1248.0,9.6,17.9,0.539,0.0,0.2,0.0,9.6,17.6,0.546,5.8,8.0,0.725,5.0,7.4,12.4,1.5,1.7,2.0,3.9,7.6,25.0,,111.0,108.0
1994,26.0,GSW,NBA,C,82.0,23.0,1296.0,10.1,17.2,0.588,0.0,0.0,0.0,10.1,17.2,0.589,4.8,7.8,0.62,5.3,9.5,14.8,1.5,1.5,2.4,3.1,8.3,25.1,,116.0,104.0
1995,27.0,GSW,NBA,PF,58.0,22.0,1470.0,10.8,17.1,0.633,0.0,0.0,0.0,10.8,17.0,0.634,4.9,8.3,0.592,4.8,10.0,14.8,1.7,1.3,1.7,3.9,6.1,26.5,,114.0,109.0
1996,28.0,TOT,NBA,PF,71.0,2.0,1427.0,11.9,20.6,0.575,0.0,0.0,0.0,11.9,20.6,0.576,5.1,7.5,0.671,4.7,10.5,15.2,1.6,1.3,1.5,3.5,7.9,28.8,,113.0,105.0
1996,28.0,GSW,NBA,PF,47.0,2.0,862.0,10.2,18.4,0.555,0.0,0.1,0.0,10.2,18.3,0.557,5.0,7.9,0.636,4.6,9.8,14.4,1.5,1.1,1.7,3.6,8.0,25.4,,110.0,108.0
1996,28.0,MIA,NBA,PF,24.0,0.0,565.0,14.5,24.2,0.598,0.0,0.0,,14.5,24.2,0.598,5.1,7.0,0.733,4.8,11.6,16.3,1.6,1.6,1.0,3.3,7.6,34.0,,117.0,100.0
1997,29.0,TOT,NBA,PF,47.0,1.0,1283.0,13.7,26.1,0.525,0.0,0.3,0.167,13.7,25.9,0.528,9.9,13.8,0.717,5.6,9.9,15.5,1.2,1.6,1.3,5.0,5.8,37.3,,108.0,106.0
1997,29.0,DAL,NBA,PF,44.0,1.0,1191.0,14.0,26.3,0.533,0.0,0.3,0.167,13.9,26.0,0.537,10.0,14.2,0.706,5.7,10.0,15.8,1.1,1.6,1.4,5.2,5.7,38.0,,108.0,105.0
1997,29.0,NJN,NBA,PF,3.0,0.0,92.0,10.2,24.3,0.419,0.0,0.0,,10.2,24.3,0.419,8.5,9.0,0.938,4.5,7.9,12.4,1.7,2.3,0.0,3.4,7.3,28.8,,108.0,108.0
1998,30.0,NJN,NBA,PF,57.0,16.0,1359.0,9.6,21.1,0.455,0.0,0.2,0.25,9.6,21.0,0.457,6.2,10.3,0.6,4.6,8.4,13.0,2.1,2.0,1.1,3.8,5.9,25.5,,101.0,104.0
1999,31.0,TOT,NBA,C,48.0,3.0,775.0,8.2,18.5,0.442,0.1,0.6,0.125,8.1,18.0,0.451,2.6,6.5,0.398,3.6,8.9,12.5,2.2,2.2,0.7,4.3,8.2,19.0,,85.0,101.0
1999,31.0,NJN,NBA,C,18.0,2.0,281.0,6.7,18.1,0.371,0.0,0.2,0.0,6.7,17.9,0.375,2.2,4.5,0.5,3.9,8.2,12.1,2.2,1.5,0.7,5.4,7.5,15.7,,74.0,104.0
1999,31.0,MIL,NBA,C,30.0,1.0,494.0,9.0,18.8,0.482,0.1,0.8,0.143,8.9,18.0,0.497,2.8,7.7,0.362,3.5,9.3,12.7,2.2,2.7,0.7,3.7,8.7,21.0,,91.0,99.0
2001,33.0,CLE,NBA,PF,74.0,6.0,1670.0,10.4,23.1,0.449,0.9,2.9,0.304,9.5,20.2,0.47,4.9,7.2,0.684,3.1,9.2,12.3,1.9,1.6,0.9,3.8,5.8,26.5,,98.0,104.0
2002,34.0,MIA,NBA,PF,54.0,1.0,809.0,8.9,19.9,0.447,0.1,0.5,0.125,8.8,19.3,0.456,5.6,7.9,0.701,4.8,9.2,14.0,1.7,1.2,0.7,3.9,7.4,23.4,,97.0,100.0
