Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998,6.0,1377,CLE,Cleveland Cavaliers,Zydrunas Ilgauskas,"June 5, 1975",22.0,NBA,C,82,81,29.0,5.5,10.7,0.518,0.0,0.0,0.25,5.5,10.6,0.519,0.519,2.8,3.7,0.762,3.4,5.4,8.8,0.9,0.6,1.6,1.8,3.5,13.9
1999,6.0,1377,CLE,Cleveland Cavaliers,Zydrunas Ilgauskas,"June 5, 1975",23.0,NBA,C,5,5,34.2,5.8,11.4,0.509,0.0,0.0,,5.8,11.4,0.509,0.509,3.6,6.0,0.6,3.4,5.4,8.8,0.8,0.8,1.4,1.8,4.8,15.2
2001,6.0,1377,CLE,Cleveland Cavaliers,Zydrunas Ilgauskas,"June 5, 1975",25.0,NBA,C,24,24,25.7,4.8,9.8,0.487,0.0,0.1,0.0,4.8,9.7,0.491,0.487,2.2,3.3,0.679,2.7,4.0,6.7,0.8,0.6,1.5,2.5,3.3,11.7
2002,6.0,1377,CLE,Cleveland Cavaliers,Zydrunas Ilgauskas,"June 5, 1975",26.0,NBA,C,62,23,21.4,3.9,9.1,0.425,0.0,0.1,0.0,3.9,9.1,0.429,0.425,3.4,4.5,0.754,2.2,3.2,5.4,1.1,0.3,1.4,1.5,3.0,11.1
2003,6.0,1377,CLE,Cleveland Cavaliers,Zydrunas Ilgauskas,"June 5, 1975",27.0,NBA,C,81,81,30.0,6.1,13.9,0.441,0.0,0.1,0.0,6.1,13.8,0.443,0.441,4.9,6.3,0.781,3.0,4.6,7.5,1.6,0.7,1.9,2.6,3.4,17.2
2004,6.0,1377,CLE,Cleveland Cavaliers,Zydrunas Ilgauskas,"June 5, 1975",28.0,NBA,C,81,81,31.3,5.8,11.9,0.483,0.0,0.1,0.286,5.7,11.8,0.484,0.484,3.7,5.0,0.746,3.4,4.6,8.1,1.3,0.5,2.5,2.0,3.4,15.3
2005,6.0,1377,CLE,Cleveland Cavaliers,Zydrunas Ilgauskas,"June 5, 1975",29.0,NBA,C,78,78,33.5,5.9,12.6,0.468,0.0,0.1,0.286,5.8,12.5,0.469,0.469,5.2,6.4,0.799,3.8,4.8,8.6,1.3,0.7,2.1,2.4,4.0,16.9
2006,6.0,1377,CLE,Cleveland Cavaliers,Zydrunas Ilgauskas,"June 5, 1975",30.0,NBA,C,78,78,29.3,5.8,11.4,0.506,0.0,0.1,0.0,5.8,11.3,0.509,0.506,4.1,4.9,0.834,3.1,4.4,7.6,1.2,0.5,1.7,2.0,3.6,15.6
2007,6.0,1377,CLE,Cleveland Cavaliers,Zydrunas Ilgauskas,"June 5, 1975",31.0,NBA,C,78,78,27.3,4.9,10.2,0.485,0.0,0.0,0.0,4.9,10.2,0.486,0.485,2.0,2.5,0.807,3.1,4.6,7.7,1.6,0.6,1.3,1.8,3.3,11.9
2008,6.0,1377,CLE,Cleveland Cavaliers,Zydrunas Ilgauskas,"June 5, 1975",32.0,NBA,C,73,73,30.4,5.7,12.0,0.474,0.0,0.0,0.0,5.7,12.0,0.475,0.474,2.7,3.3,0.802,3.6,5.7,9.3,1.4,0.5,1.6,1.8,3.4,14.1
2009,6.0,1377,CLE,Cleveland Cavaliers,Zydrunas Ilgauskas,"June 5, 1975",33.0,NBA,C,65,65,27.2,5.3,11.1,0.472,0.2,0.6,0.385,5.0,10.5,0.477,0.483,2.1,2.7,0.799,2.4,5.1,7.5,1.0,0.4,1.3,1.4,2.8,12.9
2010,6.0,1377,CLE,Cleveland Cavaliers,Zydrunas Ilgauskas,"June 5, 1975",34.0,NBA,C,64,6,20.9,3.0,6.8,0.443,0.2,0.4,0.478,2.9,6.5,0.441,0.455,1.2,1.6,0.743,1.8,3.6,5.4,0.8,0.2,0.8,1.0,2.9,7.4
2011,16.0,1377,MIA,Miami Heat,Zydrunas Ilgauskas,"June 5, 1975",35.0,NBA,C,72,51,15.9,2.3,4.4,0.508,0.0,0.0,0.0,2.3,4.4,0.509,0.508,0.5,0.6,0.783,1.5,2.5,4.0,0.4,0.3,0.8,0.7,2.6,5.0
