Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992,18,1772,MIN,Minnesota Timberwolves,Luc Longley,"January 19, 1969",23.0,NBA,C,66.0,3.0,991.0,4.1,9.0,0.46,0.0,0.0,,4.1,9.0,0.46,1.9,2.9,0.66,2.4,6.9,9.3,1.9,1.3,2.3,3.0,5.7,10.2
1993,18,1772,MIN,Minnesota Timberwolves,Luc Longley,"January 19, 1969",24.0,NBA,C,55.0,25.0,1045.0,4.6,10.1,0.46,0.0,0.0,,4.6,10.1,0.46,1.8,2.5,0.72,2.4,5.8,8.3,1.8,1.6,2.7,3.0,5.8,11.0
1994,31,1772,TOT,Total After Trade,Luc Longley,"January 19, 1969",25.0,NBA,C,76.0,46.0,1502.0,5.2,11.1,0.47,0.0,0.0,0.0,5.2,11.1,0.47,2.2,3.0,0.72,3.1,7.3,10.4,2.6,1.1,1.9,2.9,5.2,12.7
1994,18,1772,MIN,Minnesota Timberwolves,Luc Longley,"January 19, 1969",25.0,NBA,C,49.0,29.0,989.0,4.9,10.5,0.46,0.0,0.0,0.0,4.9,10.5,0.46,2.0,2.9,0.7,3.2,7.6,10.7,1.7,1.3,2.1,2.9,4.8,11.8
1994,5,1772,CHI,Chicago Bulls,Luc Longley,"January 19, 1969",25.0,NBA,C,27.0,17.0,513.0,6.0,12.4,0.48,0.0,0.0,,6.0,12.4,0.48,2.4,3.2,0.76,2.9,6.7,9.7,4.4,0.7,1.5,2.8,6.0,14.3
1995,5,1772,CHI,Chicago Bulls,Luc Longley,"January 19, 1969",26.0,NBA,C,55.0,0.0,1001.0,4.9,10.9,0.45,0.0,0.1,0.0,4.9,10.8,0.45,3.2,3.8,0.82,2.9,6.5,9.5,2.6,0.9,1.6,3.1,6.4,12.9
1996,5,1772,CHI,Chicago Bulls,Luc Longley,"January 19, 1969",27.0,NBA,C,62.0,62.0,1641.0,5.3,11.0,0.48,0.0,0.0,,5.3,11.0,0.48,1.8,2.3,0.78,2.3,4.7,7.0,2.6,0.5,1.8,2.5,4.9,12.4
1997,5,1772,CHI,Chicago Bulls,Luc Longley,"January 19, 1969",28.0,NBA,C,59.0,59.0,1472.0,5.4,11.9,0.46,0.0,0.0,0.0,5.4,11.8,0.46,2.3,2.9,0.79,3.0,5.2,8.1,3.4,0.6,1.6,2.7,4.7,13.1
1998,5,1772,CHI,Chicago Bulls,Luc Longley,"January 19, 1969",29.0,NBA,C,58.0,58.0,1703.0,5.9,12.9,0.46,0.0,0.0,,5.9,12.9,0.46,2.3,3.1,0.74,2.4,4.8,7.2,3.4,0.7,1.3,2.7,4.4,14.0
1999,24,1772,PHO,Phoenix Suns,Luc Longley,"January 19, 1969",30.0,NBA,C,39.0,39.0,933.0,5.4,11.2,0.48,0.0,0.0,,5.4,11.2,0.48,2.3,2.9,0.78,2.3,6.3,8.5,1.7,0.9,0.8,2.0,4.6,13.1
2000,24,1772,PHO,Phoenix Suns,Luc Longley,"January 19, 1969",31.0,NBA,C,72.0,68.0,1417.0,4.7,10.1,0.47,0.0,0.0,,4.7,10.1,0.47,2.0,2.5,0.82,2.5,5.7,8.2,2.0,0.6,1.1,3.5,5.6,11.5
2001,20,1772,NYK,New York Knicks,Luc Longley,"January 19, 1969",32.0,NBA,C,25.0,2.0,301.0,2.2,6.5,0.33,0.0,0.0,,2.2,6.5,0.33,1.6,2.0,0.76,3.1,4.8,7.9,0.8,0.4,1.1,2.6,6.1,5.9
