PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Mark Jackson,27,5,5,188,5.4,12.3,0.43799999999999994,0.2,0.4,0.5,5.2,11.9,0.435,3.6,4.2,0.8640000000000001,1.5,4.0,5.6,7.3,1.5,0.2,2.5,1.5,14.6
Ron Harper,29,5,5,174,7.7,16.1,0.474,1.0,2.1,0.5,6.6,14.1,0.47100000000000003,2.3,3.5,0.647,0.8,3.3,4.1,3.3,3.1,2.1,2.3,1.4,18.6
Danny Manning,26,5,5,171,7.4,17.9,0.41200000000000003,0.0,0.4,0.0,7.4,17.5,0.42200000000000004,4.4,5.5,0.8079999999999999,2.5,5.1,7.6,1.7,1.5,1.1,2.7,4.0,19.2
Ken Norman,28,5,5,164,5.5,14.7,0.373,0.7,1.8,0.375,4.8,13.0,0.373,2.4,4.8,0.5,3.1,5.9,9.0,2.6,0.9,0.0,0.2,1.8,14.0
Stanley Roberts,22,5,5,149,6.3,12.1,0.52,0.0,0.2,0.0,6.3,11.8,0.531,1.2,4.3,0.278,4.1,5.8,9.9,0.2,0.7,0.7,2.4,5.8,13.8
Gary Grant,27,5,0,101,3.6,11.0,0.32299999999999995,0.0,0.0,,3.6,11.0,0.32299999999999995,0.4,0.7,0.5,0.4,0.4,0.7,8.2,1.1,0.0,2.5,4.6,7.5
John Williams,26,5,0,98,1.5,6.6,0.222,0.7,1.1,0.667,0.7,5.5,0.133,0.4,0.7,0.5,1.8,3.3,5.1,2.6,1.8,0.0,2.2,6.2,4.0
Lester Conner,33,5,0,64,5.1,6.8,0.75,0.6,0.6,1.0,4.5,6.2,0.727,1.1,1.1,1.0,1.7,2.3,3.9,5.6,1.7,0.6,0.0,2.8,11.8
Loy Vaught,24,3,0,50,4.3,10.8,0.4,0.0,0.0,,4.3,10.8,0.4,2.9,3.6,0.8,2.9,10.1,13.0,0.0,2.9,0.7,2.2,5.0,11.5
Jaren Jackson,25,4,0,28,6.4,16.7,0.385,0.0,1.3,0.0,6.4,15.4,0.41700000000000004,0.0,0.0,,5.1,1.3,6.4,2.6,2.6,0.0,3.9,7.7,12.9
Kiki Vandeweghe,34,1,0,9,8.0,24.0,0.33299999999999996,0.0,0.0,,8.0,24.0,0.33299999999999996,0.0,0.0,,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,16.0
Elmore Spencer,23,2,0,4,0.0,18.0,0.0,0.0,0.0,,0.0,18.0,0.0,0.0,0.0,,9.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0
