PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
A.C. Green,29,5,5,220,2.9,6.9,0.429,0.0,0.8,0.0,2.9,6.1,0.486,2.1,3.4,0.619,4.3,7.7,11.9,2.1,1.1,0.5,1.5,2.3,8.0
Sedale Threatt,31,5,5,205,6.8,15.6,0.43799999999999994,0.5,2.3,0.231,6.3,13.3,0.474,1.6,2.1,0.75,0.5,2.5,3.0,7.0,2.3,0.2,2.1,3.3,15.8
Elden Campbell,24,5,5,178,5.9,14.0,0.42,0.0,0.0,,5.9,14.0,0.42,2.4,4.9,0.5,3.4,5.1,8.5,1.4,1.2,2.4,2.4,3.0,14.2
Byron Scott,31,5,5,177,4.3,8.5,0.5,1.6,3.1,0.5329999999999999,2.6,5.5,0.48100000000000004,3.7,4.7,0.7829999999999999,0.0,2.2,2.2,1.8,1.0,0.0,0.8,2.2,13.8
Vlade Divac,24,5,5,167,8.0,16.0,0.5,0.9,1.9,0.444,7.1,14.0,0.508,2.6,4.7,0.545,3.7,6.5,10.1,6.0,1.3,2.6,2.4,4.7,19.4
James Worthy,31,5,0,148,7.8,20.9,0.37200000000000005,0.5,1.9,0.25,7.3,19.0,0.385,0.7,1.2,0.6,1.7,2.4,4.1,3.2,1.2,0.0,1.7,2.7,16.8
Tony Smith,24,5,0,73,6.4,12.3,0.52,1.0,2.0,0.5,5.4,10.4,0.524,3.0,4.4,0.667,2.5,1.5,3.9,1.0,0.5,0.5,1.5,6.9,16.8
Doug Christie,22,5,0,39,3.7,10.2,0.364,0.9,2.8,0.33299999999999996,2.8,7.4,0.375,0.0,0.0,,0.9,2.8,3.7,5.5,1.8,1.8,3.7,4.6,8.3
James Edwards,37,3,0,14,7.7,10.3,0.75,0.0,0.0,,7.7,10.3,0.75,0.0,0.0,,0.0,5.1,5.1,0.0,0.0,0.0,2.6,5.1,15.4
Duane Cooper,23,2,0,4,0.0,54.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,,18.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0
