SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993,29,UTA,Karl Malone,29,5,5,216,7.3,16.2,0.45,0.2,0.3,0.5,7.2,15.8,0.45,5.2,6.3,0.82,2.0,6.7,8.7,1.7,1.0,0.3,3.3,3.5,20.0
1993,29,UTA,John Stockton,30,5,5,193,4.3,9.5,0.45,0.9,2.4,0.38,3.4,7.1,0.47,2.8,3.4,0.83,0.9,1.3,2.2,10.3,2.2,0.0,2.8,3.0,12.3
1993,29,UTA,Tyrone Corbin,30,5,0,161,5.4,11.2,0.48,0.0,0.0,,5.4,11.2,0.48,2.5,3.8,0.65,3.6,4.9,8.5,2.0,0.7,0.2,1.6,3.4,13.2
1993,29,UTA,Jeff Malone,31,5,5,150,7.0,15.6,0.45,0.0,0.0,,7.0,15.6,0.45,2.2,3.1,0.69,0.7,3.1,3.8,0.7,0.7,0.2,2.2,2.6,16.1
1993,29,UTA,David Benoit,24,5,5,136,3.4,10.9,0.32,0.5,2.4,0.22,2.9,8.5,0.34,2.4,3.4,0.69,1.9,4.5,6.4,1.3,0.8,1.6,0.5,4.5,9.8
1993,29,UTA,Mark Eaton,36,5,5,117,3.1,5.8,0.53,0.0,0.0,,3.1,5.8,0.53,0.6,1.2,0.5,4.9,5.2,10.2,0.6,0.0,2.8,0.6,2.8,6.8
1993,29,UTA,Jay Humphries,30,5,0,115,3.4,10.3,0.33,0.6,2.5,0.25,2.8,7.8,0.36,0.6,1.3,0.5,1.6,1.6,3.1,5.3,0.9,0.9,1.9,2.5,8.1
1993,29,UTA,Mike Brown,29,5,0,93,5.0,9.7,0.52,0.0,0.0,,5.0,9.7,0.52,2.7,4.3,0.64,1.5,4.6,6.2,0.8,0.0,0.4,1.9,3.5,12.8
1993,29,UTA,Larry Krystkowiak,28,1,0,8,0.0,4.5,0.0,0.0,0.0,,0.0,4.5,0.0,0.0,0.0,,4.5,4.5,9.0,0.0,0.0,0.0,4.5,4.5,0.0
1993,29,UTA,James Donaldson,35,1,0,5,0.0,7.2,0.0,0.0,0.0,,0.0,7.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,29,UTA,Isaac Austin,23,1,0,3,12.0,24.0,0.5,0.0,0.0,,12.0,24.0,0.5,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,12.0,0.0,12.0,24.0
1993,29,UTA,John Crotty,23,1,0,3,24.0,24.0,1.0,0.0,0.0,,24.0,24.0,1.0,0.0,0.0,,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,48.0
