PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dan Majerle,27,24,24,1071,4.5,10.5,0.431,1.8,4.6,0.39399999999999996,2.7,5.8,0.46,1.6,2.3,0.696,1.0,3.7,4.7,3.0,1.1,0.9,1.1,1.9,12.4
Charles Barkley,29,24,24,1026,8.1,16.9,0.47700000000000004,0.4,1.6,0.222,7.7,15.3,0.503,5.9,7.6,0.7709999999999999,3.3,8.2,11.4,3.6,1.4,0.9,1.8,2.6,22.4
Kevin Johnson,26,23,23,914,5.6,11.7,0.48,0.0,0.1,0.0,5.6,11.6,0.485,4.9,6.1,0.795,0.4,2.0,2.4,7.2,1.4,0.5,3.3,2.2,16.1
Danny Ainge,33,24,0,591,3.9,10.4,0.376,2.0,4.9,0.413,1.9,5.5,0.344,2.1,2.4,0.872,1.2,2.4,3.7,3.4,0.7,0.1,1.3,3.7,11.9
Oliver Miller,22,24,0,513,5.0,8.5,0.5870000000000001,0.0,0.1,0.0,5.0,8.4,0.597,2.2,3.9,0.564,2.3,6.4,8.7,3.6,1.5,4.1,2.9,5.3,12.1
Richard Dumas,23,23,20,499,7.7,14.7,0.525,0.0,0.1,0.0,7.7,14.6,0.53,2.7,3.5,0.755,2.6,2.1,4.7,1.7,1.5,0.9,1.9,3.8,18.1
Mark West,32,24,24,469,3.3,6.1,0.544,0.0,0.0,,3.3,6.1,0.544,2.1,3.5,0.609,2.8,4.8,7.6,0.8,0.3,2.5,1.3,5.3,8.8
Tom Chambers,33,24,1,376,6.1,15.8,0.38799999999999996,0.2,0.5,0.4,5.9,15.3,0.38799999999999996,4.2,5.2,0.815,2.2,4.0,6.2,1.1,0.6,1.0,2.5,5.6,16.7
Cedric Ceballos,23,16,3,185,7.8,13.6,0.5710000000000001,0.0,0.0,,7.8,13.6,0.5710000000000001,3.1,4.3,0.727,2.5,4.7,7.2,2.5,1.0,1.4,1.0,2.3,18.7
Frank Johnson,34,22,0,172,4.6,10.5,0.44,0.2,0.6,0.33299999999999996,4.4,9.8,0.447,5.2,6.1,0.862,0.6,1.7,2.3,3.6,1.3,0.0,1.5,5.4,14.7
Negele Knight,25,9,1,34,9.5,16.9,0.563,0.0,0.0,,9.5,16.9,0.563,0.0,0.0,,1.1,2.1,3.2,7.4,0.0,1.1,3.2,1.1,19.1
Jerrod Mustaf,23,7,0,10,10.8,18.0,0.6,0.0,0.0,,10.8,18.0,0.6,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,3.6,0.0,0.0,21.6
