Team ID,Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
12,2624,Jerry Sichting,"November 29, 1956",47.0,4.0,655.0,64.0,153.0,0.42,1.0,7.0,0.14,63.0,146.0,0.43,0.42,11.0,17.0,0.65,11.0,28.0,39.0,79.0,16.0,0.0,18.0,59.0,140.0,0
