Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1980,6,3190,CLE,Cleveland Cavaliers,22.0,NBA,SF,78.0,1447.0,12.7,0.52,0.02,0.28,8.5,15.8,12.0,6.2,1.0,2.3,11.7,15.4,,1.7,1.3,3.0,0.1,,-1.0,0.2,-0.8,0.4
1981,11,3190,HOU,Houston Rockets,23.0,NBA,SF,55.0,1145.0,10.8,0.55,0.0,0.22,7.1,15.0,11.0,7.2,0.8,1.5,19.0,13.8,,0.6,0.8,1.5,0.06,,-1.3,-0.3,-1.6,0.1
1982,11,3190,HOU,Houston Rockets,24.0,NBA,SF,69.0,1475.0,13.1,0.54,0.02,0.17,7.7,12.2,9.9,7.0,1.0,2.3,13.5,16.0,,1.5,1.1,2.6,0.09,,-0.4,0.0,-0.4,0.6
1983,31,3190,TOT,Total After Trade,25.0,NBA,SF,62.0,1146.0,8.8,0.49,0.04,0.17,6.2,12.7,9.6,7.0,1.0,0.8,14.9,14.2,,0.4,0.8,1.2,0.05,,-2.1,-0.7,-2.7,-0.2
1983,27,3190,SAS,San Antonio Spurs,25.0,NBA,SF,52.0,1062.0,9.1,0.5,0.04,0.18,6.5,12.8,9.8,6.5,1.0,0.8,15.0,14.0,,0.5,0.7,1.2,0.05,,-1.9,-0.7,-2.6,-0.2
1983,3,3190,NJN,New Jersey Nets,25.0,NBA,SF,10.0,84.0,4.7,0.4,0.03,0.07,2.7,12.0,7.4,12.5,0.5,0.7,14.3,16.3,,-0.1,0.1,0.0,0.02,,-4.5,-0.1,-4.7,-0.1
1984,3,3190,NJN,New Jersey Nets,26.0,NBA,SF,67.0,936.0,11.2,0.53,0.03,0.24,9.0,14.6,11.8,7.7,1.1,1.5,15.6,14.4,,0.7,1.1,1.8,0.09,,-1.1,0.2,-1.0,0.2
