Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,7,2287,DAL,Dallas Mavericks,Sam Perkins,"June 14, 1961",23.0,NBA,PF,4.0,4.0,42.3,6.0,12.3,0.49,0.3,1.0,0.25,5.8,11.3,0.51,0.5,6.5,8.5,0.76,4.0,8.8,12.8,2.8,0.5,0.3,0.8,3.3,18.8
1986,7,2287,DAL,Dallas Mavericks,Sam Perkins,"June 14, 1961",24.0,NBA,PF,10.0,10.0,34.7,5.7,13.3,0.43,0.2,0.8,0.25,5.5,12.5,0.44,0.44,3.3,4.3,0.77,3.0,5.3,8.3,2.4,0.9,1.4,1.6,3.2,14.9
1987,7,2287,DAL,Dallas Mavericks,Sam Perkins,"June 14, 1961",25.0,NBA,PF,4.0,4.0,33.3,6.5,13.0,0.5,0.0,1.0,0.0,6.5,12.0,0.54,0.5,4.0,5.8,0.7,3.0,5.5,8.5,1.3,1.0,0.3,2.3,4.0,17.0
1988,7,2287,DAL,Dallas Mavericks,Sam Perkins,"June 14, 1961",26.0,NBA,PF,17.0,17.0,33.6,5.2,11.5,0.45,0.1,0.4,0.14,5.1,11.1,0.46,0.45,3.1,3.9,0.8,2.3,4.3,6.6,1.8,1.5,1.0,1.8,3.0,13.5
1990,7,2287,DAL,Dallas Mavericks,Sam Perkins,"June 14, 1961",28.0,NBA,SF,3.0,3.0,39.3,5.3,12.0,0.44,0.0,0.3,0.0,5.3,11.7,0.46,0.44,4.3,5.7,0.76,3.3,4.0,7.3,2.7,1.0,0.7,2.3,5.7,15.0
1991,14,2287,LAL,Los Angeles Lakers,Sam Perkins,"June 14, 1961",29.0,NBA,PF,19.0,19.0,39.6,6.4,11.6,0.55,0.6,1.6,0.37,5.8,10.1,0.58,0.57,4.4,5.7,0.76,2.2,6.1,8.3,1.7,0.8,1.4,1.9,3.6,17.7
1993,21,2287,SEA,Seattle Supersonics,Sam Perkins,"June 14, 1961",31.0,NBA,PF,19.0,17.0,32.9,5.2,11.8,0.44,1.6,4.2,0.38,3.6,7.7,0.47,0.5,2.5,2.9,0.87,1.7,5.3,7.0,1.9,1.0,1.3,1.1,2.9,14.4
1994,21,2287,SEA,Seattle Supersonics,Sam Perkins,"June 14, 1961",32.0,NBA,PF,5.0,0.0,28.2,2.8,8.4,0.33,1.2,2.8,0.43,1.6,5.6,0.29,0.4,3.0,3.4,0.88,1.2,6.0,7.2,0.8,0.8,0.4,1.2,3.0,9.8
1995,21,2287,SEA,Seattle Supersonics,Sam Perkins,"June 14, 1961",33.0,NBA,C,4.0,2.0,35.3,5.3,12.0,0.44,2.5,5.5,0.46,2.8,6.5,0.42,0.54,0.5,0.5,1.0,1.5,6.3,7.8,3.3,0.8,1.3,2.3,3.0,13.5
1996,21,2287,SEA,Seattle Supersonics,Sam Perkins,"June 14, 1961",34.0,NBA,PF,21.0,1.0,31.1,4.3,9.3,0.46,1.5,4.1,0.37,2.8,5.2,0.53,0.54,2.2,2.9,0.75,1.0,3.3,4.3,1.7,0.7,0.3,1.4,2.1,12.3
1997,21,2287,SEA,Seattle Supersonics,Sam Perkins,"June 14, 1961",35.0,NBA,C,12.0,6.0,28.3,2.6,7.7,0.34,1.2,3.8,0.31,1.4,3.9,0.36,0.41,2.1,2.4,0.86,1.3,3.2,4.4,1.3,1.0,1.0,1.1,2.8,8.4
1998,21,2287,SEA,Seattle Supersonics,Sam Perkins,"June 14, 1961",36.0,NBA,PF,10.0,1.0,21.0,1.6,4.2,0.38,1.0,2.4,0.42,0.6,1.8,0.33,0.5,1.2,2.0,0.6,0.6,2.6,3.2,1.4,0.3,0.5,1.1,2.2,5.4
1999,12,2287,IND,Indiana Pacers,Sam Perkins,"June 14, 1961",37.0,NBA,PF,13.0,0.0,11.2,1.4,2.7,0.51,0.8,1.8,0.46,0.5,0.8,0.64,0.67,0.5,0.7,0.67,0.2,1.8,1.9,0.5,0.0,0.2,0.5,1.0,4.1
2000,12,2287,IND,Indiana Pacers,Sam Perkins,"June 14, 1961",38.0,NBA,PF,23.0,0.0,18.1,1.5,4.6,0.32,1.0,2.9,0.35,0.5,1.7,0.28,0.43,0.8,0.9,0.9,0.7,2.4,3.2,0.4,0.2,0.3,0.3,2.0,4.8
2001,12,2287,IND,Indiana Pacers,Sam Perkins,"June 14, 1961",39.0,NBA,PF,3.0,0.0,6.3,0.7,2.7,0.25,0.3,1.3,0.25,0.3,1.3,0.25,0.31,0.0,0.0,,0.3,1.0,1.3,0.0,0.0,0.0,0.0,1.0,1.7
