Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2006,9,242,DET,Detroit Pistons,Chauncey Billups,29,81,2925,23.4,0.6,0.42,0.51,1.6,8.7,5.1,39.3,1.3,0.2,12.0,22.9,12.7,2.8,15.5,0.25,6.2,0.1,6.2,6.1
2006,9,2365,DET,Detroit Pistons,Tayshaun Prince,25,82,2898,14.8,0.52,0.18,0.24,4.2,10.0,7.1,10.8,1.2,1.0,7.6,19.6,4.0,3.0,7.0,0.12,0.5,-0.2,0.3,1.7
2006,9,3008,DET,Detroit Pistons,Ben Wallace,31,82,2890,17.5,0.5,0.01,0.64,12.2,25.9,19.0,8.2,2.8,4.6,12.9,11.2,3.3,6.9,10.1,0.17,0.4,3.1,3.5,4.0
2006,9,1160,DET,Detroit Pistons,Richard Hamilton,27,80,2825,18.2,0.55,0.09,0.23,3.5,7.3,5.4,18.6,1.0,0.4,10.6,27.4,5.3,2.4,7.6,0.13,1.7,-0.9,0.8,2.0
2006,9,3011,DET,Detroit Pistons,Rasheed Wallace,31,80,2780,17.6,0.53,0.41,0.17,3.8,19.8,11.7,11.2,1.6,3.4,6.9,21.1,4.0,4.9,8.9,0.15,1.8,1.9,3.7,4.0
2006,9,1926,DET,Detroit Pistons,Antonio McDyess,31,82,1733,15.5,0.52,0.0,0.22,10.6,19.4,15.0,8.8,1.5,2.0,11.0,18.9,1.9,2.8,4.6,0.13,-1.7,0.5,-1.2,0.3
2006,9,878,DET,Detroit Pistons,Maurice Evans,27,80,1139,14.0,0.55,0.34,0.19,7.8,9.2,8.5,8.5,2.0,1.0,9.5,17.0,1.8,1.4,3.2,0.14,-0.4,0.5,0.2,0.6
2006,9,724,DET,Detroit Pistons,Carlos Delfino,23,68,726,10.6,0.48,0.26,0.3,4.5,14.1,9.3,9.7,1.6,1.5,12.4,19.1,0.0,1.0,1.0,0.07,-3.3,0.4,-2.9,-0.2
2006,9,111,DET,Detroit Pistons,Carlos Arroyo,26,50,600,12.5,0.43,0.04,0.37,4.7,9.2,6.9,39.3,1.8,0.4,19.8,18.0,0.3,0.7,1.0,0.08,-2.1,-0.1,-2.2,0.0
2006,9,726,DET,Detroit Pistons,Tony Delk,32,23,378,16.1,0.53,0.29,0.16,4.0,12.1,8.0,15.5,1.9,0.2,10.0,23.9,0.4,0.5,0.9,0.11,0.4,-0.5,-0.1,0.2
2006,9,1366,DET,Detroit Pistons,Lindsey Hunter,35,30,353,10.5,0.43,0.43,0.04,3.3,10.2,6.7,27.1,3.0,0.2,16.4,16.4,0.0,0.5,0.5,0.07,-3.6,2.0,-1.6,0.0
2006,9,683,DET,Detroit Pistons,Dale Davis,36,28,178,9.9,0.42,0.04,0.62,13.9,21.6,17.7,4.8,0.0,3.7,11.6,9.2,0.1,0.3,0.4,0.11,-3.3,-0.2,-3.5,-0.1
2006,9,1877,DET,Detroit Pistons,Jason Maxiell,22,26,159,8.0,0.41,0.0,0.78,8.9,12.1,10.5,3.1,1.4,2.3,13.2,24.9,-0.4,0.2,-0.2,-0.05,-6.4,-2.8,-9.2,-0.3
2006,9,1986,DET,Detroit Pistons,Darko Milicic,20,25,140,10.1,0.51,0.06,0.24,8.4,15.5,11.9,10.2,1.2,7.8,29.1,17.5,-0.2,0.3,0.0,0.02,-6.9,3.5,-3.4,0.0
2006,9,1463,DET,Detroit Pistons,Amir Johnson,18,3,39,20.3,0.85,0.3,0.4,9.0,3.1,6.1,13.4,0.0,3.7,25.4,19.2,0.1,0.0,0.2,0.21,1.1,-0.7,0.4,0.0
2006,9,9,DET,Detroit Pistons,Alex Acker,23,5,35,-2.4,0.28,0.31,0.0,3.4,13.7,8.5,17.9,1.6,0.0,20.0,27.2,-0.2,0.0,-0.2,-0.23,-11.0,-4.2,-15.3,-0.1
2006,9,501,DET,Detroit Pistons,Kelvin Cato,31,4,34,7.7,0.42,0.0,0.0,3.5,21.2,12.2,9.7,0.0,4.3,14.3,19.6,-0.1,0.1,0.0,-0.01,-6.6,-0.8,-7.5,0.0
