Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,22.0,LAL,NBA,SG,74.0,49.0,1637.0,7.3,15.2,0.484,0.2,0.7,0.235,7.2,14.4,0.497,2.5,3.1,0.806,1.1,2.5,3.6,3.9,1.8,0.4,2.6,3.8,17.3
1985,23.0,LAL,NBA,SG,81.0,65.0,2305.0,8.4,15.7,0.539,0.4,0.9,0.433,8.0,14.7,0.546,2.9,3.6,0.82,0.9,2.4,3.3,3.8,1.6,0.3,2.2,3.1,20.2
1986,24.0,LAL,NBA,SG,76.0,62.0,2190.0,8.3,16.3,0.513,0.4,1.0,0.361,8.0,15.3,0.523,2.3,2.9,0.784,0.9,2.2,3.1,2.7,1.4,0.2,1.8,2.7,19.3
1987,25.0,LAL,NBA,SG,82.0,82.0,2729.0,7.3,15.0,0.489,0.9,2.0,0.436,6.5,13.0,0.496,3.0,3.3,0.892,0.8,2.9,3.8,3.7,1.6,0.2,1.9,2.2,18.4
1988,26.0,LAL,NBA,SG,81.0,81.0,3048.0,8.4,15.9,0.527,0.7,2.1,0.346,7.7,13.8,0.554,3.2,3.7,0.858,0.9,3.0,3.9,4.0,1.8,0.3,1.9,2.4,20.7
1989,27.0,LAL,NBA,SG,74.0,73.0,2605.0,8.1,16.6,0.491,1.1,2.7,0.399,7.1,13.9,0.508,2.7,3.1,0.863,1.0,3.2,4.2,3.2,1.6,0.4,2.2,2.5,20.0
1990,28.0,LAL,NBA,SG,77.0,77.0,2593.0,6.6,14.0,0.47,1.3,3.1,0.423,5.3,10.9,0.483,2.2,2.9,0.766,0.7,2.7,3.4,3.8,1.1,0.4,1.7,2.5,16.6
1991,29.0,LAL,NBA,SG,82.0,82.0,2630.0,6.9,14.4,0.477,1.0,3.0,0.324,5.9,11.4,0.517,1.6,2.0,0.797,0.7,2.6,3.4,2.4,1.3,0.3,1.2,2.0,16.3
1992,30.0,LAL,NBA,SG,82.0,82.0,2679.0,6.2,13.5,0.458,0.7,2.1,0.344,5.5,11.4,0.479,3.3,3.9,0.838,1.0,3.2,4.2,3.0,1.4,0.4,1.6,1.9,16.4
1993,31.0,LAL,NBA,SG,58.0,53.0,1677.0,6.4,14.1,0.449,0.9,2.9,0.326,5.4,11.2,0.481,3.3,3.9,0.848,0.6,2.3,2.9,3.4,1.2,0.3,1.5,2.1,17.0
1994,32.0,IND,NBA,SG,67.0,2.0,1197.0,7.7,16.5,0.467,0.8,2.2,0.365,6.9,14.3,0.483,4.7,5.9,0.805,0.6,2.7,3.3,4.0,1.9,0.3,3.1,2.4,20.9
1995,33.0,IND,NBA,PG,80.0,1.0,1528.0,6.2,13.7,0.455,1.9,4.8,0.389,4.4,9.0,0.489,4.5,5.3,0.85,0.4,3.1,3.6,2.5,1.4,0.3,2.8,2.9,18.9
1996,34.0,VAN,NBA,SG,80.0,0.0,1894.0,5.2,12.8,0.401,1.4,4.2,0.335,3.7,8.6,0.433,3.9,4.6,0.835,0.8,2.9,3.6,2.3,1.2,0.4,1.9,2.4,15.6
1997,35.0,LAL,NBA,SG,79.0,8.0,1440.0,4.1,9.5,0.43,1.8,4.7,0.388,2.3,4.8,0.471,3.2,3.8,0.841,0.5,2.4,2.9,2.5,1.1,0.4,1.3,1.8,13.1
