Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1999,25,POR,Portland Trail Blazers,Brian Grant,26,13,13,482,7.4,14.0,0.53,0.0,0.0,,7.4,14.0,0.53,5.3,8.5,0.62,4.0,10.0,14.0,1.7,1.2,1.9,2.5,5.7,20.2,,110,101
1999,25,POR,Portland Trail Blazers,Rasheed Wallace,24,13,13,468,9.1,17.7,0.51,0.1,1.1,0.11,9.0,16.6,0.54,5.1,7.0,0.72,2.1,5.6,7.7,2.4,2.4,1.3,1.9,6.1,23.5,,112,102
1999,25,POR,Portland Trail Blazers,Isaiah Rider,27,13,13,426,9.3,21.8,0.43,1.5,3.5,0.42,7.9,18.3,0.43,8.4,9.5,0.89,2.3,4.4,6.7,4.1,1.5,0.0,4.4,4.0,28.6,,105,106
1999,25,POR,Portland Trail Blazers,Damon Stoudamire,25,13,13,403,6.9,18.2,0.38,1.4,3.1,0.46,5.5,15.1,0.36,3.4,4.8,0.71,1.0,4.8,5.8,10.3,1.1,0.1,5.4,4.4,18.6,,90,106
1999,25,POR,Portland Trail Blazers,Arvydas Sabonis,34,13,13,392,6.5,16.4,0.4,0.1,0.7,0.2,6.4,15.7,0.41,5.7,6.2,0.91,1.7,14.8,16.5,4.2,2.2,2.2,2.8,5.1,18.9,,100,95
1999,25,POR,Portland Trail Blazers,Jim Jackson,28,13,0,265,5.6,15.5,0.36,1.1,3.9,0.28,4.5,11.6,0.39,8.2,9.0,0.9,1.7,4.7,6.4,4.1,1.5,0.2,3.9,5.6,20.4,,101,106
1999,25,POR,Portland Trail Blazers,Greg Anthony,31,13,0,225,4.5,13.9,0.33,2.0,7.8,0.26,2.5,6.1,0.42,5.8,8.6,0.68,1.0,2.5,3.5,8.1,3.3,0.3,2.3,6.3,16.9,,105,103
1999,25,POR,Portland Trail Blazers,Walt Williams,28,13,0,185,6.5,17.8,0.36,4.0,9.8,0.41,2.5,8.0,0.31,2.5,4.3,0.57,1.5,3.4,4.9,3.4,2.2,0.9,3.4,8.3,19.4,,93,104
1999,25,POR,Portland Trail Blazers,Stacey Augmon,30,13,0,176,3.2,9.0,0.36,0.0,0.3,0.0,3.2,8.7,0.37,4.8,5.8,0.83,3.2,7.4,10.7,1.6,2.6,1.0,1.0,4.8,11.3,,111,101
1999,25,POR,Portland Trail Blazers,Jermaine O'Neal,20,9,0,55,4.1,10.3,0.4,0.0,0.0,,4.1,10.3,0.4,6.2,12.4,0.5,8.3,9.3,17.6,1.0,0.0,3.1,2.1,11.4,14.5,,104,102
1999,25,POR,Portland Trail Blazers,Kelvin Cato,24,8,0,43,1.3,11.9,0.11,0.0,0.0,,1.3,11.9,0.11,5.3,13.2,0.4,7.9,1.3,9.3,2.6,1.3,1.3,2.6,17.2,7.9,,69,106
