SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1999,9,DET,Lindsey Hunter,28,5,5,180,4.7,17.9,0.26,1.0,3.7,0.27,3.7,14.2,0.26,1.7,1.7,1.0,1.7,3.4,5.1,4.0,2.4,0.0,2.4,3.7,12.1,,77,106
1999,9,DET,Grant Hill,26,5,5,176,14.5,31.7,0.46,0.0,0.3,0.0,14.5,31.4,0.46,4.5,5.5,0.81,2.4,10.0,12.4,12.8,3.4,0.7,4.1,4.1,33.5,,107,98
1999,9,DET,Joe Dumars,35,5,5,153,7.5,15.5,0.49,4.0,7.5,0.53,3.6,7.9,0.45,1.2,1.2,1.0,0.4,2.4,2.8,5.2,0.8,0.0,3.6,3.6,20.2,,111,110
1999,9,DET,Jerry Stackhouse,24,5,0,124,8.8,22.5,0.39,1.0,3.9,0.25,7.8,18.6,0.42,5.9,6.9,0.86,1.5,2.4,3.9,2.9,1.0,0.5,4.9,5.4,24.5,,91,109
1999,9,DET,Christian Laettner,29,5,0,123,9.9,23.2,0.43,0.0,0.0,,9.9,23.2,0.43,5.4,6.9,0.79,3.0,3.9,6.9,5.4,2.0,0.5,1.5,6.9,25.2,,109,105
1999,9,DET,Jerome Williams,25,5,5,123,5.9,13.3,0.44,0.0,0.0,,5.9,13.3,0.44,3.5,4.4,0.78,5.9,9.9,15.8,2.0,2.0,0.0,2.0,3.5,15.3,,109,102
1999,9,DET,Bison Dele,29,5,5,122,11.9,19.9,0.6,0.0,0.0,,11.9,19.9,0.6,2.5,4.5,0.56,6.0,10.0,15.9,0.5,1.5,1.0,3.5,12.4,26.4,,111,101
1999,9,DET,Jud Buechler,30,5,0,84,2.2,10.8,0.2,1.4,5.8,0.25,0.7,5.1,0.14,0.0,0.0,,2.9,6.5,9.4,2.2,2.2,0.7,2.2,4.3,5.8,,67,103
1999,9,DET,Eric Montross,27,5,0,70,2.6,5.2,0.5,0.0,0.0,,2.6,5.2,0.5,0.9,1.7,0.5,2.6,8.7,11.3,0.0,0.0,1.7,0.0,13.0,6.1,,122,105
1999,9,DET,Don Reid,25,4,0,21,5.8,8.7,0.67,0.0,0.0,,5.8,8.7,0.67,0.0,0.0,,5.8,5.8,11.6,2.9,0.0,0.0,0.0,5.8,11.6,,156,109
1999,9,DET,Loy Vaught,30,2,0,15,8.1,16.2,0.5,0.0,0.0,,8.1,16.2,0.5,0.0,0.0,,0.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,16.2,,106,102
1999,9,DET,Charles O'Bannon,23,4,0,9,13.5,20.2,0.67,0.0,0.0,,13.5,20.2,0.67,0.0,0.0,,6.7,0.0,6.7,6.7,0.0,0.0,20.2,0.0,27.0,,70,113
