PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Thaddeus Young,25,79,78,2718,10.4,22.9,0.45399999999999996,1.6,5.2,0.308,8.8,17.7,0.496,2.9,4.1,0.7120000000000001,3.0,5.5,8.5,3.2,3.0,0.6,2.9,3.8,25.2,,101,108
Michael Carter-Williams,22,70,70,2414,8.6,21.1,0.405,1.1,4.2,0.264,7.5,17.0,0.44,5.2,7.4,0.703,2.0,6.7,8.8,8.8,2.6,0.9,5.0,4.3,23.4,,96,108
James Anderson,24,80,62,2309,6.5,15.0,0.431,2.4,7.4,0.32799999999999996,4.1,7.7,0.53,1.6,2.2,0.726,1.2,5.1,6.3,3.1,1.6,0.6,2.2,3.2,17.0,,102,112
Evan Turner,25,54,54,1886,9.1,21.3,0.428,1.0,3.4,0.28800000000000003,8.2,17.9,0.455,4.9,5.9,0.8290000000000001,1.3,7.0,8.3,5.1,1.4,0.1,4.0,3.8,24.1,,97,111
Tony Wroten,20,72,16,1765,9.5,22.2,0.42700000000000005,1.1,5.2,0.213,8.4,17.0,0.49200000000000005,5.7,8.9,0.6409999999999999,1.9,4.4,6.3,6.0,2.1,0.4,5.6,4.1,25.8,,92,111
Hollis Thompson,22,77,41,1742,4.8,10.3,0.46,1.9,4.6,0.401,2.9,5.7,0.507,1.4,2.0,0.7120000000000001,2.0,4.8,6.9,2.0,1.5,0.3,1.7,4.0,12.8,,110,112
Spencer Hawes,25,53,53,1666,7.7,17.0,0.451,2.4,5.9,0.39899999999999997,5.3,11.1,0.478,2.3,2.9,0.782,2.6,10.6,13.1,5.1,0.9,1.9,3.5,4.5,20.0,,104,108
Elliot Williams,24,67,2,1157,5.9,14.1,0.415,1.5,5.2,0.29600000000000004,4.3,8.9,0.486,3.6,5.0,0.731,1.3,4.2,5.4,3.0,1.5,0.1,2.8,5.3,16.9,,98,113
Lavoy Allen,24,51,2,960,5.9,13.4,0.44,0.1,0.7,0.154,5.8,12.8,0.455,1.4,2.0,0.675,5.3,8.6,14.0,3.3,1.1,1.4,2.0,5.8,13.3,,103,109
Henry Sims,23,26,25,707,7.7,15.7,0.489,0.0,0.1,0.0,7.7,15.6,0.491,5.6,7.3,0.7659999999999999,5.6,6.8,12.4,3.2,1.6,0.9,2.3,5.8,21.0,,116,110
Brandon Davies,22,51,0,575,4.5,10.8,0.42200000000000004,0.2,0.8,0.2,4.4,9.9,0.441,2.9,4.5,0.642,3.2,6.0,9.2,2.4,2.0,0.7,2.9,7.7,12.1,,93,110
Jarvis Varnado,25,23,0,337,5.2,8.6,0.6,0.0,0.0,,5.2,8.6,0.6,3.9,7.5,0.519,2.7,6.3,9.0,1.9,1.4,4.2,1.4,8.8,14.2,,118,107
Daniel Orton,23,22,4,251,4.1,9.1,0.447,0.0,0.0,,4.1,9.1,0.447,4.4,5.8,0.767,3.1,8.7,11.8,2.9,1.2,3.1,3.5,7.3,12.5,,99,107
Byron Mullens,24,18,0,247,9.2,19.8,0.465,3.9,9.8,0.4,5.3,10.0,0.529,1.6,2.7,0.5710000000000001,3.3,8.4,11.8,1.6,1.8,1.6,2.7,6.1,23.9,,106,108
Lorenzo Brown,23,26,0,224,5.6,18.6,0.302,0.6,6.5,0.1,5.0,12.1,0.41100000000000003,1.9,2.8,0.6920000000000001,1.7,4.3,6.1,8.9,2.8,0.6,3.5,4.1,13.8,,82,109
Darius Morris,23,12,0,193,7.3,16.8,0.433,2.5,6.0,0.41700000000000004,4.8,10.8,0.442,3.8,5.3,0.7140000000000001,0.8,2.5,3.3,7.8,2.0,0.0,4.8,5.3,20.8,,100,113
Arnett Moultrie,23,12,2,187,4.1,9.8,0.42100000000000004,0.0,0.0,,4.1,9.8,0.42100000000000004,1.0,1.3,0.8,2.8,6.2,9.1,0.5,2.1,1.0,1.8,5.7,9.3,,89,109
Dewayne Dedmon,24,11,0,150,4.8,9.4,0.517,0.0,0.0,,4.8,9.4,0.517,2.3,4.2,0.5379999999999999,3.6,12.3,15.8,1.0,0.0,2.9,2.9,9.0,11.9,,96,108
Casper Ware,24,9,0,116,7.5,17.5,0.429,2.9,8.8,0.33299999999999996,4.6,8.8,0.524,2.1,2.5,0.833,0.0,3.8,3.8,4.2,3.3,0.0,2.1,4.6,20.0,,105,109
Eric Maynor,26,8,0,112,4.8,12.5,0.379,1.7,5.2,0.33299999999999996,3.0,7.3,0.41200000000000003,1.7,3.5,0.5,0.9,5.6,6.5,5.2,1.7,0.9,5.2,1.7,13.0,,79,111
James Nunnally,23,9,0,111,3.9,12.2,0.321,2.2,6.5,0.33299999999999996,1.7,5.7,0.308,1.3,2.2,0.6,0.0,4.8,4.8,2.6,2.2,0.4,1.3,3.9,11.3,,89,111
Darius Johnson-Odom,24,3,0,15,0.0,22.6,0.0,0.0,9.7,0.0,0.0,12.9,0.0,0.0,6.5,0.0,0.0,6.5,6.5,3.2,3.2,0.0,6.5,9.7,0.0,,6,107
Adonis Thomas,20,2,1,13,11.2,18.6,0.6,3.7,7.4,0.5,7.4,11.2,0.667,0.0,0.0,,0.0,0.0,0.0,3.7,0.0,0.0,3.7,14.9,26.1,,113,118
