PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Latrell Sprewell,30,5,212,10.0,0.474,0.163,0.29100000000000004,2.0,6.7,4.5,15.1,1.3,0.3,17.1,27.5,,-0.3,0.1,-0.2,-0.035,,-2.5,-1.8,-4.3,-0.1
Allan Houston,29,5,189,20.4,0.706,0.172,0.344,0.0,5.6,3.0,7.5,1.4,0.4,12.0,22.1,,0.7,0.1,0.8,0.214,,3.8,1.2,5.0,0.3
Kurt Thomas,28,5,186,18.1,0.594,0.0,0.66,12.6,24.7,19.1,8.6,0.6,1.9,12.9,18.7,,0.5,0.2,0.7,0.193,,1.6,1.2,2.8,0.2
Mark Jackson,35,5,156,16.6,0.545,0.2,0.075,2.7,17.3,10.6,29.4,2.8,0.0,19.5,16.4,,0.2,0.2,0.4,0.12,,1.6,2.6,4.2,0.2
Glen Rice,33,5,144,13.9,0.5489999999999999,0.26899999999999996,0.154,2.9,15.5,9.7,3.9,1.1,0.5,11.2,21.6,,0.1,0.1,0.2,0.083,,0.8,-0.6,0.2,0.1
Marcus Camby,26,4,141,9.1,0.39399999999999996,0.0,0.5,3.9,23.4,14.4,7.9,0.8,4.5,5.9,11.9,,0.0,0.2,0.2,0.057999999999999996,,-2.3,2.5,0.3,0.1
Charlie Ward,30,5,86,4.7,0.42200000000000004,0.444,0.222,3.2,6.8,5.2,13.5,1.3,0.0,21.3,21.8,,-0.2,0.0,-0.1,-0.08,,-4.3,-2.6,-6.9,-0.1
Othella Harrington,27,5,77,11.3,0.556,0.0,0.35700000000000004,12.5,12.2,12.4,4.3,2.8,1.8,15.6,12.4,,0.1,0.1,0.2,0.132,,-1.9,1.7,-0.3,0.0
Rick Brunson,28,2,4,9.1,0.5429999999999999,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,46.9,,0.0,0.0,0.0,-0.138,,-2.9,-7.3,-10.2,0.0
Felton Spencer,33,2,4,-9.7,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.005,,-15.5,-0.9,-16.4,0.0
Travis Knight,26,1,1,-19.5,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.015,,-753.3,123.0,-630.4,0.0
