Season,Team ID,Team ABV,Team,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2012,22,ORL,Orlando Magic,Dwight Howard,26.0,54.0,2070.0,0.57,0.58,0.0,0.57,0.49,0.57,0.79,0.01,128.0,121.0,,118.0,65.0,108.0,286.0,4.0,124.4,82.3
2012,22,ORL,Orlando Magic,Ryan Anderson,23.0,61.0,1964.0,0.44,0.5,0.39,0.55,0.88,0.59,0.23,0.56,98.0,104.0,113.0,113.0,117.0,112.0,82.0,247.0,92.2,102.6
2012,22,ORL,Orlando Magic,J.J. Redick,27.0,65.0,1765.0,0.42,0.43,0.42,0.52,0.91,0.57,0.27,0.46,95.0,90.0,120.0,107.0,121.0,109.0,97.0,203.0,38.8,62.5
2012,22,ORL,Orlando Magic,Jameer Nelson,29.0,57.0,1706.0,0.43,0.46,0.38,0.5,0.81,0.52,0.14,0.38,95.0,96.0,108.0,102.0,107.0,99.0,53.0,169.0,14.4,-3.7
2012,22,ORL,Orlando Magic,Jason Richardson,31.0,54.0,1591.0,0.41,0.44,0.37,0.49,0.59,0.5,0.12,0.46,91.0,93.0,106.0,101.0,79.0,95.0,42.0,206.0,7.1,-31.3
2012,22,ORL,Orlando Magic,Hedo Turkoglu,32.0,53.0,1653.0,0.42,0.48,0.35,0.5,0.7,0.53,0.19,0.51,93.0,101.0,101.0,104.0,94.0,100.0,68.0,227.0,17.8,0.6
2012,22,ORL,Orlando Magic,Glen Davis,26.0,61.0,1427.0,0.42,0.43,0.14,0.42,0.68,0.47,0.31,0.03,94.0,90.0,41.0,87.0,91.0,88.0,113.0,12.0,-68.4,-74.4
2012,22,ORL,Orlando Magic,Chris Duhon,29.0,63.0,1226.0,0.42,0.42,0.42,0.54,0.81,0.56,0.1,0.59,93.0,87.0,120.0,111.0,108.0,106.0,38.0,260.0,22.2,13.3
2012,22,ORL,Orlando Magic,Quentin Richardson,31.0,48.0,866.0,0.38,0.42,0.35,0.48,0.83,0.51,0.15,0.61,84.0,88.0,100.0,99.0,111.0,97.0,55.0,272.0,-2.0,-6.6
2012,22,ORL,Orlando Magic,Von Wafer,26.0,33.0,469.0,0.45,0.48,0.36,0.5,0.7,0.54,0.34,0.25,101.0,101.0,103.0,102.0,94.0,102.0,125.0,110.0,3.0,3.4
2012,22,ORL,Orlando Magic,Earl Clark,24.0,45.0,559.0,0.37,0.37,,0.37,0.72,0.4,0.21,0.0,82.0,77.0,,75.0,96.0,77.0,76.0,,-33.5,-37.0
2012,22,ORL,Orlando Magic,Daniel Orton,21.0,16.0,187.0,0.57,0.59,0.0,0.57,0.44,0.55,0.83,0.03,127.0,123.0,,116.0,58.0,104.0,302.0,15.0,4.8,1.8
2012,22,ORL,Orlando Magic,Ish Smith,23.0,20.0,171.0,0.37,0.38,0.25,0.38,0.75,0.41,0.16,0.08,83.0,80.0,72.0,78.0,100.0,78.0,57.0,35.0,-10.7,-12.5
2012,22,ORL,Orlando Magic,DeAndre Liggins,23.0,17.0,115.0,0.48,0.57,0.0,0.48,0.47,0.5,0.76,0.16,107.0,120.0,,99.0,63.0,94.0,276.0,71.0,-0.4,-2.2
2012,22,ORL,Orlando Magic,Justin Harper,22.0,14.0,84.0,0.29,0.39,0.15,0.32,0.0,0.32,0.03,0.42,65.0,82.0,44.0,66.0,,60.0,12.0,186.0,-10.2,-13.1
2012,22,ORL,Orlando Magic,Larry Hughes,33.0,9.0,114.0,0.23,0.27,0.14,0.25,0.5,0.26,0.09,0.32,51.0,56.0,41.0,51.0,66.0,50.0,33.0,141.0,-10.4,-12.1
2012,22,ORL,Orlando Magic,Team,,,,0.44,0.48,0.38,0.51,0.66,0.54,0.29,0.35,99.0,100.0,108.0,104.0,88.0,101.0,106.0,154.0,199.8,86.1
2012,22,ORL,Orlando Magic,League Average,,,,0.45,0.48,0.35,0.49,0.75,0.53,0.28,0.23,,,,,,,,,,
