Season,Team ID,Team ABV,Team,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2012,19,NOH,New Orleans Hornets,Marco Belinelli,25.0,66.0,1966.0,0.42,0.44,0.38,0.5,0.78,0.52,0.19,0.41,93.0,93.0,108.0,102.0,104.0,100.0,68.0,183.0,10.4,-3.0
2012,19,NOH,New Orleans Hornets,Jarrett Jack,28.0,45.0,1530.0,0.46,0.48,0.35,0.49,0.87,0.54,0.25,0.19,102.0,101.0,100.0,100.0,116.0,102.0,92.0,85.0,2.8,16.7
2012,19,NOH,New Orleans Hornets,Chris Kaman,29.0,47.0,1372.0,0.45,0.45,,0.45,0.78,0.48,0.18,0.0,99.0,93.0,,91.0,104.0,91.0,65.0,,-49.8,-63.0
2012,19,NOH,New Orleans Hornets,Greivis Vasquez,25.0,66.0,1706.0,0.43,0.47,0.32,0.47,0.82,0.51,0.22,0.26,96.0,98.0,91.0,97.0,109.0,97.0,81.0,114.0,-16.7,-16.6
2012,19,NOH,New Orleans Hornets,Carl Landry,28.0,41.0,999.0,0.5,0.51,0.0,0.5,0.8,0.58,0.51,0.01,112.0,106.0,,103.0,106.0,109.0,184.0,4.0,11.2,44.0
2012,19,NOH,New Orleans Hornets,Trevor Ariza,26.0,41.0,1350.0,0.42,0.44,0.33,0.45,0.77,0.5,0.25,0.22,93.0,92.0,96.0,93.0,103.0,94.0,92.0,96.0,-27.8,-28.2
2012,19,NOH,New Orleans Hornets,Al-Farouq Aminu,21.0,66.0,1477.0,0.41,0.43,0.28,0.43,0.75,0.48,0.31,0.13,92.0,90.0,79.0,88.0,100.0,91.0,113.0,57.0,-42.7,-38.7
2012,19,NOH,New Orleans Hornets,Jason Smith,25.0,40.0,947.0,0.52,0.53,0.11,0.52,0.7,0.54,0.14,0.03,116.0,111.0,32.0,107.0,93.0,102.0,49.0,11.0,23.8,7.3
2012,19,NOH,New Orleans Hornets,Gustavo Ayon,26.0,54.0,1088.0,0.54,0.54,0.0,0.54,0.62,0.55,0.24,0.0,120.0,113.0,,110.0,82.0,105.0,88.0,2.0,25.6,14.6
2012,19,NOH,New Orleans Hornets,Emeka Okafor,29.0,27.0,781.0,0.53,0.53,,0.53,0.51,0.54,0.35,0.0,119.0,112.0,,109.0,68.0,102.0,125.0,,19.4,6.1
2012,19,NOH,New Orleans Hornets,Xavier Henry,20.0,45.0,759.0,0.4,0.39,0.41,0.41,0.61,0.45,0.37,0.08,88.0,82.0,118.0,84.0,81.0,85.0,135.0,33.0,-35.2,-40.8
2012,19,NOH,New Orleans Hornets,Eric Gordon,23.0,9.0,310.0,0.45,0.53,0.25,0.49,0.75,0.55,0.46,0.29,100.0,111.0,72.0,100.0,100.0,104.0,168.0,127.0,-0.4,7.3
2012,19,NOH,New Orleans Hornets,Lance Thomas,23.0,42.0,630.0,0.45,0.46,0.0,0.45,0.84,0.54,0.49,0.01,101.0,96.0,,93.0,111.0,103.0,178.0,4.0,-8.8,4.4
2012,19,NOH,New Orleans Hornets,DaJuan Summers,24.0,15.0,209.0,0.43,0.47,0.31,0.47,0.78,0.49,0.14,0.25,96.0,98.0,90.0,96.0,103.0,94.0,50.0,109.0,-2.3,-4.7
2012,19,NOH,New Orleans Hornets,Jerome Dyson,24.0,9.0,180.0,0.4,0.45,0.12,0.41,0.78,0.52,0.75,0.17,88.0,94.0,36.0,83.0,103.0,100.0,272.0,74.0,-7.8,-0.3
2012,19,NOH,New Orleans Hornets,Solomon Jones,27.0,11.0,196.0,0.43,0.43,,0.43,0.83,0.5,0.34,0.0,97.0,91.0,,89.0,111.0,95.0,123.0,,-5.7,-3.2
2012,19,NOH,New Orleans Hornets,Carldell Johnson,29.0,15.0,119.0,0.31,0.35,0.27,0.37,0.33,0.37,0.09,0.43,70.0,73.0,76.0,76.0,44.0,71.0,31.0,190.0,-8.1,-11.3
2012,19,NOH,New Orleans Hornets,Chris Johnson,26.0,7.0,82.0,0.5,0.5,,0.5,0.71,0.55,0.39,0.0,112.0,105.0,,103.0,95.0,103.0,141.0,,0.5,0.8
2012,19,NOH,New Orleans Hornets,Darryl Watkins,27.0,5.0,98.0,0.5,0.5,,0.5,0.5,0.52,1.29,0.0,112.0,105.0,,103.0,66.0,100.0,466.0,,0.4,-0.1
2012,19,NOH,New Orleans Hornets,Trey Johnson,27.0,11.0,61.0,0.57,0.57,,0.57,1.0,0.65,0.36,0.0,128.0,120.0,,117.0,133.0,123.0,129.0,,2.4,3.9
2012,19,NOH,New Orleans Hornets,Donald Sloan,24.0,3.0,41.0,0.36,0.42,0.0,0.36,0.5,0.38,0.29,0.14,80.0,87.0,,73.0,66.0,72.0,104.0,63.0,-3.6,-4.6
2012,19,NOH,New Orleans Hornets,Jeff Foote,24.0,4.0,39.0,0.33,0.33,,0.33,,0.33,0.0,0.0,74.0,70.0,,68.0,,63.0,,,-1.8,-2.3
2012,19,NOH,New Orleans Hornets,Team,,,,0.45,0.47,0.33,0.48,0.76,0.52,0.27,0.15,101.0,99.0,96.0,98.0,101.0,98.0,99.0,68.0,-105.5,-104.6
2012,19,NOH,New Orleans Hornets,League Average,,,,0.45,0.48,0.35,0.49,0.75,0.53,0.28,0.23,,,,,,,,,,
