Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1994,29,3128,UTA,Utah Jazz,Aaron Williams,"October 2, 1971",22.0,NBA,PF,6.0,12.0,-7.0,0.24,0.0,0.12,9.8,19.0,14.4,13.0,0.0,0.0,10.6,34.8,-0.1,0.0,-0.1,-0.33,-17.6,-6.3,-23.9,-0.1
1995,17,3128,MIL,Milwaukee Bucks,Aaron Williams,"October 2, 1971",23.0,NBA,PF,15.0,72.0,7.0,0.41,0.04,0.5,8.1,24.1,15.9,0.0,1.4,6.2,19.3,22.3,-0.2,0.1,-0.1,-0.07,-8.7,-0.3,-9.0,-0.1
1997,31,3128,TOT,Total After Trade,Aaron Williams,"October 2, 1971",25.0,NBA,"C,PF",33.0,563.0,16.4,0.6,0.01,0.33,12.6,16.9,14.7,4.7,1.5,3.9,15.9,16.6,0.7,0.4,1.1,0.1,-1.0,-0.6,-1.6,0.1
1997,8,3128,DEN,Denver Nuggets,Aaron Williams,"October 2, 1971",25.0,NBA,C,1.0,10.0,19.1,0.6,0.0,0.0,23.1,33.8,28.5,0.0,0.0,20.5,44.4,40.2,-0.1,0.0,-0.1,-0.28,-7.9,2.4,-5.5,0.0
1997,15,3128,VAN,Vancouver Grizzlies,Aaron Williams,"October 2, 1971",25.0,NBA,PF,32.0,553.0,16.4,0.6,0.01,0.34,12.4,16.6,14.5,4.8,1.6,3.6,14.5,16.2,0.8,0.4,1.2,0.1,-0.9,-0.7,-1.6,0.1
1998,21,3128,SEA,Seattle Supersonics,Aaron Williams,"October 2, 1971",26.0,NBA,PF,65.0,757.0,13.4,0.57,0.0,0.39,7.7,15.4,11.6,3.0,1.3,3.8,16.3,18.8,0.7,1.0,1.7,0.1,-3.1,-0.2,-3.3,-0.2
1999,21,3128,SEA,Seattle Supersonics,Aaron Williams,"October 2, 1971",27.0,NBA,PF,40.0,458.0,15.2,0.51,0.01,0.6,13.4,18.9,16.1,7.8,1.6,3.9,16.2,18.4,0.6,0.4,1.1,0.11,-1.8,0.2,-1.6,0.0
2000,30,3128,WAS,Washington Wizards,Aaron Williams,"October 2, 1971",28.0,NBA,PF,81.0,1545.0,17.7,0.57,0.01,0.45,11.7,18.9,15.2,6.2,1.4,4.3,12.9,17.8,3.2,1.6,4.8,0.15,0.0,0.4,0.3,0.9
2001,3,3128,NJN,New Jersey Nets,Aaron Williams,"October 2, 1971",29.0,NBA,PF,82.0,2336.0,15.1,0.53,0.0,0.48,10.1,19.2,14.5,6.5,1.3,3.6,14.4,17.8,2.9,2.3,5.2,0.11,-1.3,-0.3,-1.6,0.2
2002,3,3128,NJN,New Jersey Nets,Aaron Williams,"October 2, 1971",30.0,NBA,PF,82.0,1546.0,15.2,0.57,0.0,0.42,8.3,16.4,12.3,8.1,1.0,3.5,13.2,17.4,2.4,2.5,5.0,0.15,-1.4,1.0,-0.4,0.6
