Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1994,22.0,UTA,NBA,PF,6.0,12.0,-7.0,0.237,0.0,0.125,9.8,19.0,14.4,13.0,0.0,0.0,10.6,34.8,,-0.1,0.0,-0.1,-0.327,,-17.6,-6.3,-23.9,-0.1
1995,23.0,MIL,NBA,PF,15.0,72.0,7.0,0.41,0.042,0.5,8.1,24.1,15.9,0.0,1.4,6.2,19.3,22.3,,-0.2,0.1,-0.1,-0.067,,-8.7,-0.3,-9.0,-0.1
1997,25.0,TOT,NBA,"C,PF",33.0,563.0,16.4,0.599,0.007,0.331,12.6,16.9,14.7,4.7,1.5,3.9,15.9,16.6,,0.7,0.4,1.1,0.098,,-1.0,-0.6,-1.6,0.1
1997,25.0,DEN,NBA,C,1.0,10.0,19.1,0.6,0.0,0.0,23.1,33.8,28.5,0.0,0.0,20.5,44.4,40.2,,-0.1,0.0,-0.1,-0.281,,-7.9,2.4,-5.5,0.0
1997,25.0,VAN,NBA,PF,32.0,553.0,16.4,0.599,0.007,0.343,12.4,16.6,14.5,4.8,1.6,3.6,14.5,16.2,,0.8,0.4,1.2,0.104,,-0.9,-0.7,-1.6,0.1
1998,26.0,SEA,NBA,PF,65.0,757.0,13.4,0.575,0.005,0.386,7.7,15.4,11.6,3.0,1.3,3.8,16.3,18.8,,0.7,1.0,1.7,0.105,,-3.1,-0.2,-3.3,-0.2
1999,27.0,SEA,NBA,PF,40.0,458.0,15.2,0.508,0.008,0.602,13.4,18.9,16.1,7.8,1.6,3.9,16.2,18.4,,0.6,0.4,1.1,0.11,,-1.8,0.2,-1.6,0.0
2001,29.0,NJN,NBA,PF,82.0,2336.0,15.1,0.533,0.003,0.477,10.1,19.2,14.5,6.5,1.3,3.6,14.4,17.8,,2.9,2.3,5.2,0.107,,-1.3,-0.3,-1.6,0.2
2002,30.0,NJN,NBA,PF,82.0,1546.0,15.2,0.568,0.005,0.424,8.3,16.4,12.3,8.1,1.0,3.5,13.2,17.4,,2.4,2.5,5.0,0.154,,-1.4,1.0,-0.4,0.6
2003,31.0,NJN,NBA,C,81.0,1597.0,11.9,0.504,0.002,0.296,9.8,13.9,11.8,9.0,0.9,2.7,14.6,16.4,,1.2,2.4,3.7,0.11,,-2.2,0.6,-1.6,0.2
2004,32.0,NJN,NBA,C,72.0,1337.0,13.2,0.549,0.009,0.453,8.9,17.0,13.0,10.4,1.4,2.7,17.8,17.5,,1.1,2.3,3.4,0.122,,-2.4,0.8,-1.6,0.1
2005,33.0,TOT,NBA,C,42.0,315.0,5.9,0.518,0.0,0.27,6.2,16.3,11.1,4.2,0.8,2.0,19.4,12.9,,-0.1,0.3,0.3,0.039,,-6.7,0.0,-6.7,-0.4
2005,33.0,NJN,NBA,C,19.0,150.0,8.9,0.589,0.0,0.37,5.5,19.5,12.4,6.7,1.4,2.7,25.9,13.3,,0.0,0.2,0.2,0.073,,-5.1,1.8,-3.2,0.0
2005,33.0,TOR,NBA,C,23.0,165.0,3.3,0.461,0.0,0.194,6.7,13.3,9.9,1.9,0.3,1.3,13.3,12.5,,0.0,0.1,0.0,0.008,,-8.1,-1.6,-9.8,-0.3
2006,34.0,TOT,NBA,C,48.0,791.0,11.6,0.551,0.0,0.33,9.4,18.2,13.6,3.6,1.2,2.2,13.0,13.7,,0.8,0.8,1.6,0.096,,-3.2,-0.4,-3.6,-0.3
2006,34.0,TOR,NBA,C,14.0,99.0,7.2,0.578,0.0,0.316,5.9,12.9,9.3,1.5,2.1,2.4,18.8,12.4,,0.0,0.1,0.1,0.048,,-6.6,0.6,-6.0,-0.1
2006,34.0,NOK,NBA,C,34.0,692.0,12.2,0.548,0.0,0.331,9.9,18.9,14.3,3.9,1.0,2.1,12.2,13.8,,0.8,0.7,1.5,0.103,,-2.7,-0.6,-3.3,-0.2
2007,35.0,LAC,NBA,PF,38.0,374.0,9.4,0.606,0.019,0.415,8.7,18.4,13.6,2.9,1.0,2.9,22.3,10.0,,0.2,0.4,0.7,0.089,,-3.3,0.6,-2.7,-0.1
2008,36.0,LAC,NBA,C,30.0,297.0,10.3,0.54,0.0,0.327,5.8,18.0,11.9,4.9,2.1,3.8,17.1,11.8,,0.0,0.4,0.4,0.072,,-4.5,2.0,-2.5,0.0
