Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1985,27,2467,SAS,San Antonio Spurs,Alvin Robertson,"July 22, 1962",22.0,NBA,SG,79.0,1685.0,15.3,0.54,0.02,0.28,8.0,9.7,8.9,21.5,3.5,0.8,19.8,20.0,1.1,2.0,3.1,0.09,-0.2,1.1,0.9,1.2
1986,27,2467,SAS,San Antonio Spurs,Alvin Robertson,"July 22, 1962",23.0,NBA,SG,82.0,2878.0,19.5,0.56,0.03,0.3,7.5,12.8,10.2,21.8,4.8,0.8,17.1,20.9,4.0,4.6,8.6,0.14,1.5,3.3,4.7,4.9
1987,27,2467,SAS,San Antonio Spurs,Alvin Robertson,"July 22, 1962",24.0,NBA,SG,81.0,2697.0,18.5,0.51,0.04,0.26,7.3,10.1,8.7,23.2,4.6,0.7,14.7,24.5,1.8,3.4,5.3,0.09,0.9,2.1,3.0,3.4
1988,27,2467,SAS,San Antonio Spurs,Alvin Robertson,"July 22, 1962",25.0,NBA,SG,82.0,2978.0,18.9,0.51,0.07,0.26,5.9,12.2,9.0,26.1,3.8,1.3,13.8,24.1,3.1,2.8,5.8,0.09,1.7,1.2,2.9,3.7
1989,27,2467,SAS,San Antonio Spurs,Alvin Robertson,"July 22, 1962",26.0,NBA,SG,65.0,2287.0,17.2,0.52,0.05,0.26,7.2,11.4,9.2,25.5,4.0,0.9,17.7,22.2,1.3,3.1,4.4,0.09,0.8,1.8,2.5,2.6
1990,17,2467,MIL,Milwaukee Bucks,Alvin Robertson,"July 22, 1962",27.0,NBA,SG,81.0,2599.0,18.9,0.54,0.03,0.28,10.0,14.7,12.3,25.6,3.9,0.4,17.0,20.6,3.6,3.9,7.5,0.14,1.7,2.0,3.7,3.7
1991,17,2467,MIL,Milwaukee Bucks,Alvin Robertson,"July 22, 1962",28.0,NBA,SG,81.0,2598.0,18.6,0.54,0.07,0.29,8.6,12.5,10.5,25.4,4.7,0.4,17.2,20.3,3.4,4.3,7.7,0.14,1.6,2.8,4.4,4.2
1992,17,2467,MIL,Milwaukee Bucks,Alvin Robertson,"July 22, 1962",29.0,NBA,SG,82.0,2463.0,15.0,0.5,0.23,0.22,7.8,8.5,8.1,21.7,4.3,0.8,18.1,21.0,1.0,2.7,3.6,0.07,0.2,1.5,1.6,2.2
1993,31,2467,TOT,Total After Trade,Alvin Robertson,"July 22, 1962",30.0,NBA,SG,69.0,2006.0,13.2,0.52,0.23,0.24,5.8,9.4,7.6,18.6,3.9,0.6,18.3,15.6,1.0,2.4,3.4,0.08,-1.4,2.5,1.0,1.6
1993,17,2467,MIL,Milwaukee Bucks,Alvin Robertson,"July 22, 1962",30.0,NBA,SG,39.0,1065.0,13.6,0.53,0.19,0.24,5.1,9.9,7.4,21.0,4.2,0.6,19.4,16.0,0.4,1.2,1.6,0.07,-1.3,2.3,1.0,0.8
1993,9,2467,DET,Detroit Pistons,Alvin Robertson,"July 22, 1962",30.0,NBA,SG,30.0,941.0,12.7,0.51,0.27,0.23,6.8,8.9,7.8,16.0,3.6,0.6,16.9,15.1,0.6,1.2,1.7,0.09,-1.6,2.7,1.1,0.7
1996,28,2467,TOR,Toronto Raptors,Alvin Robertson,"July 22, 1962",33.0,NBA,SG,77.0,2478.0,12.7,0.53,0.25,0.26,5.3,11.2,8.2,19.7,3.5,1.1,21.3,15.3,0.9,1.9,2.8,0.05,-1.9,1.2,-0.7,0.8
