Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2004,8,93,DEN,Denver Nuggets,19.0,NBA,SF,4.0,143.0,9.8,0.41,0.17,0.31,5.2,23.0,13.3,12.2,1.8,0.0,18.9,27.7,,-0.3,0.1,-0.2,-0.06,,-3.3,-1.5,-4.8,-0.1
2005,8,93,DEN,Denver Nuggets,20.0,NBA,SF,5.0,180.0,14.4,0.49,0.01,0.39,8.6,8.9,8.8,11.7,0.9,0.5,11.8,28.5,,0.0,0.1,0.1,0.02,,1.4,-1.9,-0.5,0.1
2006,8,93,DEN,Denver Nuggets,21.0,NBA,SF,5.0,193.0,10.7,0.43,0.04,0.52,6.2,14.4,9.7,14.3,1.1,0.4,11.0,31.2,,-0.3,0.3,0.0,-0.01,,-0.1,-1.4,-1.5,0.0
2007,8,93,DEN,Denver Nuggets,22.0,NBA,SF,5.0,210.0,22.1,0.58,0.18,0.4,10.0,13.5,11.8,6.0,1.3,0.0,14.2,29.5,,0.5,0.1,0.6,0.14,,5.8,-0.6,5.2,0.4
2008,8,93,DEN,Denver Nuggets,23.0,NBA,SF,4.0,146.0,14.9,0.45,0.09,0.33,13.1,14.4,13.7,9.7,0.7,0.5,10.6,32.0,,0.0,-0.1,-0.1,-0.02,,0.8,-3.4,-2.6,0.0
2009,8,93,DEN,Denver Nuggets,24.0,NBA,SF,16.0,612.0,24.3,0.56,0.2,0.45,5.0,13.3,9.1,19.8,2.4,1.4,8.8,31.5,,1.9,0.6,2.6,0.2,,4.5,0.5,5.0,1.1
2010,8,93,DEN,Denver Nuggets,25.0,NBA,SF,6.0,254.0,23.3,0.56,0.14,0.41,6.6,18.3,12.3,15.0,2.4,1.0,11.4,32.1,,0.6,0.1,0.7,0.13,,4.0,-0.9,3.1,0.3
2011,20,93,NYK,New York Knicks,26.0,NBA,SF,4.0,156.0,22.5,0.5,0.3,0.39,8.5,23.0,14.9,26.8,1.7,1.4,11.2,32.7,,0.3,0.2,0.5,0.15,,6.1,0.5,6.6,0.3
2012,20,93,NYK,New York Knicks,27.0,NBA,SF,5.0,204.0,21.5,0.49,0.14,0.33,7.4,17.4,12.2,14.1,1.6,0.5,9.0,36.2,,0.3,0.0,0.4,0.09,,4.8,-0.1,4.7,0.3
2013,20,93,NYK,New York Knicks,28.0,NBA,PF,12.0,481.0,20.4,0.5,0.18,0.28,2.5,18.2,9.7,9.3,1.5,0.4,8.2,38.0,,0.4,0.8,1.1,0.11,,4.1,-1.2,2.9,0.6
2018,21,93,OKC,Oklahoma City Thunder,33.0,NBA,PF,6.0,194.0,9.7,0.45,0.39,0.21,1.7,16.7,9.3,1.6,2.5,1.9,7.1,19.1,,-0.2,0.3,0.1,0.02,,-2.0,-0.1,-2.2,0.0
2020,25,93,POR,Portland Trail Blazers,35.0,NBA,PF,5.0,176.0,8.4,0.51,0.28,0.21,0.6,14.4,7.5,9.1,1.3,1.0,14.9,20.6,,-0.2,0.1,-0.1,-0.02,,-2.3,-0.7,-3.0,0.0
