Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1992,6,334,CLE,Cleveland Cavaliers,21.0,NBA,PG,82.0,1605.0,12.8,0.46,0.04,0.21,3.5,7.6,5.6,27.8,2.6,0.8,17.2,21.5,-0.6,1.5,0.9,0.03,-1.7,-0.5,-2.2,-0.1
1993,6,334,CLE,Cleveland Cavaliers,22.0,NBA,PG,82.0,1622.0,16.7,0.53,0.07,0.23,2.7,9.6,6.3,27.4,2.5,1.0,13.5,21.6,1.9,2.1,3.9,0.12,0.5,0.8,1.3,1.3
1994,6,334,CLE,Cleveland Cavaliers,23.0,NBA,PG,73.0,1548.0,15.0,0.49,0.06,0.3,2.8,9.1,6.0,27.9,2.8,0.7,15.2,21.1,1.1,1.8,2.9,0.09,-0.5,0.8,0.3,0.9
1995,6,334,CLE,Cleveland Cavaliers,24.0,NBA,PG,67.0,1961.0,18.7,0.53,0.16,0.24,2.2,9.9,5.9,35.8,3.1,0.6,14.6,24.2,2.6,3.0,5.6,0.14,2.2,1.6,3.8,2.8
1996,6,334,CLE,Cleveland Cavaliers,25.0,NBA,PG,75.0,2570.0,25.2,0.57,0.21,0.35,2.4,10.6,6.4,38.1,3.0,1.1,10.1,27.6,9.5,3.1,12.7,0.24,6.0,1.5,7.5,6.2
1997,6,334,CLE,Cleveland Cavaliers,26.0,NBA,PG,78.0,2868.0,21.5,0.53,0.21,0.23,2.1,11.7,6.8,35.6,2.8,0.9,11.0,28.3,6.2,4.7,10.8,0.18,4.2,1.5,5.6,5.5
1998,17,334,MIL,Milwaukee Bucks,27.0,NBA,PG,50.0,1784.0,20.2,0.53,0.13,0.21,1.6,10.6,6.0,40.0,3.3,0.7,15.3,24.2,3.1,2.0,5.1,0.14,2.8,0.8,3.7,2.5
1999,31,334,TOT,Total After Trade,28.0,NBA,PG,36.0,1217.0,19.5,0.46,0.09,0.15,2.5,10.6,6.4,44.0,2.8,0.6,12.0,23.0,1.9,1.2,3.2,0.13,2.6,0.6,3.2,1.6
1999,17,334,MIL,Milwaukee Bucks,28.0,NBA,PG,15.0,505.0,17.4,0.46,0.14,0.15,2.7,9.9,6.3,36.8,2.6,0.5,14.0,24.4,0.5,0.4,0.9,0.08,1.7,-0.3,1.5,0.4
1999,18,334,MIN,Minnesota Timberwolves,28.0,NBA,PG,21.0,712.0,20.9,0.47,0.06,0.16,2.3,11.1,6.4,49.1,2.9,0.7,10.6,22.1,1.5,0.8,2.3,0.16,3.3,1.2,4.4,1.2
2001,18,334,MIN,Minnesota Timberwolves,30.0,NBA,PG,78.0,2821.0,20.0,0.51,0.08,0.2,2.4,9.7,6.0,33.7,3.0,0.5,11.2,22.2,5.8,2.7,8.5,0.14,2.6,0.5,3.1,3.6
2002,18,334,MIN,Minnesota Timberwolves,31.0,NBA,PG,32.0,962.0,21.2,0.49,0.06,0.23,2.1,9.0,5.6,42.8,2.9,0.5,9.7,20.9,2.8,0.9,3.7,0.19,4.0,1.0,5.0,1.7
