Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013,17,1266,MIL,Milwaukee Bucks,John Henson,1990-12-28,22.0,NBA,PF,63.0,9.0,13.1,2.6,5.3,0.48,0.0,0.0,0.0,2.6,5.3,0.49,0.48,0.9,1.7,0.53,1.8,2.9,4.7,0.5,0.3,0.7,0.7,1.3,6.0
2014,17,1266,MIL,Milwaukee Bucks,John Henson,1990-12-28,23.0,NBA,PF,70.0,23.0,26.5,4.9,9.1,0.54,0.0,0.0,0.0,4.9,9.1,0.54,0.54,1.3,2.5,0.51,2.4,4.7,7.1,1.6,0.6,1.7,1.6,2.6,11.1
2015,17,1266,MIL,Milwaukee Bucks,John Henson,1990-12-28,24.0,NBA,C,67.0,11.0,18.3,2.9,5.2,0.57,0.0,0.0,,2.9,5.2,0.57,0.57,1.2,2.0,0.57,1.9,2.8,4.7,0.9,0.4,2.0,1.3,2.3,7.0
2016,17,1266,MIL,Milwaukee Bucks,John Henson,1990-12-28,25.0,NBA,C,57.0,1.0,16.8,2.9,5.1,0.56,0.0,0.0,0.0,2.9,5.1,0.57,0.56,1.2,2.1,0.59,1.5,2.4,3.9,0.9,0.3,1.9,1.1,2.3,7.0
2017,17,1266,MIL,Milwaukee Bucks,John Henson,1990-12-28,26.0,NBA,C,58.0,39.0,19.4,2.7,5.3,0.52,0.0,0.0,0.0,2.7,5.3,0.52,0.52,1.3,1.8,0.69,1.6,3.5,5.1,1.0,0.5,1.3,0.9,2.6,6.8
2018,17,1266,MIL,Milwaukee Bucks,John Henson,1990-12-28,27.0,NBA,C,76.0,69.0,25.9,3.8,6.6,0.57,0.0,0.1,0.14,3.8,6.5,0.58,0.57,1.2,2.1,0.57,2.0,4.8,6.8,1.5,0.6,1.4,1.1,2.7,8.8
2019,17,1266,MIL,Milwaukee Bucks,John Henson,1990-12-28,28.0,NBA,C,14.0,0.0,13.4,2.2,4.8,0.46,0.8,2.2,0.36,1.4,2.6,0.56,0.55,0.4,0.7,0.6,1.1,3.9,5.1,1.0,0.5,0.8,0.9,1.1,5.6
2020,31,1266,TOT,Total After Trade,John Henson,1990-12-28,29.0,NBA,C,40.0,8.0,15.0,2.4,4.3,0.56,0.2,0.9,0.22,2.2,3.4,0.64,0.58,0.6,1.2,0.5,1.2,2.9,4.1,1.4,0.6,1.1,0.9,2.0,5.5
2020,6,1266,CLE,Cleveland Cavaliers,John Henson,1990-12-28,29.0,NBA,C,29.0,2.0,14.2,2.1,4.1,0.51,0.2,1.1,0.19,1.9,3.1,0.62,0.53,0.6,1.1,0.52,1.1,2.8,3.9,1.5,0.6,1.1,0.7,1.9,5.0
2020,9,1266,DET,Detroit Pistons,John Henson,1990-12-28,29.0,NBA,C,11.0,6.0,17.1,3.1,4.6,0.67,0.2,0.5,0.4,2.9,4.2,0.7,0.69,0.5,1.2,0.46,1.3,3.1,4.4,1.0,0.7,0.9,1.4,2.1,6.9
