Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986,22.0,DET,NBA,SG,82,45,1957,5.3,11.0,0.481,0.1,0.3,0.313,5.2,10.7,0.485,3.5,4.4,0.798,1.1,1.1,2.2,7.2,1.2,0.2,2.9,3.7,14.1
1987,23.0,DET,NBA,SG,79,75,2439,5.4,11.1,0.493,0.1,0.3,0.409,5.3,10.7,0.495,2.7,3.6,0.748,0.7,1.7,2.5,5.2,1.2,0.1,2.5,2.9,13.7
1988,24.0,DET,NBA,SG,82,82,2732,6.0,12.7,0.472,0.1,0.3,0.211,5.9,12.4,0.477,3.3,4.1,0.815,0.8,1.8,2.6,5.1,1.1,0.2,2.3,2.0,15.3
1989,25.0,DET,NBA,SG,69,67,2408,6.8,13.5,0.505,0.2,0.4,0.483,6.6,13.1,0.506,3.9,4.6,0.85,0.9,1.7,2.6,5.8,0.9,0.1,2.7,1.5,17.7
1990,26.0,DET,NBA,SG,75,71,2578,7.1,14.8,0.48,0.3,0.8,0.4,6.8,14.0,0.485,4.1,4.6,0.9,0.8,2.1,3.0,5.1,0.9,0.0,2.0,1.8,18.6
1991,27.0,DET,NBA,SG,80,80,3046,7.4,15.3,0.481,0.2,0.5,0.311,7.2,14.7,0.488,4.4,4.9,0.89,0.7,1.5,2.2,5.2,1.1,0.1,2.2,1.6,19.3
1992,28.0,DET,NBA,SG,82,82,3192,6.6,14.8,0.448,0.6,1.4,0.408,6.1,13.4,0.452,4.6,5.4,0.867,0.9,1.2,2.1,4.2,0.8,0.1,2.2,1.6,18.4
1993,29.0,DET,NBA,SG,77,77,3094,7.9,16.9,0.466,1.3,3.5,0.375,6.6,13.4,0.489,4.0,4.6,0.864,0.7,1.0,1.7,3.6,0.9,0.1,1.6,1.6,21.0
1994,30.0,DET,NBA,SG,69,69,2591,7.0,15.5,0.452,1.7,4.4,0.388,5.3,11.1,0.477,3.8,4.6,0.836,0.5,1.6,2.1,3.6,0.9,0.1,2.2,1.6,19.6
1995,31.0,DET,NBA,SG,67,67,2544,5.9,13.7,0.43,1.5,4.8,0.305,4.4,8.9,0.497,3.9,4.9,0.805,0.7,1.6,2.2,5.2,1.0,0.1,3.1,2.2,17.2
1996,32.0,DET,NBA,PG,67,40,2193,4.2,9.8,0.426,2.0,4.9,0.406,2.2,4.9,0.447,2.7,3.2,0.822,0.5,1.8,2.3,4.4,0.7,0.0,1.6,1.7,13.0
1997,33.0,DET,NBA,SG,79,79,2923,4.7,10.8,0.44,2.0,4.7,0.432,2.7,6.0,0.446,2.7,3.2,0.867,0.5,1.9,2.4,3.9,0.7,0.0,1.6,1.2,14.3
1998,34.0,DET,NBA,SG,72,72,2326,5.1,12.2,0.416,2.4,6.6,0.371,2.6,5.6,0.468,2.0,2.4,0.825,0.2,1.4,1.6,3.9,0.7,0.0,1.3,1.5,14.6
1999,35.0,DET,NBA,SG,38,38,1116,4.6,11.3,0.411,2.9,7.1,0.403,1.8,4.2,0.426,1.6,2.0,0.836,0.4,1.8,2.2,4.3,0.7,0.1,1.7,1.6,13.8
