Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986,9,797,DET,Detroit Pistons,22.0,NBA,SG,82,45,1957,5.3,11.0,0.48,0.1,0.3,0.31,5.2,10.7,0.48,3.5,4.4,0.8,1.1,1.1,2.2,7.2,1.2,0.2,2.9,3.7,14.1
1987,9,797,DET,Detroit Pistons,23.0,NBA,SG,79,75,2439,5.4,11.1,0.49,0.1,0.3,0.41,5.3,10.7,0.5,2.7,3.6,0.75,0.7,1.7,2.5,5.2,1.2,0.1,2.5,2.9,13.7
1988,9,797,DET,Detroit Pistons,24.0,NBA,SG,82,82,2732,6.0,12.7,0.47,0.1,0.3,0.21,5.9,12.4,0.48,3.3,4.1,0.82,0.8,1.8,2.6,5.1,1.1,0.2,2.3,2.0,15.3
1989,9,797,DET,Detroit Pistons,25.0,NBA,SG,69,67,2408,6.8,13.5,0.5,0.2,0.4,0.48,6.6,13.1,0.51,3.9,4.6,0.85,0.9,1.7,2.6,5.8,0.9,0.1,2.7,1.5,17.7
1990,9,797,DET,Detroit Pistons,26.0,NBA,SG,75,71,2578,7.1,14.8,0.48,0.3,0.8,0.4,6.8,14.0,0.48,4.1,4.6,0.9,0.8,2.1,3.0,5.1,0.9,0.0,2.0,1.8,18.6
1991,9,797,DET,Detroit Pistons,27.0,NBA,SG,80,80,3046,7.4,15.3,0.48,0.2,0.5,0.31,7.2,14.7,0.49,4.4,4.9,0.89,0.7,1.5,2.2,5.2,1.1,0.1,2.2,1.6,19.3
1992,9,797,DET,Detroit Pistons,28.0,NBA,SG,82,82,3192,6.6,14.8,0.45,0.6,1.4,0.41,6.1,13.4,0.45,4.6,5.4,0.87,0.9,1.2,2.1,4.2,0.8,0.1,2.2,1.6,18.4
1993,9,797,DET,Detroit Pistons,29.0,NBA,SG,77,77,3094,7.9,16.9,0.47,1.3,3.5,0.38,6.6,13.4,0.49,4.0,4.6,0.86,0.7,1.0,1.7,3.6,0.9,0.1,1.6,1.6,21.0
1994,9,797,DET,Detroit Pistons,30.0,NBA,SG,69,69,2591,7.0,15.5,0.45,1.7,4.4,0.39,5.3,11.1,0.48,3.8,4.6,0.84,0.5,1.6,2.1,3.6,0.9,0.1,2.2,1.6,19.6
1995,9,797,DET,Detroit Pistons,31.0,NBA,SG,67,67,2544,5.9,13.7,0.43,1.5,4.8,0.3,4.4,8.9,0.5,3.9,4.9,0.8,0.7,1.6,2.2,5.2,1.0,0.1,3.1,2.2,17.2
1996,9,797,DET,Detroit Pistons,32.0,NBA,PG,67,40,2193,4.2,9.8,0.43,2.0,4.9,0.41,2.2,4.9,0.45,2.7,3.2,0.82,0.5,1.8,2.3,4.4,0.7,0.0,1.6,1.7,13.0
1997,9,797,DET,Detroit Pistons,33.0,NBA,SG,79,79,2923,4.7,10.8,0.44,2.0,4.7,0.43,2.7,6.0,0.45,2.7,3.2,0.87,0.5,1.9,2.4,3.9,0.7,0.0,1.6,1.2,14.3
1998,9,797,DET,Detroit Pistons,34.0,NBA,SG,72,72,2326,5.1,12.2,0.42,2.4,6.6,0.37,2.6,5.6,0.47,2.0,2.4,0.82,0.2,1.4,1.6,3.9,0.7,0.0,1.3,1.5,14.6
1999,9,797,DET,Detroit Pistons,35.0,NBA,SG,38,38,1116,4.6,11.3,0.41,2.9,7.1,0.4,1.8,4.2,0.43,1.6,2.0,0.84,0.4,1.8,2.2,4.3,0.7,0.1,1.7,1.6,13.8
