Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998,29,UTA,Utah Jazz,Karl Malone,34.0,81,81.0,3030,780,1472,0.53,2,6,0.33,778,1466,0.53,0.53,628,825,0.76,189,645,834,316,96,70,247,237,2190
1998,29,UTA,Utah Jazz,Jeff Hornacek,34.0,80,80.0,2460,399,828,0.48,56,127,0.44,343,701,0.49,0.52,285,322,0.88,65,205,270,349,109,15,132,175,1139
1998,29,UTA,Utah Jazz,Bryon Russell,27.0,82,7.0,2219,226,525,0.43,73,214,0.34,153,311,0.49,0.5,213,278,0.77,78,248,326,101,90,31,81,229,738
1998,29,UTA,Utah Jazz,Adam Keefe,27.0,80,75.0,2047,229,424,0.54,0,0,,229,424,0.54,0.54,162,200,0.81,179,259,438,89,52,24,71,172,620
1998,29,UTA,Utah Jazz,John Stockton,35.0,64,64.0,1858,270,511,0.53,39,91,0.43,231,420,0.55,0.57,191,231,0.83,35,131,166,543,89,10,161,138,770
1998,29,UTA,Utah Jazz,Howard Eisley,25.0,82,18.0,1726,229,519,0.44,48,118,0.41,181,401,0.45,0.49,127,149,0.85,25,141,166,346,54,13,160,182,633
1998,29,UTA,Utah Jazz,Shandon Anderson,24.0,82,2.0,1602,269,500,0.54,7,32,0.22,262,468,0.56,0.55,136,185,0.74,86,141,227,89,66,18,91,145,681
1998,29,UTA,Utah Jazz,Greg Foster,29.0,78,49.0,1446,186,418,0.44,2,9,0.22,184,409,0.45,0.45,67,87,0.77,85,188,273,51,15,28,68,187,441
1998,29,UTA,Utah Jazz,Greg Ostertag,24.0,63,23.0,1288,115,239,0.48,0,0,,115,239,0.48,0.48,67,140,0.48,134,240,374,25,28,132,74,166,297
1998,29,UTA,Utah Jazz,Antoine Carr,36.0,66,8.0,1086,151,325,0.46,0,0,,151,325,0.46,0.46,76,98,0.78,42,89,131,48,11,53,48,195,378
1998,29,UTA,Utah Jazz,Chris Morris,32.0,54,1.0,538,85,207,0.41,19,62,0.31,66,145,0.46,0.46,44,61,0.72,35,79,114,24,25,17,33,61,233
1998,29,UTA,Utah Jazz,Jacque Vaughn,22.0,45,0.0,419,44,122,0.36,3,8,0.38,41,114,0.36,0.37,48,68,0.71,4,34,38,84,9,1,56,63,139
1998,29,UTA,Utah Jazz,William Cunningham,23.0,6,2.0,38,4,9,0.44,0,0,,4,9,0.44,0.44,0,0,,4,4,8,1,2,0,0,10,8
1998,29,UTA,Utah Jazz,Troy Hudson,21.0,8,0.0,23,6,14,0.43,0,3,0.0,6,11,0.55,0.43,0,0,,1,1,2,4,2,0,1,1,12
1998,29,UTA,Utah Jazz,Team Totals,,82,,19780,2993,6113,0.49,249,670,0.37,2744,5443,0.5,0.51,2044,2644,0.77,962,2405,3367,2070,648,412,1260,1961,8279
